"w1","prediction","rank"
"can","pretty",9
"can","prevent",7
"can","probably",22
"can","produce",17
"can","promote",5
"can","prove",16
"can","provide",29
"can","pull",27
"can","purchase",10
"can","put",74
"can","qualify",5
"can","quickly",13
"can","raise",11
"can","reach",27
"can","read",82
"can","readily",3
"can","really",51
"can","recall",6
"can","receive",11
"can","recover",7
"can","refer",5
"can","relate",26
"can","rely",5
"can","remember",51
"can","remove",6
"can","replace",7
"can","resist",5
"can","respect",4
"can","respond",6
"can","result",16
"can","return",17
"can","ride",19
"can","roll",10
"can","run",44
"can","safely",8
"can","save",45
"can","say",183
"can","screw",3
"can","search",8
"can","see",534
"can","seek",6
"can","seem",14
"can","select",5
"can","sell",21
"can","send",60
"can","serve",21
"can","set",17
"can","share",48
"can","she",10
"can","shoot",6
"can","shop",6
"can","show",35
"can","shut",8
"can","sign",14
"can","simply",13
"can","sing",22
"can","sink",4
"can","sit",27
"can","sleep",25
"can","so",14
"can","sometimes",24
"can","sound",5
"can","speak",14
"can","spend",32
"can","squeeze",3
"can","stand",31
"can","start",54
"can","stay",40
"can","step",5
"can","still",144
"can","stop",33
"can","store",4
"can","submit",7
"can","sue",4
"can","supply",3
"can","support",15
"can","survive",8
"can","swim",7
"can","take",220
"can","talk",71
"can","tap",8
"can","taste",15
"can","teach",25
"can","tell",177
"can","testify",3
"can","thank",21
"can","that",25
"can","the",54
"can","then",16
"can","there",9
"can","therefore",3
"can","they",35
"can","think",73
"can","this",24
"can","though",3
"can","throw",14
"can","to",79
"can","tolerate",3
"can","trace",4
"can","track",6
"can","train",3
"can","travel",5
"can","treat",6
"can","trick",3
"can","truly",10
"can","trust",12
"can","try",33
"can","turn",51
"can","understand",36
"can","up",9
"can","use",195
"can","usually",9
"can","vary",14
"can","view",16
"can","visit",26
"can","vote",9
"can","wait",26
"can","wake",6
"can","walk",25
"can","was",5
"can","watch",51
"can","we",330
"can","wear",27
"can","when",6
"can","while",3
"can","win",52
"can","wipe",4
"can","with",19
"can","work",67
"can","write",32
"can","you",771
"canada","and",28
"canada","for",6
"canada","geese",5
"canada","in",6
"canada","to",10
"cancel","the",11
"canceled","all",3
"canceled","due",7
"cancellation","of",7
"cancelled","it",4
"cancelled","the",5
"cancer","according",3
"cancer","and",53
"cancer","as",8
"cancer","awareness",12
"cancer","diagnosis",6
"cancer","foundation",3
"cancer","he",11
"cancer","i",6
"cancer","in",27
"cancer","is",16
"cancer","it",9
"cancer","patients",13
"cancer","research",22
"cancer","risk",7
"cancer","she",4
"cancer","so",3
"cancer","society",23
"cancer","survivor",12
"cancer","there",3
"cancer","to",3
"cancer","we",3
"cancer","years",3
"cancer","you",3
"candidate","and",15
"candidate","for",35
"candidate","has",5
"candidate","in",21
"candidate","of",9
"candidate","that",6
"candidate","to",21
"candidates","and",19
"candidates","are",17
"candidates","for",34
"candidates","in",16
"candidates","to",15
"candidates","who",14
"candidates","will",8
"candied","orange",3
"candle","for",4
"candle","lit",3
"candles","and",14
"candles","in",5
"candlestick","park",4
"candy","a",4
"candy","and",20
"candy","bars",9
"candy","cane",9
"candy","from",8
"candy","he",3
"candy","i",15
"candy","in",10
"candy","is",5
"cane","and",4
"cane","or",3
"canned","foods",3
"cannery","row",6
"cannes","film",9
"cannes","lions",5
"cannot","afford",17
"cannot","be",145
"cannot","believe",29
"cannot","change",11
"cannot","continue",5
"cannot","deny",4
"cannot","describe",4
"cannot","do",22
"cannot","even",7
"cannot","find",15
"cannot","force",3
"cannot","get",21
"cannot","go",8
"cannot","have",6
"cannot","help",14
"cannot","make",5
"cannot","manage",4
"cannot","pass",4
"cannot","really",4
"cannot","run",3
"cannot","say",13
"cannot","see",18
"cannot","sleep",5
"cannot","speak",4
"cannot","take",11
"cannot","tell",12
"cannot","think",4
"cannot","use",4
"cannot","work",4
"cans","and",9
"cans","for",4
"cans","of",18
"cant","access",5
"cant","actually",6
"cant","afford",84
"cant","all",3
"cant","always",17
"cant","answer",7
"cant","argue",12
"cant","ask",5
"cant","be",328
"cant","bear",5
"cant","beat",38
"cant","because",11
"cant","begin",11
"cant","believe",375
"cant","blame",8
"cant","breathe",15
"cant","bring",20
"cant","buy",22
"cant","call",11
"cant","change",27
"cant","comment",6
"cant","compare",8
"cant","concentrate",4
"cant","control",20
"cant","count",8
"cant","decide",27
"cant","deny",6
"cant","describe",11
"cant","do",157
"cant","drink",7
"cant","eat",17
"cant","even",170
"cant","expect",10
"cant","explain",17
"cant","fault",3
"cant","figure",36
"cant","find",117
"cant","focus",7
"cant","fully",7
"cant","get",258
"cant","give",15
"cant","go",108
"cant","guard",3
"cant","handle",34
"cant","happen",8
"cant","have",87
"cant","hear",25
"cant","help",118
"cant","hide",6
"cant","hold",15
"cant","hurt",11
"cant","i",67
"cant","ignore",5
"cant","imagine",61
"cant","it",16
"cant","just",43
"cant","keep",67
"cant","know",3
"cant","learn",5
"cant","leave",14
"cant","let",27
"cant","live",24
"cant","look",15
"cant","make",84
"cant","miss",11
"cant","move",12
"cant","name",6
"cant","open",3
"cant","out",4
"cant","pay",14
"cant","play",18
"cant","possibly",14
"cant","pronounce",7
"cant","prove",3
"cant","pull",9
"cant","put",24
"cant","quite",13
"cant","reach",8
"cant","read",19
"cant","really",47
"cant","recall",6
"cant","remember",72
"cant","resist",10
"cant","run",10
"cant","save",8
"cant","say",81
"cant","see",84
"cant","seem",40
"cant","sing",8
"cant","sit",8
"cant","sleep",138
"cant","so",3
"cant","speak",15
"cant","stand",92
"cant","stay",11
"cant","stop",121
"cant","stress",4
"cant","take",75
"cant","talk",21
"cant","tell",102
"cant","they",11
"cant","think",38
"cant","tolerate",3
"cant","touch",11
"cant","turn",6
"cant","understand",24
"cant","use",19
"cant","visit",3
"cant","vote",3
"cant","wait",1837
"cant","walk",16
"cant","we",31
"cant","win",25
"cant","work",14
"cant","you",52
"canyon","at",3
"canyon","country",3
"cap","and",15
"cap","for",6
"cap","off",6
"cap","on",23
"cap","to",9
"capabilities","and",5
"capabilities","will",3
"capability","to",6
"capable","of",131
"capable","to",7
"capacity","and",9
"capacity","for",15
"capacity","is",7
"capacity","of",10
"capacity","to",24
"cape","and",4
"cape","cod",10
"capers","and",3
"capital","city",13
"capital","from",5
"capital","has",4
"capital","of",31
"capital","to",7
"capitalism","and",10
"capitalism","is",5
"capitalize","on",17
"capitalizing","on",7
"capitol","hill",29
"caps","and",10
"caps","are",3
"caps","in",4
"caps","on",9
"caps","to",3
"captain","america",43
"captain","of",17
"captive","to",3
"capture","a",10
"capture","and",5
"capture","by",3
"capture","the",29
"captured","the",19
"captures","the",17
"car","a",12
"car","accident",31
"car","after",5
"car","again",4
"car","almost",4
"car","and",120
"car","as",14
"car","at",29
"car","because",5
"car","before",4
"car","better",3
"car","but",15
"car","by",5
"car","can",7
"car","crash",16
"car","dealership",4
"car","door",12
"car","driving",6
"car","for",43
"car","from",9
"car","has",12
"car","he",18
"car","i",42
"car","if",5
"car","in",64
"car","insurance",13
"car","into",10
"car","is",68
"car","it",11
"car","keys",7
"car","last",5
"car","listening",4
"car","my",11
"car","next",8
"car","not",4
"car","of",6
"car","on",35
"car","or",20
"car","park",9
"car","rental",18
"car","ride",11
"car","sales",10
"car","seat",15
"car","so",18
"car","that",28
"car","the",16
"car","this",10
"car","to",47
"car","was",52
"car","wash",30
"car","we",10
"car","when",9
"car","while",9
"car","who",5
"car","will",9
"car","windows",4
"car","with",36
"car","you",7
"caramel","and",12
"caramel","is",3
"caramel","popcorn",3
"caramel","sauce",11
"caramelized","onions",10
"carbon","emissions",14
"carbon","footprint",9
"carbon","monoxide",13
"carbs","and",4
"card","a",10
"card","after",5
"card","and",93
"card","as",9
"card","at",9
"card","but",16
"card","companies",7
"card","company",3
"card","debt",9
"card","does",4
"card","for",55
"card","from",28
"card","had",3
"card","he",3
"card","i",105
"card","if",4
"card","in",20
"card","into",9
"card","is",48
"card","it",18
"card","made",10
"card","number",5
"card","only",3
"card","or",21
"card","that",24
"card","the",20
"card","they",4
"card","this",11
"card","to",47
"card","when",4
"card","with",32
"card","without",3
"card","would",3
"card","you",9
"cardboard","box",8
"cardiac","arrest",18
"cardigan","and",4
"cards","all",5
"cards","and",79
"cards","are",28
"cards","as",5
"cards","at",19
"cards","do",3
"cards","for",40
"cards","from",14
"cards","have",3
"cards","i",42
"cards","in",26
"cards","is",5
"cards","on",8
"cards","or",5
"cards","out",6
"cards","this",6
"cards","to",34
"cards","we",7
"cards","were",6
"cards","will",10
"cards","with",10
"care","a",12
"care","about",217
"care","act",20
"care","all",3
"care","and",82
"care","anymore",8
"care","are",4
"care","as",11
"care","at",17
"care","because",5
"care","but",25
"care","by",4
"care","coverage",8
"care","deeply",4
"care","facility",4
"care","for",145
"care","home",6
"care","how",33
"care","i",19
"care","if",49
"care","in",26
"care","is",20
"care","it",13
"care","law",14
"care","less",26
"care","more",9
"care","much",6
"care","needs",6
"care","no",5
"care","of",419
"care","or",14
"care","over",4
"care","reform",26
"care","so",12
"care","system",17
"care","that",31
"care","the",15
"care","they",16
"care","to",63
"care","we",8
"care","what",74
"care","when",13
"care","where",5
"care","which",7
"care","who",18
"care","workers",11
"care","you",5
"cared","about",17
"cared","for",33
"career","and",52
"career","as",37
"career","but",15
"career","fair",12
"career","has",5
"career","he",32
"career","i",17
"career","in",64
"career","is",14
"career","of",13
"career","on",4
"career","opportunities",8
"career","path",9
"career","than",3
"career","the",7
"career","then",4
"career","to",11
"career","was",16
"career","when",6
"career","while",3
"careers","and",9
"careful","about",11
"careful","how",4
"careful","in",6
"careful","not",29
"careful","of",6
"careful","to",14
"careful","we",5
"careful","what",13
"careful","with",22
"careful","you",3
"carefully","and",10
"carefully","to",5
"cares","about",43
"cares","for",11
"caring","for",27
"carmel","in",6
"carnegie","hall",8
"carnival","and",5
"carole","king",4
"carolina","a",6
"carolina","and",22
"carolina","for",5
"carolina","is",5
"carolina","or",3
"carolina","the",5
"carolina","to",7
"caroline","and",7
"carpet","and",10
"carpet","at",8
"carpet","for",4
"carpet","in",5
"carpet","to",4
"carpet","you",3
"carrie","ann",12
"carried","by",7
"carried","on",11
"carried","that",3
"carried","the",17
"carries","a",23
"carries","me",3
"carries","the",13
"carries","with",6
"carrots","and",19
"carrots","in",4
"carry","a",45
"carry","any",3
"carry","around",12
"carry","her",5
"carry","it",17
"carry","me",7
"carry","more",5
"carry","on",44
"carry","out",32
"carry","that",6
"carry","the",40
"carry","them",4
"carry","us",3
"carrying","a",37
"carrying","around",7
"carrying","his",5
"carrying","it",5
"carrying","out",12
"carrying","the",18
"carrying","this",6
"cars","and",84
"cars","are",12
"cars","driving",4
"cars","for",11
"cars","from",9
"cars","in",32
"cars","on",14
"cars","or",5
"cars","that",9
"cars","trucks",3
"cars","were",19
"cars","when",3
"cars","with",11
"carson","i",3
"cart","and",10
"cart","to",4
"cart","with",4
"carter","and",9
"carter","is",8
"cartoon","character",5
"cartoon","characters",7
"cartoon","network",8
"carve","out",6
"carved","in",3
"carved","into",7
"carved","out",11
"casa","de",5
"case","a",31
"case","against",29
"case","and",62
"case","anyone",8
"case","at",14
"case","because",13
"case","but",21
"case","file",6
"case","for",73
"case","he",29
"case","his",3
"case","however",3
"case","i",76
"case","in",72
"case","is",53
"case","it",43
"case","law",10
"case","of",194
"case","on",18
"case","people",4
"case","scenario",10
"case","she",15
"case","so",7
"case","someone",3
"case","that",48
"case","the",81
"case","then",9
"case","there",8
"case","they",23
"case","to",50
"case","too",3
"case","was",35
"case","we",13
"case","which",9
"case","why",4
"case","will",19
"case","you",99
"cases","and",23
"cases","are",20
"cases","for",8
"cases","in",28
"cases","it",10
"cases","like",6
"cases","of",50
"cases","that",17
"cases","where",9
"casey","anthony",16
"cash","a",8
"cash","and",35
"cash","at",7
"cash","for",27
"cash","from",14
"cash","i",10
"cash","in",24
"cash","it",5
"cash","on",11
"cash","only",8
"cash","out",11
"cash","register",10
"cash","that",4
"cash","the",14
"cash","to",16
"cash","with",5
"cashed","out",8
"cashier","at",8
"casino","in",15
"cassel","and",3
"cassidy","and",6
"cast","a",24
"cast","and",18
"cast","but",5
"cast","for",8
"cast","i",4
"cast","in",17
"cast","iron",13
"cast","is",11
"cast","it",4
"cast","member",14
"cast","members",9
"cast","of",42
"cast","on",9
"cast","the",11
"cast","their",6
"cast","your",12
"casting","director",8
"castiron","skillet",4
"castle","and",4
"castle","doctrine",3
"castle","in",7
"castle","of",5
"castle","rock",7
"castle","we",3
"casual","fans",4
"cat","and",14
"cat","daddy",7
"cat","he",3
"cat","i",8
"cat","in",18
"cat","is",25
"cat","on",7
"cat","or",6
"cat","the",5
"cat","to",11
"cat","who",7
"cat","with",5
"catalog","and",6
"catalyst","for",12
"catch","a",68
"catch","all",4
"catch","an",5
"catch","and",8
"catch","fire",3
"catch","her",6
"catch","him",9
"catch","his",3
"catch","in",14
"catch","it",28
"catch","me",26
"catch","on",16
"catch","one",5
"catch","some",11
"catch","something",4
"catch","the",77
"catch","their",5
"catch","them",12
"catch","this",5
"catch","up",233
"catch","you",21
"catch","your",7
"catches","the",12
"catches","up",5
"catching","a",14
"catching","on",6
"catching","the",13
"catching","them",3
"catching","up",124
"cate","blanchett",4
"categories","and",7
"category","but",4
"category","of",25
"cater","to",18
"catered","to",8
"catering","to",10
"caters","to",7
"cathedral","for",5
"catholic","church",37
"catholic","school",17
"cats","and",38
"cats","at",4
"cats","but",4
"cats","from",3
"cats","have",6
"cats","in",5
"cats","is",3
"cats","the",4
"cats","to",8
"cats","who",5
"cattle","and",9
"caucus","process",3
"caught","a",33
"caught","and",12
"caught","between",11
"caught","by",12
"caught","fire",14
"caught","her",8
"caught","him",5
"caught","in",45
"caught","it",13
"caught","me",10
"caught","my",24
"caught","on",29
"caught","that",12
"caught","the",40
"caught","them",7
"caught","up",139
"caught","with",9
"cauliflower","and",5
"cause","a",31
"cause","and",15
"cause","cancer",7
"cause","for",28
"cause","i",267
"cause","in",5
"cause","is",7
"cause","it",49
"cause","me",6
"cause","more",5
"cause","of",153
"cause","people",5
"cause","she",27
"cause","some",5
"cause","that",31
"cause","the",48
"cause","to",19
"cause","us",5
"cause","we",20
"cause","will",3
"cause","you",74
"caused","a",23
"caused","by",126
"caused","me",18
"caused","the",49
"caused","this",7
"causes","of",26
"causes","the",13
"causing","her",6
"causing","me",4
"causing","the",20
"causing","them",6
"cautionary","tale",8
"cave","in",9
"caved","in",9
"caves","on",3
"cbs","news",7
"cd","and",15
"cd","but",3
"cd","do",3
"cd","from",5
"cd","i",11
"cd","of",7
"cd","on",4
"cd","the",7
"cd","to",5
"cd","with",6
"cds","and",7
"cds","are",5
"ceased","to",8
"ceases","to",13
"cee","lo",14
"ceiling","and",14
"ceiling","fan",8
"ceiling","fans",6
"ceiling","in",7
"celebrate","a",21
"celebrate","all",4
"celebrate","and",7
"celebrate","at",5
"celebrate","christmas",5
"celebrate","cinco",6
"celebrate","his",6
"celebrate","it",13
"celebrate","our",19
"celebrate","that",8
"celebrate","the",88
"celebrate","their",9
"celebrate","with",30
"celebrate","years",6
"celebrate","your",12
"celebrated","for",3
"celebrated","her",5
"celebrated","its",8
"celebrates","his",3
"celebrates","the",10
"celebrating","all",3
"celebrating","at",3
"celebrating","his",5
"celebrating","in",3
"celebrating","is",3
"celebrating","its",10
"celebrating","the",37
"celebrating","with",8
"celebration","after",3
"celebration","at",7
"celebration","in",11
"celebration","of",60
"celebration","on",5
"celebration","today",6
"celebration","was",10
"celebration","with",11
"celebrations","of",5
"celebrities","and",12
"celebrities","are",6
"celebrity","apprentice",9
"celebrity","chef",5
"celebrity","gossip",3
"celebrity","of",3
"celebrity","status",3
"celery","and",14
"celiac","disease",10
"cell","and",10
"cell","block",3
"cell","phone",148
"cell","phones",59
"cell","while",3
"cello","and",5
"cells","in",8
"census","and",5
"census","bureau",23
"cent","and",4
"center","a",23
"center","after",8
"center","and",131
"center","at",44
"center","but",12
"center","by",5
"center","for",179
"center","from",7
"center","has",15
"center","i",15
"center","if",3
"center","in",161
"center","is",45
"center","it",9
"center","just",4
"center","like",4
"center","of",144
"center","on",62
"center","piece",4
"center","so",5
"center","stage",25
"center","that",13
"center","the",46
"center","theater",6
"center","this",10
"center","to",30
"center","was",12
"center","we",4
"center","when",7
"center","will",28
"center","with",14
"centered","around",12
"centers","of",16
"centers","on",18
"central","and",13
"central","asia",14
"central","ave",6
"central","bank",37
"central","florida",26
"central","in",5
"central","library",11
"central","london",6
"central","new",9
"central","park",44
"central","region",3
"central","station",5
"central","texas",6
"central","to",19
"centre","and",7
"cents","a",48
"cents","each",4
"cents","for",15
"cents","in",18
"cents","on",8
"cents","per",73
"cents","to",58
"centuries","of",7
"century","ago",11
"century","and",24
"century","as",4
"century","by",4
"century","for",3
"century","i",6
"century","in",5
"century","of",11
"century","to",4
"century","when",6
"century","will",3
"ceo","has",4
"ceo","of",100
"cereal","and",4
"cerebral","palsy",14
"ceremony","and",11
"ceremony","but",7
"ceremony","held",4
"ceremony","in",16
"ceremony","of",3
"ceremony","this",4
"ceremony","was",5
"certain","age",14
"certain","amount",23
"certain","areas",6
"certain","death",5
"certain","he",11
"certain","i",13
"certain","it",7
"certain","kind",6
"certain","of",8
"certain","parts",3
"certain","people",12
"certain","person",3
"certain","point",8
"certain","that",25
"certain","things",30
"certain","time",4
"certain","times",5
"certain","to",21
"certain","way",15
"certain","we",3
"certainly","a",21
"certainly","all",3
"certainly","an",7
"certainly","as",4
"certainly","be",15
"certainly","did",15
"certainly","do",19
"certainly","does",11
"certainly","had",10
"certainly","has",11
"certainly","have",20
"certainly","hope",9
"certainly","is",14
"certainly","made",8
"certainly","make",5
"certainly","no",11
"certainly","not",59
"certainly","one",10
"certainly","seems",5
"certainly","some",3
"certainly","the",13
"certainly","to",3
"certainly","was",13
"certainly","will",17
"certainly","would",17
"certainty","about",5
"certificate","for",5
"certificate","from",7
"certificate","to",17
"certification","of",5
"certified","by",11
"certified","financial",7
"ch","in",3
"cha","cha",11
"chai","tea",9
"chain","around",3
"chain","in",5
"chain","is",5
"chain","of",32
"chain","reaction",7
"chain","store",4
"chain","the",4
"chain","to",6
"chained","to",9
"chains","and",14
"chains","of",5
"chair","and",35
"chair","at",13
"chair","but",4
"chair","for",8
"chair","in",17
"chair","is",12
"chair","of",48
"chair","the",8
"chair","to",7
"chaired","by",12
"chairman","and",33
"chairman","of",134
"chairs","and",18
"chairs","in",10
"challenge","a",9
"challenge","and",57
"challenge","any",5
"challenge","as",16
"challenge","at",23
"challenge","but",8
"challenge","for",54
"challenge","from",9
"challenge","in",19
"challenge","is",64
"challenge","it",15
"challenge","of",26
"challenge","on",10
"challenge","so",9
"challenge","that",13
"challenge","the",37
"challenge","this",22
"challenge","to",48
"challenge","we",16
"challenge","will",12
"challenge","with",15
"challenge","you",19
"challenged","the",18
"challenged","to",8
"challenges","and",27
"challenges","are",6
"challenges","at",5
"challenges","could",4
"challenges","facing",7
"challenges","for",14
"challenges","i",7
"challenges","in",17
"challenges","of",18
"challenges","on",3
"challenges","or",5
"challenges","that",15
"challenges","to",17
"challenging","as",4
"challenging","but",8
"challenging","than",5
"challenging","to",10
"chamber","for",5
"chamber","of",74
"champagne","and",10
"champagne","for",5
"champion","of",16
"championed","by",4
"championing","the",4
"champions","league",20
"championship","and",16
"championship","at",8
"championship","game",66
"championship","in",21
"championships","in",22
"chance","against",5
"chance","and",22
"chance","as",5
"chance","at",46
"chance","but",8
"chance","for",45
"chance","i",44
"chance","if",5
"chance","in",16
"chance","it",14
"chance","of",152
"chance","on",16
"chance","or",5
"chance","she",4
"chance","that",41
"chance","the",10
"chance","they",8
"chance","to",710
"chance","we",15
"chance","with",5
"chance","you",38
"chances","and",10
"chances","are",39
"chances","for",15
"chances","i",8
"chances","of",56
"chances","that",7
"chances","the",3
"chances","there",3
"chances","they",3
"chances","to",22
"chances","with",6
"chandelier","and",5
"chandler","jones",8
"change","a",35
"change","about",7
"change","all",8
"change","and",64
"change","any",3
"change","anything",15
"change","are",3
"change","around",3
"change","as",14
"change","at",10
"change","back",6
"change","because",8
"change","both",4
"change","but",27
"change","by",5
"change","everything",3
"change","for",33
"change","from",24
"change","has",9
"change","he",9
"change","her",9
"change","his",21
"change","how",14
"change","i",30
"change","if",10
"change","in",144
"change","is",69
"change","it",63
"change","its",15
"change","just",5
"change","lives",5
"change","my",79
"change","of",65
"change","on",14
"change","one",5
"change","or",9
"change","our",14
"change","research",5
"change","so",6
"change","that",64
"change","the",277
"change","their",43
"change","them",10
"change","there",3
"change","they",11
"change","things",13
"change","this",23
"change","to",40
"change","until",6
"change","up",11
"change","us",6
"change","was",14
"change","we",16
"change","what",14
"change","when",10
"change","will",11
"change","with",16
"change","without",5
"change","you",21
"change","your",98
"changed","after",4
"changed","and",24
"changed","as",5
"changed","but",9
"changed","everything",4
"changed","for",15
"changed","from",16
"changed","her",12
"changed","his",43
"changed","how",4
"changed","in",21
"changed","it",18
"changed","much",10
"changed","my",66
"changed","over",14
"changed","since",14
"changed","so",15
"changed","that",12
"changed","the",97
"changed","their",16
"changed","things",5
"changed","to",19
"changed","today",3
"changed","when",8
"changed","with",6
"changed","your",12
"changes","and",30
"changes","are",34
"changes","as",3
"changes","at",14
"changes","before",3
"changes","every",6
"changes","everything",10
"changes","for",14
"changes","here",7
"changes","i",15
"changes","in",97
"changes","it",11
"changes","made",10
"changes","since",6
"changes","that",29
"changes","the",26
"changes","there",3
"changes","this",5
"changes","to",81
"changes","we",10
"changes","were",12
"changes","when",4
"changes","will",8
"changes","with",8
"changes","you",8
"changing","and",12
"changing","how",3
"changing","in",3
"changing","it",9
"changing","lives",4
"changing","of",8
"changing","our",9
"changing","the",72
"changing","their",6
"changing","to",5
"changing","with",3
"changing","your",6
"channel","and",18
"channel","as",6
"channel","for",8
"channel","in",9
"channel","is",13
"channel","it",5
"channel","my",4
"channel","news",6
"channel","on",9
"channel","that",3
"channel","the",9
"channeling","his",3
"channels","and",8
"channels","of",4
"channels","the",3
"channing","tatum",9
"chant","and",3
"chaos","and",5
"chaos","of",8
"chaotic","and",5
"chapel","hill",18
"chapter","and",7
"chapter","begins",5
"chapter","books",4
"chapter","for",7
"chapter","has",3
"chapter","in",30
"chapter","is",9
"chapter","meeting",4
"chapter","of",49
"chapter","on",7
"chapter","the",6
"chapters","are",3
"chapters","of",9
"character","a",3
"character","and",39
"character","can",3
"character","for",10
"character","from",7
"character","has",11
"character","he",13
"character","i",10
"character","in",38
"character","is",31
"character","like",4
"character","of",18
"character","that",17
"character","the",9
"character","this",3
"character","to",14
"character","we",6
"character","with",10
"characteristic","of",8
"characteristics","of",14
"characters","and",46
"characters","are",28
"characters","as",5
"characters","but",8
"characters","in",38
"characters","my",3
"characters","or",17
"characters","that",12
"characters","to",9
"characters","with",9
"charade","of",3
"chard","is",4
"charge","a",10
"charge","and",13
"charge","at",6
"charge","but",4
"charge","for",39
"charge","i",6
"charge","is",6
"charge","it",6
"charge","me",9
"charge","of",119
"charge","to",9
"charged","for",14
"charged","in",41
"charged","with",285
"charges","against",57
"charges","he",8
"charges","in",25
"charity","and",6
"charity","for",3
"charity","i",3
"charity","work",5
"charles","and",17
"charles","barkley",18
"charles","darwin",11
"charles","i",3
"charles","was",4
"charleston","sc",8
"charlie","brown",15
"charlie","chaplin",5
"charlie","rose",4
"charlie","sheen",15
"charlize","theron",8
"charlotte","nc",17
"charm","and",23
"charm","i",6
"charm","of",6
"charming","and",14
"chart","and",8
"chart","for",4
"chart","of",5
"chart","the",6
"charter","school",40
"charter","schools",67
"charts","and",9
"chase","a",7
"chase","and",9
"chase","bank",6
"chase","the",11
"chase","was",4
"chased","by",8
"chased","the",6
"chasing","a",6
"chasing","down",5
"chasing","the",13
"chat","about",21
"chat","and",16
"chat","or",5
"chat","room",10
"chat","up",4
"chat","will",3
"chat","with",60
"chats","with",11
"chatted","with",18
"chatter","of",5
"chatting","with",31
"cheap","and",25
"cheap","at",4
"cheap","beer",6
"cheap","but",8
"cheap","the",3
"cheap","to",11
"cheaper","and",12
"cheaper","than",26
"cheaper","to",12
"cheat","and",5
"cheat","on",10
"cheated","on",12
"cheating","on",19
"check","a",5
"check","all",6
"check","and",19
"check","at",6
"check","back",51
"check","but",7
"check","for",42
"check","his",7
"check","if",9
"check","in",73
"check","is",8
"check","it",351
"check","me",18
"check","my",52
"check","off",5
"check","on",42
"check","out",1119
"check","that",29
"check","the",102
"check","their",13
"check","them",59
"check","this",34
"check","to",16
"check","up",13
"check","was",6
"check","with",22
"check","your",86
"checked","a",5
"checked","for",9
"checked","in",20
"checked","into",11
"checked","it",16
"checked","out",86
"checked","that",4
"checked","the",33
"checked","to",7
"checked","up",3
"checked","with",6
"checking","account",12
"checking","email",4
"checking","in",41
"checking","it",25
"checking","off",4
"checking","on",12
"checking","out",98
"checking","the",15
"checking","their",5
"checking","to",7
"checking","up",4
"checkout","and",4
"checks","and",14
"checks","for",13
"cheddar","cheese",18
"cheek","to",7
"cheer","for",26
"cheer","it",3
"cheer","the",5
"cheer","when",4
"cheered","for",7
"cheering","for",23
"cheers","and",9
"cheers","to",46
"cheese","a",6
"cheese","and",101
"cheese","at",4
"cheese","bread",4
"cheese","for",13
"cheese","from",6
"cheese","i",8
"cheese","in",18
"cheese","is",24
"cheese","on",22
"cheese","or",13
"cheese","out",3
"cheese","over",5
"cheese","plate",4
"cheese","sandwich",7
"cheese","sandwiches",7
"cheese","sauce",9
"cheese","that",7
"cheese","the",7
"cheese","to",7
"cheese","with",17
"cheeses","with",4
"cheesy","but",6
"chef","and",21
"chef","to",8
"chefs","in",6
"chelsea","in",4
"chemicals","in",7
"chemistry","and",13
"chemistry","is",4
"chen","a",5
"chen","guangcheng",18
"chen","to",7
"cherish","for",3
"cherish","it",5
"cherries","and",12
"cherry","and",8
"cherry","blossom",8
"cherry","on",7
"cherry","trees",7
"chesapeake","bay",9
"chess","club",3
"chest","and",27
"chest","i",5
"chest","with",4
"chew","on",15
"chewed","up",6
"chi","and",9
"chia","seeds",9
"chicago","a",7
"chicago","and",55
"chicago","area",13
"chicago","at",8
"chicago","blackhawks",5
"chicago","cubs",15
"chicago","for",27
"chicago","he",4
"chicago","i",17
"chicago","il",11
"chicago","illinois",7
"chicago","in",13
"chicago","last",6
"chicago","style",5
"chicago","suburb",5
"chicago","suntimes",11
"chicago","the",16
"chicago","this",16
"chicago","tribune",16
"chicago","who",8
"chick","was",4
"chicken","and",74
"chicken","at",5
"chicken","breast",16
"chicken","coop",10
"chicken","dinner",9
"chicken","dish",4
"chicken","fajita",3
"chicken","fingers",10
"chicken","for",4
"chicken","from",6
"chicken","in",21
"chicken","is",26
"chicken","legs",4
"chicken","noodle",8
"chicken","nuggets",10
"chicken","on",6
"chicken","or",19
"chicken","salad",24
"chicken","sandwich",9
"chicken","sausage",5
"chicken","skewers",3
"chicken","soup",12
"chicken","stock",16
"chicken","strips",5
"chicken","thighs",9
"chicken","tikka",4
"chicken","to",12
"chicken","tortilla",5
"chicken","was",8
"chicken","while",3
"chicken","wings",19
"chicken","with",24
"chickens","and",11
"chickens","are",4
"chickens","that",4
"chickens","will",3
"chicks","in",10
"chief","creative",3
"chief","engineer",3
"chief","executive",182
"chief","of",101
"chief","scientist",6
"child","a",8
"child","abuse",42
"child","and",67
"child","but",10
"child","can",5
"child","care",20
"child","could",9
"child","for",13
"child","from",6
"child","has",12
"child","i",33
"child","in",54
"child","is",63
"child","it",11
"child","left",20
"child","of",27
"child","on",11
"child","or",13
"child","out",3
"child","psychologist",4
"child","rearing",3
"child","safety",9
"child","sexual",6
"child","support",29
"child","than",5
"child","that",15
"child","the",12
"child","to",30
"child","was",22
"child","we",5
"child","when",13
"child","who",34
"child","with",26
"child","you",3
"childhood","and",18
"childhood","friend",8
