"item","Frequency"
"bound to be",16
"bow and arrow",3
"bowl full of",5
"box for the",8
"box on the",5
"boxes on the",4
"boy and his",6
"boy for the",3
"boy scouts of",3
"boy with a",4
"boys and girls",23
"boys girls club",8
"boys in the",8
"boys of summer",4
"branches of the",4
"brand name and",3
"bread and butter",11
"break down and",9
"break out of",7
"breakfast in the",6
"breast cancer awareness",12
"bridge in the",4
"bring back the",15
"bring her to",5
"bring it back",29
"bring it in",6
"bring myself to",21
"bring on the",46
"bring the kids",6
"bring them to",11
"bring to a",53
"bringing up the",4
"brings to the",6
"brings you to",7
"broke into a",5
"brother and sister",10
"brother and the",3
"brother sister and",4
"brothers and i",6
"brothers and sisters",31
"brought back to",4
"brought him to",4
"brought into the",9
"brought it to",5
"brought me to",11
"brought on by",4
"brought to the",12
"brushing your teeth",5
"budget for the",7
"build their own",6
"building a new",14
"building relationships and",3
"building up my",3
"building will be",6
"built in the",12
"built on the",7
"bump in the",9
"bureau of labor",5
"buried in a",8
"buried in the",6
"burning in the",6
"business and has",3
"business and the",6
"business at the",6
"business its a",4
"business owners and",4
"businesses in the",5
"but a few",21
"but a lot",12
"but a month",3
"but according to",7
"but after a",14
"but after the",8
"but all she",3
"but also by",3
"but also for",8
"but also in",9
"but also that",4
"but also the",21
"but also to",16
"but as a",26
"but as i",31
"but as of",8
"but as the",15
"but at least",108
"but at some",4
"but at the",65
"but at this",9
"but back in",7
"but because of",11
"but by the",29
"but can it",5
"but could not",10
"but decided to",10
"but did not",24
"but didnt want",10
"but do not",14
"but do you",15
"but does not",8
"but even if",9
"but even more",9
"but everyone is",5
"but first a",4
"but first it",3
"but for now",60
"but for the",46
"but for this",6
"but got a",4
"but has been",6
"but have not",4
"but have yet",5
"but having a",7
"but he also",10
"but he can",14
"but he did",28
"but he didnt",23
"but he doesnt",19
"but he got",6
"but he has",17
"but he is",52
"but he managed",3
"but he said",10
"but he still",9
"but he was",43
"but here the",4
"but hes not",13
"but how to",4
"but i am",281
"but i bet",20
"but i cant",142
"but i didnt",94
"but i do",177
"but i dont",346
"but i fear",4
"but i found",25
"but i grew",5
"but i had",84
"but i have",289
"but i kind",9
"but i know",137
"but i like",73
"but i liked",11
"but i love",128
"but i need",47
"but i never",38
"but i really",81
"but i still",115
"but i think",304
"but i thought",47
"but i told",6
"but i was",174
"but i will",142
"but if he",18
"but if i",66
"but if she",5
"but if the",19
"but if they",18
"but if we",23
"but if you",168
"but if youre",22
"but ill just",6
"but im back",18
"but im happy",11
"but im just",19
"but im not",146
"but im sure",55
"but in a",31
"but in some",5
"but in the",107
"but in this",14
"but in two",3
"but is more",5
"but is not",10
"but is that",3
"but it also",27
"but it appears",9
"but it cant",7
"but it could",15
"but it doesnt",47
"but it got",8
"but it had",12
"but it has",48
"but it hasnt",7
"but it is",319
"but it isnt",20
"but it made",13
"but it might",10
"but it seems",38
"but it sounds",10
"but it takes",23
"but it took",10
"but it turned",10
"but it turns",9
"but it was",295
"but it wasnt",30
"but it will",53
"but it wont",20
"but it would",44
"but its a",74
"but its also",18
"but its just",21
"but its like",6
"but its more",11
"but its my",14
"but its not",109
"but its only",13
"but its something",3
"but its still",29
"but its the",35
"but its there",7
"but its too",8
"but ive already",5
"but ive never",17
"but just as",12
"but just because",4
"but keep the",5
"but lets be",8
"but lets not",5
"but look at",10
"but many of",9
"but maybe a",5
"but more than",11
"but most of",32
"but much to",3
"but my guess",3
"but never got",5
"but no less",3
"but no matter",17
"but no more",5
"but no one",45
"but none of",31
"but not a",27
"but not about",4
"but not all",24
"but not as",24
"but not because",7
"but not before",6
"but not enough",19
"but not every",4
"but not for",23
"but not from",3
"but not quite",14
"but not so",21
"but not the",50
"but now is",7
"but now the",10
"but on the",42
"but on this",6
"but once i",21
"but one of",26
"but only for",10
"but other times",4
"but ran out",3
"but rather a",12
"but remember that",5
"but right now",16
"but said that",3
"but she had",9
"but she has",11
"but she is",28
"but she said",9
"but she was",29
"but some of",19
"but still want",3
"but that doesnt",46
"but that he",4
"but that is",72
"but that was",56
"but that would",18
"but thats a",26
"but thats cool",3
"but thats not",47
"but thats ok",17
"but thats only",4
"but the amount",3
"but the answer",5
"but the best",18
"but the boys",5
"but the city",3
"but the competition",3
"but the fact",18
"but the first",11
"but the good",10
"but the key",8
"but the main",9
"but the most",15
"but the new",10
"but the one",13
"but the only",12
"but the real",14
"but the time",9
"but the truth",18
"but the whole",8
"but then the",10
"but then they",9
"but there are",105
"but there is",118
"but there was",46
"but there were",25
"but there will",9
"but theres a",16
"but theres another",4
"but theres no",25
"but theres not",3
"but theres still",5
"but they also",19
"but they are",110
"but they can",16
"but they dont",29
"but they had",14
"but they have",34
"but they never",8
"but they said",4
"but they were",48
"but they work",3
"but theyre not",12
"but this is",127
"but this isnt",7
"but this seems",5
"but this time",57
"but to get",8
"but to me",14
"but to the",7
"but want to",17
"but wanted to",16
"but we also",20
"but we are",66
"but we can",31
"but we do",16
"but we dont",13
"but we have",44
"but we made",4
"but we need",17
"but we still",17
"but we will",26
"but well get",3
"but were still",7
"but what happened",3
"but what if",18
"but what is",28
"but what the",18
"but when he",13
"but when i",120
"but when it",28
"but when the",23
"but when we",25
"but with a",38
"but you and",5
"but you can",106
"but you could",21
"but you dont",33
"but you have",53
"but you just",17
"but you know",60
"but you might",10
"but you need",13
"but youll be",9
"but youll never",3
"but youve got",6
"butter and jelly",10
"buy a new",19
"buy into the",7
"buy it in",4
"buy tickets for",5
"buying and selling",5
"by a bus",8
"by a car",21
"by a couple",8
"by a doctor",5
"by a friend",14
"by a long",8
"by a lot",11
"by a man",12
"by a new",9
"by a wide",4
"by accident i",5
"by adding a",7
"by all accounts",8
"by all the",16
"by an angry",3
"by an evil",3
"by and large",9
"by and the",7
"by any means",29
"by at least",10
"by far the",57
"by following the",5
"by going to",13
"by his own",9
"by it i",5
"by meeting with",3
"by members of",7
"by more than",11
"by nature and",6
"by next year",4
"by one of",33
"by one or",3
"by putting a",3
"by reason of",4
"by security forces",5
"by someone who",7
"by the amount",11
"by the art",3
"by the black",6
"by the board",4
"by the department",7
"by the devil",3
"by the district",5
"by the end",132
"by the fact",23
"by the fbi",6
"by the fireplace",4
"by the glass",7
"by the global",5
"by the government",14
"by the group",4
"by the late",5
"by the light",5
"by the main",4
"by the man",4
"by the mayor",3
"by the media",9
"by the national",15
"by the new",16
"by the number",15
"by the original",4
"by the police",10
"by the prospect",4
"by the public",10
"by the river",12
"by the rules",6
"by the sec",3
"by the site",3
"by the state",14
"by the station",3
"by the students",3
"by the team",6
"by the terrible",4
"by the time",187
"by the us",25
"by the way",281
"by the weekend",7
"by the window",5
"by the world",7
"by things that",3
"by this point",10
"by this time",25
"by using the",16
"by way of",30
"by winning the",3
"california state university",3
"call could be",4
"call for a",19
"call in the",8
"call it a",56
"call it the",20
"call of the",13
"call or visit",3
"call that a",8
"call to check",3
"call to the",5
"called for a",11
"called for the",6
"called her a",3
"called it a",9
"called it the",10
"called to say",3
"called to the",8
"calling it a",27
"calling it the",4
"calls for a",11
"calories g fat",5
"came at a",5
"came at the",6
"came back to",29
"came back with",9
"came close to",4
"came from a",19
"came from but",6
"came from the",25
"came here and",3
"came home to",12
"came in and",17
"came in the",31
"came into the",12
"came on the",8
"came out in",13
"came out last",13
"came out of",48
"came out on",7
"came out to",59
"came to a",28
"came to his",5
"came to the",65
"came up for",6
"came up in",11
"came up to",16
"came up with",101
"campaign in the",5
"campaign is a",3
"campaign last year",3
"can access the",4
"can actually be",7
"can add one",3
"can afford to",12
"can also be",42
"can also take",5
"can always count",13
"can and should",4
"can be a",142
"can be confusing",4
"can be different",3
"can be difficult",10
"can be done",44
"can be filled",4
"can be found",70
"can be heard",12
"can be just",6
"can be made",24
"can be negotiated",3
"can be performed",3
"can be played",3
"can be put",6
"can be seen",28
"can be the",37
"can be very",28
"can check out",26
"can choose to",26
"can clean up",4
"can clearly see",5
"can come in",5
"can connect to",5
"can create a",7
"can deal with",14
"can do a",16
"can do about",12
"can do all",20
"can do and",9
"can do anything",22
"can do as",5
"can do is",54
"can do it",130
"can do more",5
"can do that",49
"can do the",24
"can do to",65
"can do with",15
"can doesnt mean",3
"can easily be",13
"can end up",6
"can enjoy the",7
"can expect to",6
"can figure out",16
"can find a",27
"can find the",25
"can fix it",5
"can focus on",12
"can get it",38
"can get on",11
"can go back",18
"can go on",21
"can go with",4
"can happen anywhere",3
"can have a",50
"can hear it",8
"can help manage",3
"can help you",82
"can hit the",5
"can honestly say",16
"can i have",62
"can i say",54
"can i take",14
"can in the",3
"can it be",27
"can it not",4
"can lead to",24
"can learn from",10
"can make a",81
"can make it",110
"can make or",3
"can make sure",4
"can make this",11
"can make your",18
"can move on",9
"can no longer",31
"can only imagine",25
"can prove that",4
"can put the",7
"can search for",5
"can see it",44
"can see the",117
"can see why",18
"can send in",3
"can show you",11
"can stand up",4
"can stay in",7
"can still be",22
"can still do",6
"can still get",14
"can talk about",19
"can tell you",63
"can throw in",3
"can to help",7
"can to make",9
"can try to",11
"can turn into",9
"can use it",19
"can wake up",7
"can walk in",4
"can walk to",7
"can we go",9
"can win the",8
"can work with",9
"can you do",41
"can you give",30
"can you imagine",43
"candidates in the",3
"cannot afford to",8
"cannot participate in",3
"cant afford to",26
"cant be considered",3
"cant be ignored",3
"cant believe the",21
"cant come out",3
"cant come to",6
"cant continue to",4
"cant do it",39
"cant do much",4
"cant even begin",4
"cant expect to",4
"cant figure out",30
"cant get a",16
"cant get into",5
"cant get no",5
"cant get to",12
"cant go out",6
"cant have a",14
"cant help but",75
"cant help you",8
"cant imagine the",6
"cant imagine what",9
"cant live without",15
"cant pass up",4
"cant say much",3
"cant say no",11
"cant take a",9
"cant tell the",10
"cant tell you",28
"cant think of",51
"cant wait for",522
"cant wait to",1365
"capable of producing",3
"captain of the",7
"captain ryan callahan",3
"car accident and",3
"car for the",8
"car in the",18
"card in the",15
"card to a",5
"cards in the",12
"care about the",25
"care about them",9
"care for her",10
"care for the",18
"care for their",3
"care in the",8
"care of her",10
"care of i",3
"care of my",24
"care of that",10
"care of the",42
"care of their",12
"care of us",6
"care what you",9
"career and i",3
"career as a",11
"career in the",6
"careful not to",28
"careful with the",6
"cares about the",5
"carve out a",4
"case and the",6
"case for the",6
"case i am",5
"case in point",14
"case in the",6
"case of a",13
"case scenario is",4
"cases like this",3
"cash in the",7
"castle in the",4
"catch my eye",3
"cater to the",5
"catholic church in",4
"cats and dogs",9
"caught in a",15
"caught up in",45
"cause of death",8
"cause of the",15
"cause you are",5
"caused by the",13
"causing me to",7
"cell phone to",3
"center and the",6
"center for the",15
"center in the",4
"center of attention",7
"center of the",58
"center that would",3
"center will be",4
"centers for disease",11
"ceo of the",9
"certainly going to",4
"certainly hope so",5
"certainly one of",4
"certificate to the",8
"chairman of the",27
"chamber of commerce",13
"champions of the",4
"chance at a",6
"chance of being",7
"chance of rain",13
"chance of showers",6
"chance to compete",3
"chance to do",9
"chance to enjoy",5
"chance to get",20
"chance to go",12
"chance to play",9
"chance to say",7
"chance to see",39
"chance to start",5
"chance to win",172
"chance to work",7
"chances of winning",10
"change in a",10
"change in the",26
"change in this",4
"change of heart",4
"change over time",3
"change the way",17
"change to a",4
"changed in the",4
"changed my mind",19
"changes in the",16
"changes to the",16
"chapter of the",14
"character in the",10
"character of the",5
"charge in the",5
"charge of the",18
"charged with the",8
"check in at",8
"check out a",27
"check out the",359
"check with your",7
"checked to see",4
"chicken in the",5
"chief of staff",11
"child in a",8
"child into the",3
"children and adults",9
"children and family",4
"children and the",11
"children in the",19
"children in their",4
"children of the",13
"children who were",4
"children would be",3
"choice to make",4
"choose a new",3
"chose not to",15
"chose to do",7
"chosen at random",5
"chronic fatigue syndrome",8
"chunk of the",5
"church and a",3
"church has been",5
"church of the",6
"cinco de mayo",143
"circuit court of",6
"cities across the",3
"citizens of the",5
"city council and",7
"city council meeting",6
"city for a",6
"city for the",11
"city in the",26
"city los angeles",3
"city of portland",5
"city we have",3
"city with a",5
"civil rights activist",4
"claiming to have",6
"clash of the",8
"class in the",13
"class of the",15
"class so far",4
"class with a",7
"clean drinking water",4
"clean them up",4
"clean up the",12
"cleaning up the",9
"clear that the",16
"click here for",12
"clinging to the",6
"close at pm",8
"close attention to",7
"close it out",7
"close out the",9
"close the door",11
"close to a",20
"close to half",3
"close to making",4
"close to our",5
"close to the",90
"close to them",5
"close to where",9
"close your eyes",37
"closed my eyes",14
"closed on a",3
"closer and closer",14
"closer to home",9
"closer to the",36
"closest to the",7
"closing in on",7
"clothes and get",4
"coach for the",3
"coach of the",19
"coast of florida",3
"cold and rainy",9
"collapse in the",4
"college in the",7
"college on the",3
"colleges and universities",9
"combination of the",17
"combine into a",3
"combined with a",9
"combined with the",11
"come along and",8
"come and go",20
"come as you",5
"come back and",36
"come back but",4
"come back for",15
"come back from",16
"come back that",3
"come back to",142
"come by in",3
"come close to",12
"come down and",15
"come down on",4
"come from a",23
"come from and",7
"come from the",20
"come in a",11
"come in all",10
"come in and",66
"come in for",30
"come in from",6
"come in handy",17
"come in on",5
"come in so",5
"come into play",5
"come near me",3
"come out and",68
"come out of",64
"come out so",3
"come out to",60
"come see him",3
"come soon enough",23
"come this far",3
"come to him",6
"come to life",15
"come to see",14
"come to terms",16
"come to the",159
"come to town",10
"come together to",10
"come too far",4
"come up and",9
"come up with",201
"come with a",18
"comes a time",8
"comes as a",8
"comes at a",6
"comes down to",36
"comes from a",16
"comes from and",3
"comes from the",41
"comes in a",13
"comes in the",12
"comes to a",19
"comes to getting",5
"comes to me",9
"comes to mind",24
"comes to the",28
"comes to these",4
"comes to your",8
"comes up with",13
"comfort zone and",11
"comfortable with the",9
"coming and going",5
"coming back for",10
"coming back from",16
"coming back to",55
"coming from a",17
"coming from the",30
"coming home from",12
"coming in at",9
"coming in from",9
"coming in the",23
"coming in to",10
"coming in with",6
"coming into the",11
"coming months and",4
"coming on the",7
"coming out of",56
"coming out to",35
"coming through the",7
"coming to america",6
"coming to me",4
"coming to the",92
"coming to us",8
"coming up on",28
"command of the",8
"commander of the",6
"comment about the",5
"comment on a",3
"comment on that",4
"comment on the",33
"comments at the",5
"comments have been",3
"commercial real estate",12
"commissioner of the",3
"commitment to the",11
"committed by a",4
"committed to being",4
"common sense and",5
"community and the",10
"community college and",3
"community has a",3
"community has been",4
"community in the",5
"commute to work",3
"company in the",10
"company is not",3
"company is now",3
"compare and contrast",5
"compare with the",4
"compared to other",14
"compared to the",50
"comparison to the",7
"compete in the",8
"complained about the",5
"completion of the",9
"component of the",5
"concerned about the",27
"concerned with the",9
"concert at the",10
"concluded that the",3
"conclusion of the",7
"conference call in",4
"conference call with",8
"conference center in",3
"confidence in my",4
"confident in the",5
"conflict of interest",6
"congressional black caucus",3
"connect to the",8
"connected to the",13
"connection to the",16
"consider it a",12
"considered to be",19
"considering whether to",3
"consists of a",8
"consists of the",5
"constitutional amendment to",4
"construction of the",10
"consumed with the",3
"contact with the",11
"contents of your",4
"context of the",12
"continue to be",37
"continue to do",21
"continue to grow",12
"continue to hold",3
"continue to play",4
"continue to see",4
"continues to be",20
"continues to try",3
"contract to a",3
"contract with the",10
"contrast to the",18
"contribute to the",12
"contributing to the",13
"contributions to the",8
"control of the",27
"control of their",9
"control of this",5
"controlled by the",9
"conversation on twitter",3
"conversation with them",3
"converted into a",6
"convinced me to",17
"convinced that the",11
"cookies for the",5
"cool as a",4
"cool enough to",7
"core of the",6
"corner and we",3
"corner of my",15
"corner of the",45
"corners of the",15
"cost more than",9
"cost of a",8
"cost of the",20
"costs of the",3
"could also be",15
"could always be",6
"could be a",108
"could be called",5
"could be done",14
"could be due",3
"could be for",5
"could be good",12
"could be heard",4
"could be made",13
"could be more",20
"could be on",8
"could be our",6
"could be seen",9
"could be so",20
"could be that",12
"could be the",55
"could be there",38
"could be used",19
"could be worth",4
"could bring her",4
"could buy a",7
"could change the",7
"could come up",15
"could count on",6
"could do for",5
"could do it",25
"could do more",8
"could easily be",13
"could end up",7
"could feel my",4
"could get a",33
"could go back",28
"could go on",33
"could go to",30
"could handle the",8
"could happen to",3
"could have a",32
"could have been",124
"could have died",3
"could have done",21
"could have gone",9
"could have imagined",4
"could have kept",4
"could hear the",12
"could help it",3
"could it be",41
"could just leave",4
"could lead to",10
"could make it",40
"could make the",10
"could no longer",14
"could not be",61
"could not get",18
"could return to",3
"could still be",6
"could take a",13
"could take up",6
"could tell you",12
"could use a",20
"could well be",3
"could win a",10
"couldnt be more",24
"couldnt bring myself",5
"couldnt come up",4
"couldnt get a",9
"couldnt get any",12
"couldnt get enough",7
"couldnt help but",33
"couldnt wait to",22
"council and a",3
"count on my",4
"count the number",6
"counted in the",5
"countries in the",8
"country and the",7
"country for a",4
"country in the",12
"county department of",3
"county jail and",3
"county school board",3
"county school district",4
"county sheriffs office",8
"couple of days",117
"couple of hours",47
"couple of hundred",3
"couple of months",44
"couple of things",11
"couple of times",30
"couple of weeks",128
"couple of years",67
"couple weeks for",3
"coupled with a",3
"course i had",10
"course if you",8
"course is a",6
"course its a",3
"course none of",5
"course of action",8
"course of the",25
"course the first",5
"course there is",8
"course you would",3
"court for the",5
"court of appeals",8
"court with a",3
"cover of the",8
"cover up his",3
"coverage of the",20
"covered in a",5
"cows come home",3
"craft beer in",6
"crashed into the",7
"crawl out of",4
"cream and a",4
"cream cheese frosting",13
"create more jobs",3
"creating their own",3
"credit for the",13
"creeping up on",3
"cross my fingers",3
"crossing a line",3
"crossing the line",4
"crush on a",5
"cry from the",5
"culture and the",4
"cup of coffee",83
"cups of water",9
"currently at the",4
"currently working on",11
"custody of the",4
"cut back on",9
"cut down on",17
"cut into the",5
"cut it out",14
"cut it to",4
"cut off the",18
"cut out for",12
"cuts through the",4
"cutting edge of",7
"dad and i",17
"dad i love",4
"daily life and",3
"damage to the",12
"dancing with the",30
"dark knight rises",10
"data from the",10
"data will be",3
"dates and times",4
"dates for the",5
"daughter in the",3
"day a week",8
"day after a",4
"day after the",15
"day and its",7
"day as i",5
"day at a",29
"day at the",116
"day before the",13
"day before yesterday",4
"day but i",24
"day by day",17
"day he was",6
"day i dont",16
"day i have",18
"day i just",8
"day i know",7
"day i think",21
"day i was",31
"day if you",34
"day in a",22
"day in and",14
"day in may",3
"day in the",115
"day is this",6
"day of a",10
"day of prayer",7
"day of reckoning",3
"day of the",191
"day on saturday",5
"day on the",39
"day one and",4
"day one of",14
"day or two",26
"day so we",9
"day this year",4
"day to day",30
"day to make",12
"day to the",26
"day trip to",10
"day was a",11
"day was just",4
"day was the",3
"day what a",14
"day when i",34
"day when the",10
"day will be",16
"days a week",41
"days a year",4
"days after he",3
"days before the",16
"days for a",5
"days for me",7
"days from the",5
"days in a",30
"days in between",3
"days in the",27
"days of my",16
"days of the",32
"days on the",8
"days until the",29
"days until we",6
"days will be",7
"dead in the",8
"dead man walking",3
"deadline for the",5
"deal on a",3
"deal with a",20
"deal with an",3
"deal with and",4
"deal with it",40
"deal with people",4
"deal with that",20
"deal with the",69
"deal with their",4
"dealing with a",12
"dealing with the",35
"dealing with them",3
"dealt with the",11
"death in a",6
"death in the",16
"death of a",14
"death of his",11
"death of osama",3
"death of the",10
"debut of the",4
"decade or so",5
"decide how to",4
"decide on a",4
"decide on the",7
"decide what to",17
"decide whether to",9
"decided it was",21
"decided not to",41
"decided on a",15
"decided to be",9
"decided to check",5
"decided to do",42
"decided to give",23
"decided to go",61
"decided to have",17
"decided to help",3
"decided to move",4
"decided to put",9
"decided to spend",4
"decided to stay",13
"deciding whether or",3
"decision on the",5
"decision to go",10
"decisions were made",3
"declaration of independence",9
"declared war on",5
"dedicated to the",14
"deep breath and",16
"deep into the",15
"deep respect for",3
"defense of the",4
"definitely a huge",3
"definitely going to",29
"definitely need to",16
"definitely one of",19
"definitely want to",10
"degree to which",4
"degrees with a",4
"denver for the",6
"department of education",7
"department of health",10
"department of justice",10
"department of labor",7
"department of public",9
"depend on how",4
"depend on the",15
"depend on what",3
"depending on the",55
"depending on where",11
"depending on whether",6
"depending on which",5
"depending on your",19
"depends on how",20
"depends on the",53
"depends on your",11
"depth of the",7
"deputy director of",4
"describe themselves as",5
"described as a",21
"described as being",3
"describes them as",3
"description of the",20
"description of what",4
"descriptions of the",8
"deserve to have",5
"deserve what they",3
"deserves to be",16
"designed to make",8
"desire to follow",3
"desire to have",5
"desire to make",7
"desperate need of",17
"desperate to get",7
"despite a few",4
"despite the fact",36
"destroyed by the",3
"details of a",3
"details of the",24
"details on how",10
"details to come",19
"determined not to",8
"detrimental to the",7
"detroit free press",3
"developed into a",5
"development for the",3
"diamond in the",6
"did a good",23
"did a great",44
"did all of",10
"did an awesome",8
"did and now",4
"did for me",7
"did i do",46
"did i mention",68
"did i tell",21
"did in the",20
"did it go",16
"did it in",12
"did it so",9
"did last year",10
"did not agree",6
"did not appear",4
"did not ask",4
"did not attend",4
"did not believe",5
"did not come",12
"did not even",16
"did not go",19
"did not have",62
"did not help",5
"did not intend",3
"did not know",57
"did not live",4
"did not make",23
"did not need",7
"did not realize",11
"did not say",6
"did not see",21
"did not tell",4
"did not think",16
"did not want",56
"did not work",9
"did on the",8
"did or didnt",3
"did say that",4
"did so with",4
"did such a",8
"did this happen",12
"did this to",5
"did what they",5
"did what we",5
"did you become",7
"did you choose",5
"did you ever",47
"did you just",21
"did you know",284
"didnt agree with",4
"didnt do it",18
"didnt even have",23
"didnt even know",69
"didnt even make",7
"didnt get it",21
"didnt get the",29
"didnt have a",59
"didnt have an",5
"didnt have any",35
"didnt have many",5
"didnt have the",35
"didnt have this",3
"didnt have to",88
"didnt know how",17
"didnt know if",13
"didnt know it",18
"didnt know she",6
"didnt know the",17
"didnt know what",45
"didnt know where",10
"didnt make a",10
"didnt need it",4
"didnt need to",26
"didnt realize until",4
"didnt say that",7
"didnt seem to",23
"didnt take long",10
"didnt think it",18
"didnt think the",9
"didnt think there",3
"didnt try to",6
"didnt want him",5
"didnt want it",10
"didnt want to",186
"didnt work out",12
"die every day",3
"died after a",3
"died as a",5
"died at the",14
"died in a",16
"died in afghanistan",3
"died in the",17
"died of a",13
"died on the",4
"diet and exercise",13
"difference between the",23
"difference in the",18
"differences in the",7
"different forms of",5
"different from a",4
"different from the",33
"different from what",7
"different kind of",15
"different kinds of",13
"different things in",5
"different type of",6
"different ways of",3
"difficult for him",3
"difficult for us",4
"difficult to get",16
"difficult to think",3
"dining room table",16
"dinner and a",19
"dinner and the",6
"dinner in the",5
"direct contact with",4
"direction of the",11
"directly to the",18
"director for the",9
"director of a",6
"director of the",49
"directors for the",3
"directors in the",3
"disappeared in the",5
"disappointed with the",9
"disconnected from the",3
"discovered that the",17
"discussion of the",10
"dishes from the",4
"display at the",4
"dispose of the",3
"distance from the",13
"distinguish between the",3
"division of the",6
"do a better",10
"do a good",16
"do a great",15
"do a lot",39
"do about it",15
"do all day",5
"do all of",13
"do all we",5
"do and how",5
"do and i",21
"do and they",7
"do any of",30
"do anything about",15
"do anything you",6
"do because they",4
"do everything i",5
"do everything in",8
"do everything to",5
"do exactly what",6
"do for an",3
"do for the",23
"do for their",5
"do get a",9
"do have a",59
"do hope it",3
"do i believe",7
"do i love",18
"do i see",5
"do i sign",8
"do if he",5
"do if we",4
"do if you",25
"do in our",5
"do is give",5
"do is just",6
"do it again",87
"do it all",54
"do it alone",5
"do it as",11
"do it because",7
"do it but",19
"do it for",83
"do it has",5
"do it i",46
"do it ill",6
"do it its",12
"do it myself",7
"do it right",22
"do it that",5
"do it was",6
"do it with",32
"do it yourself",10
"do just that",20
"do make it",7
"do more than",24
"do most of",8
"do much more",5
"do my best",38
"do my job",6
"do need to",23
"do not believe",24
"do not cover",3
"do not have",127
"do not need",33
"do not try",7
"do not use",21
"do not want",64
"do not worry",8
"do our part",5
"do so for",9
"do so many",15
"do some shopping",10
"do something about",27
"do something else",13
"do something for",11
"do something nice",4
"do something thats",3
"do that but",15
"do that for",15
"do that i",30
"do that in",8
"do that it",3
"do that the",6
"do that we",4
"do the best",25
"do the research",5
"do the right",28
"do the same",173
"do the trick",15
"do the work",14
"do their job",5
"do they really",8
"do things that",5
"do things the",4
"do think that",8
"do think the",4
"do this and",15
"do this in",18
"do this to",18
"do to get",40
"do to make",22
"do to the",10
"do want to",19
"do we make",4
"do we need",33
"do we really",22
"do we think",6
"do well with",6
"do what it",8
"do what the",6
"do what they",21
"do what you",70
"do when i",13
"do with a",35
"do with it",63
"do with me",6
"do with my",40
"do with our",6
"do with that",19
"do with the",95
"do with them",18
"do with what",8
"do with you",8
"do with your",19
"do without a",5
"do without him",6
"do you do",106
"do you ever",62
"do you expect",14
"do you feel",60
"do you get",87
"do you have",504
"do you keep",26
"do you know",318
"do you miss",7
"do you need",78
"do you really",33
"do you remember",44
"do you see",45
"do you think",567
"do you want",205
"do your homework",7
"does a great",11
"does a lot",8
"does have a",21
"does he have",6
"does it all",7
"does it mean",33
"does it really",8
"does it take",40
"does not apply",5
"does not come",15
"does not even",6
"does not get",13
"does not give",9
"does not have",54
"does not include",11
"does not know",21
"does not matter",13
"does not mean",47
"does not see",6
"does that mean",94
"does the job",4
"does this mean",32
"doesnt bother me",9
"doesnt care if",4
"doesnt come from",4
"doesnt feel like",16
"doesnt feel right",10
"doesnt get to",5
"doesnt go to",6
"doesnt have a",56
"doesnt have an",9
"doesnt have enough",7
"doesnt have much",6
"doesnt have the",30
"doesnt have to",47
"doesnt help that",9
"doesnt hurt that",3
"doesnt know how",15
"doesnt know what",15
"doesnt look like",26
"doesnt make it",27
"doesnt mean the",9
"doesnt mean you",41
"doesnt need to",20
"doesnt seem to",38
"doesnt want to",60
"doesnt work as",3
"dog has been",4
"doing a full",4
"doing a good",16
"doing a great",24
"doing all this",4
"doing an interview",5
"doing and what",4
"doing business with",6
"doing exactly what",5
"doing his best",5
"doing in the",12
"doing it for",20
"doing it with",8
"doing right now",21
"doing so well",12
"doing the same",47
"doing the things",5
"doing these days",5
"doing this for",11
"doing very well",12
"doing what he",5
"doing what you",24
"dolled up and",4
"donations can be",5
"done a good",4
"done a great",8
"done a lot",13
"done and this",4
"done as a",4
"done at the",8
"done but i",12
"done by a",6
"done by the",13
"done everything in",3
"done for the",34
"done for them",6
"done if you",3
"done in the",35
"done more for",4
"done more to",4
"done on the",12
"done right now",4
"done with the",45
"dont be afraid",43
"dont believe it",9
"dont care what",43
"dont come back",7
"dont do the",14
"dont even know",146
"dont even think",15
"dont feel like",85
"dont forget the",61
"dont forget to",292
"dont get a",16
"dont get me",79
"dont get to",29
"dont give me",11
"dont have a",240
"dont have any",82
"dont have anything",25
"dont have much",26
"dont have that",24
"dont have the",102
"dont have to",342
"dont know about",88
"dont know but",29
"dont know how",206
"dont know i",35
"dont know if",193
"dont know too",4
"dont know what",354
"dont know whether",19
"dont know who",51
"dont know why",120
"dont like em",3
"dont like it",63
"dont like the",50
"dont like to",34
"dont like what",7
"dont listen to",25
"dont mean a",4
"dont mind being",3
"dont need a",37
"dont need no",18
"dont pay for",3
"dont pick up",5
"dont really know",27
"dont remember who",5
"dont see any",13
"dont see anything",8
"dont see how",20
"dont see that",7
"dont see why",11
"dont seem to",32
"dont stop believin",4
"dont sweat it",4
"dont talk much",8
"dont tell anyone",13
"dont tell me",57
"dont tell the",6
"dont tell them",5
"dont think a",8
"dont think anyone",17
"dont think anything",4
"dont think i",131
"dont think its",42
"dont think ive",45
"dont think that",38
"dont think thats",15
"dont think there",13
"dont think they",24
"dont think theyll",7
"dont think theyre",4
"dont think this",17
"dont think we",15
"dont trust the",5
"dont want my",20
"dont want people",10
"dont want the",20
"dont want them",16
"dont want to",590
"dont waste your",9
"door of the",10
"door on the",7
"door to the",18
"doors down from",5
"doubt that the",6
"down a hallway",3
"down and get",16
"down and the",8
"down for a",30
