"item","Frequency"
"campus in",11
"can access",19
"can accurately",5
"can act",15
"can actually",75
"can add",76
"can affect",13
"can afford",43
"can agree",11
"can almost",22
"can also",202
"can always",127
"can and",82
"can apply",18
"can as",7
"can ask",30
"can bake",7
"can be",1932
"can become",42
"can begin",13
"can bet",13
"can blow",11
"can both",7
"can bring",75
"can buy",109
"can call",64
"can carry",21
"can cause",47
"can change",91
"can check",57
"can choose",60
"can clean",9
"can clearly",6
"can come",157
"can compete",5
"can connect",12
"can contribute",7
"can convert",5
"can copy",3
"can cost",5
"can create",39
"can cross",12
"can deal",17
"can decide",12
"can deliver",8
"can design",8
"can develop",9
"can direct",5
"can display",4
"can do",855
"can doesnt",4
"can double",6
"can download",21
"can draw",8
"can drop",8
"can earn",10
"can easily",68
"can eat",84
"can end",13
"can endure",4
"can enjoy",42
"can entertain",4
"can establish",5
"can even",62
"can expect",20
"can explain",15
"can fall",14
"can figure",27
"can fill",19
"can finally",42
"can find",280
"can fix",23
"can focus",15
"can follow",59
"can for",13
"can force",6
"can fully",7
"can get",755
"can give",113
"can go",287
"can guide",5
"can happen",51
"can have",246
"can he",33
"can hear",112
"can help",381
"can hit",25
"can hold",36
"can honestly",16
"can i",919
"can identify",10
"can imagine",62
"can improve",24
"can in",15
"can inspire",4
"can it",62
"can judge",7
"can keep",91
"can lead",42
"can learn",55
"can let",19
"can link",6
"can lose",16
"can lower",5
"can make",500
"can move",40
"can never",178
"can no",32
"can now",91
"can of",48
"can offer",25
"can often",17
"can on",4
"can only",290
"can or",19
"can paint",4
"can pass",13
"can pay",28
"can picture",6
"can prevent",8
"can probably",30
"can prove",15
"can provide",39
"can push",11
"can put",91
"can raise",9
"can reach",29
"can really",57
"can relax",12
"can respond",12
"can safely",12
"can save",44
"can say",198
"can search",9
"can see",656
"can send",59
"can serve",14
"can she",11
"can show",31
"can shut",12
"can simply",10
"can sit",22
"can snag",3
"can speak",10
"can spread",6
"can stand",29
"can start",64
"can stay",38
"can still",193
"can stop",43
"can succeed",4
"can take",250
"can talk",70
"can tell",230
"can the",53
"can then",14
"can there",10
"can throw",21
"can to",57
"can tolerate",6
"can try",34
"can turn",39
"can understand",38
"can use",211
"can visit",22
"can wake",7
"can walk",31
"can we",422
"can win",58
"can work",86
"can write",38
"can you",1127
"canada in",4
"canada to",4
"cancel it",4
"cancel the",9
"canceled the",3
"cancer and",25
"cancer at",4
"cancer awareness",13
"cancer by",4
"cancer he",5
"cancer i",8
"cancer in",14
"cancer patients",8
"cancer society",11
"cancer survivor",13
"cancer this",4
"cancer was",4
"candidate and",7
"candidate at",4
"candidate for",25
"candidate is",8
"candidate or",3
"candidate to",9
"candidate who",10
"candidates and",6
"candidates are",8
"candidates for",11
"candidates in",9
"candidates were",4
"candidates who",6
"candles and",17
"candles at",3
"candy and",23
"candy land",3
"cannot afford",16
"cannot be",154
"cannot do",24
"cannot let",4
"cannot make",16
"cannot move",3
"cannot not",6
"cannot participate",4
"cannot say",13
"cannot teach",4
"cans and",10
"cans for",4
"cant accomplish",4
"cant afford",69
"cant be",321
"cant believe",493
"cant come",49
"cant continue",5
"cant count",6
"cant do",175
"cant drink",13
"cant even",207
"cant expect",14
"cant figure",44
"cant find",189
"cant fully",4
"cant get",334
"cant go",136
"cant grasp",5
"cant handle",63
"cant happen",7
"cant have",103
"cant help",161
"cant i",89
"cant ignore",5
"cant imagine",73
"cant live",21
"cant make",123
"cant monitor",3
"cant pass",6
"cant pay",20
"cant pull",7
"cant recommend",3
"cant remember",103
"cant run",13
"cant say",108
"cant sell",9
"cant stand",140
"cant stay",24
"cant take",115
"cant talk",27
"cant tell",104
"cant think",70
"cant turn",8
"cant use",24
"cant wait",2723
"cap and",26
"cap on",17
"cap the",5
"capabilities and",4
"capabilities in",3
"capability of",7
"capable of",103
"capacity for",9
"capacity of",12
"capacity to",24
"cape canaveral",5
"cape cod",16
"cape may",7
"capital and",9
"capital city",12
"capital for",5
"capital in",4
"capital markets",5
"capital of",21
"capital to",6
"capitalize on",9
"capitol and",8
"capitol hill",19
"capri pants",3
"caps and",10
"captain america",28
"captain and",5
"captain of",8
"captain ryan",3
"capture the",31
"captured and",7
"captured by",8
"captured in",5
"captured on",7
"captured the",16
"car a",6
"car accident",26
"car accidents",4
"car and",154
"car bomb",5
"car can",3
"car crash",16
"car dealership",6
"car door",10
"car for",31
"car from",11
"car had",9
"car he",14
"car i",45
"car in",55
"car is",46
"car rental",6
"car she",6
"car show",7
"car that",21
"car the",21
"car to",44
"car traffic",3
"car was",22
"car wash",29
"car while",15
"car with",42
"car you",6
"caramel apple",5
"carbon monoxide",7
"card if",8
"card in",46
"card the",22
"card to",62
"card you",10
"cardboard box",10
"cardiac arrest",6
"cardinals and",10
"cards and",71
"cards are",25
"cards as",10
"cards from",14
"cards in",29
"care a",13
"care about",264
"care act",8
"care and",72
"care at",10
"care costs",5
"care for",94
"care if",78
"care in",17
"care is",13
"care law",8
"care may",3
"care not",8
"care of",395
"care providers",3
"care reform",5
"care she",5
"care so",11
"care they",7
"care to",85
"care what",55
"care with",5
"cared for",24
"cared to",5
"career and",33
"career as",18
"career at",9
"career but",9
"career for",3
"career has",5
"career i",12
"career in",43
"career is",10
"career it",3
"career of",11
"career on",5
"career that",6
"career the",5
"career with",11
"careers and",8
"careers in",7
"careers of",3
"careful not",29
"careful to",18
"careful with",24
"cares about",45
"cares for",9
"cares if",17
"cares what",14
"caribbean cruise",3
"caring for",24
"carl jung",3
"carlos and",3
"carolina and",19
"carolina with",3
"carpet cleaning",4
"carr a",3
"carried a",6
"carried by",5
"carried in",7
"carried it",5
"carried on",13
"carried out",39
"carried the",10
"carrot and",12
"carrot cake",17
"carrots and",23
"carrots in",9
"carrots or",4
"carry a",53
"carry more",5
"carry on",68
"carry out",27
"carry over",3
"carry the",40
"carrying a",31
"carrying his",4
"carrying on",10
"carrying the",15
"cars and",43
"cars are",13
"cars but",5
"cars for",6
"cars in",20
"cars like",4
"cars on",14
"cars out",5
"cars were",8
"carter is",8
"cartons of",3
"cartoons and",4
"carve out",12
"case a",16
"case against",6
"case and",37
"case at",14
"case because",9
"case but",15
"case for",49
"case from",5
"case has",6
"case he",13
"case i",84
"case if",4
"case in",47
"case is",29
"case may",8
"case of",176
"case on",10
"case one",6
"case or",5
"case scenario",11
"case that",28
"case the",57
"case they",16
"case this",8
"case though",3
"case was",17
"case when",7
"case which",11
"case will",7
"case with",25
"case without",5
"case you",111
"cases and",14
"cases are",9
"cases in",9
"cases like",4
"cases of",34
"cases they",4
"cash for",18
"cash in",22
"cash on",13
"cash or",8
"cash prize",9
"cash register",6
"cash to",14
"casino in",6
"casserole dish",4
"cast as",5
"cast by",4
"cast of",44
"cast the",8
"cast this",3
"cast to",3
"cast were",4
"casting a",6
"casting for",14
"castle in",6
"catch a",75
"catch all",9
"catch and",6
"catch her",12
"catch his",4
"catch my",16
"catch our",7
"catch phrase",7
"catch the",72
"catcher in",6
"catches the",13
"catching fire",13
"catching the",19
"category of",20
"cater to",16
"catholic church",33
"catholic school",11
"catholics in",3
"cats and",35
"cats had",3
"cats will",4
"caught a",40
"caught and",6
"caught in",49
"caught it",10
"caught on",25
"caught the",44
"caught up",147
"cauliflower puree",3
"cause a",36
"cause and",19
"cause for",30
"cause he",43
"cause of",107
"cause some",7
"cause such",3
"cause the",47
"cause to",15
"cause was",4
"cause you",93
"caused a",27
"caused by",73
"caused the",30
"causes in",5
"causes of",12
"causing it",4
"causing me",11
"causing some",4
"cautionary tale",4
"cautiously optimistic",7
"caved in",10
"cavs are",4
"cayenne pepper",8
"cd release",30
"ceased to",10
"cedar point",10
"ceiling and",10
"ceiling of",3
"celebrate the",76
"celebrates its",7
"celebrates the",15
"celebrating her",9
"celebrating the",45
"celebration for",8
"celebration of",68
"celebrations of",5
"celebrities and",8
"cell phone",146
"cell phones",63
"cellphone and",4
"cells are",10
"cells in",7
"center a",8
"center and",58
"center at",20
"center but",5
"center field",5
"center for",84
"center from",3
"center has",11
"center i",11
"center in",74
"center it",5
"center of",134
"center on",20
"center that",8
"center the",15
"center this",5
"center to",21
"center today",9
"center was",5
"center where",5
"center which",7
"center will",10
"center with",17
"centered around",6
"centered in",3
"centered on",8
"centers for",13
"central america",6
"central and",9
"central ave",6
"central park",33
"cents a",12
"cents for",8
"cents per",15
"centuries and",5
"century ago",6
"century and",29
"century with",4
"ceo and",7
"ceo of",54
"cereal is",3
"cerebral palsy",4
"ceremony and",11
"ceremony at",7
"ceremony for",9
"ceremony the",7
"certain extent",4
"certain issues",4
"certain sections",3
"certain things",22
"certain to",12
"certain way",17
"certainly didnt",4
"certainly does",11
"certainly doesnt",13
"certainly going",4
"certainly has",11
"certainly hasnt",3
"certainly hope",10
"certainly one",6
"certainly seems",4
"certainly something",3
"certainly the",22
"certainly use",4
"certainly wasnt",13
"certainly wouldnt",8
"certainty about",3
"certificate to",21
"certificates to",5
"certified by",3
"chain is",7
"chain of",14
"chains and",9
"chair and",46
"chair of",24
"chair to",8
"chairman of",32
"chairs and",15
"chairs in",6
"chairs were",3
"challenge and",74
"challenge but",9
"challenge each",4
"challenge for",45
"challenge in",14
"challenge is",75
"challenge of",31
"challenge the",27
"challenge to",41
"challenge with",17
"challenged by",4
"challenged the",8
"challenges and",19
"challenges are",6
"challenges of",13
"challenges that",11
"challenges to",13
"challenging and",7
"challenging to",9
"chamber of",17
"champagne in",5
"champion and",6
"champion in",10
"champion of",6
"champions league",18
"champions of",9
"championship and",7
"championship game",29
"championship games",4
"championship match",5
"championship season",3
"championship this",9
"championships and",7
"championships in",9
"chance and",19
"chance at",39
"chance for",36
"chance i",29
"chance if",11
"chance in",19
"chance it",12
"chance of",134
"chance on",11
"chance that",30
"chance to",734
"chance when",7
"chancellor of",4
"chances and",12
"chances for",14
"chances of",59
"chances to",33
"change a",43
"change and",79
"change anything",22
"change are",4
"change as",8
"change at",14
"change but",25
"change for",51
"change has",10
"change if",9
"change in",96
"change is",59
"change it",80
"change its",11
"change of",70
"change over",8
"change that",56
"change the",244
"change their",44
"change they",5
"change things",15
"change to",34
"change was",9
"change with",13
"change you",30
"change your",166
"changed for",12
"changed from",13
"changed her",13
"changed in",17
"changed its",9
"changed my",117
"changed that",10
"changed the",80
"changed their",19
"changed them",5
"changed with",11
"changes and",25
"changes are",16
"changes at",4
"changes in",60
"changes it",7
"changes of",11
"changes that",16
"changes the",28
"changes to",54
"changing his",10
"changing its",6
"changing the",58
"channel and",17
"channel in",7
"channel of",3
"channel on",12
"channels and",7
"chapel hill",11
"chapter for",5
"chapter has",3
"chapter of",38
"chapter on",12
"chapters in",15
"chapters to",7
"character and",42
"character in",48
"character of",30
"character study",4
"character the",8
"character was",4
"characteristics of",16
"characters and",44
"characters are",32
"characters in",31
"characters that",17
"characters they",5
"charge a",6
"charge and",16
"charge at",7
"charge in",9
"charge of",87
"charge on",8
"charge the",7
"charged and",5
"charged in",10
"charged with",85
"charges against",15
"charges for",12
"charges in",3
"charges of",25
"charities and",6
"charities that",4
"charity auction",3
"charity or",3
"charles and",12
"charlotte and",7
"charlotte nc",20
"charm and",15
"charm city",8
"charmed life",8
"charming but",4
"charter schools",18
"chase bank",7
"chase that",3
"chase the",13
"chasing a",10
"chasing down",3
"chat rooms",4
"chat with",104
"chats with",7
"chatting and",8
"chatting with",43
"cheap and",23
"cheaper and",8
"cheaper to",6
"cheating at",4
"check and",32
"check for",43
"check from",7
"check if",10
"check in",87
"check on",58
"check out",1568
"check the",141
"check their",14
"check this",43
"check to",14
"check with",24
"checked into",15
"checked it",22
"checked out",115
"checked the",39
"checked to",5
"checked with",5
"checking account",6
"checking and",7
"checking back",8
"checking into",5
"checking on",19
"checking out",144
"checking the",26
"checkout line",6
"checks on",5
"cheering for",35
"cheers and",9
"cheers for",15
"cheese and",102
"cheese frosting",13
"cheese in",17
"cheese is",24
"cheese on",29
"chef who",3
"chefs in",5
"chemicals and",5
"chemistry and",6
"cherish the",10
"cherries and",10
"cherries are",3
"chest and",21
"chest to",3
"chest with",4
"chew on",10
"chewing and",5
"chicago and",27
"chicago bears",15
"chicago but",10
"chicago has",7
"chicago in",22
"chicago is",30
"chicago suntimes",11
"chicago the",12
"chicago tribune",19
"chick is",14
"chicken a",8
"chicken and",87
"chicken broth",20
"chicken fingers",8
"chicken in",23
"chicken is",23
"chicken or",22
"chicken soup",29
"chicken with",26
"chickens in",9
"chief executive",23
"chief justice",7
"chief of",28
"chiefs and",6
"child a",12
"child abuse",32
"child and",70
"child but",8
"child care",11
"child endangerment",5
"child in",41
"child into",8
"child is",64
"child its",5
"child left",3
"child needs",6
"child pornography",6
"child sex",4
"child that",17
"child to",37
"child was",23
"child who",33
"child with",33
"childhood that",4
"children and",163
"children are",86
"children as",18
"children but",13
"children cannot",4
"children from",22
"children get",5
"children have",34
"children he",7
"children his",4
"children how",6
"children in",81
"children is",23
"children now",3
"children of",64
"children on",17
"children they",9
"children this",9
"children to",96
"children under",9
"children we",14
"children were",33
"children who",60
"children will",12
"children with",50
"children would",10
"childrens hospital",20
"childrens museum",9
"childrens section",4
"childrens services",4
"chiles on",3
"chill at",8
"chill it",3
"chiming in",3
"china and",33
"china as",8
"china has",7
"china in",7
"china is",16
"china or",7
"china to",5
"chinese and",7
"chip away",5
"chips in",5
"chocolate and",60
"chocolate or",11
"chocolate sauce",7
"chocolate with",8
"choice award",8
"choice but",39
"choice it",5
"choice of",108
"choice to",37
"choice what",5
"choices and",19
"choices for",10
"choices that",13
"choir and",7
"choir director",3
"choose a",63
"choose between",18
"choose from",63
"choose how",7
"choose one",23
"choose the",68
"choose their",8
"choose to",165
"choosing to",27
"choreography is",3
"chose a",28
"chose him",3
"chose not",15
"chose the",41
"chose to",100
"chosen at",5
"chosen for",17
"chosen from",7
"chosen the",14
"chosen to",55
"chris and",25
"chris christie",11
"chris hemsworth",4
"chris paul",18
"christie is",4
"christmas and",74
"christmas eve",78
"christmas here",3
"christmas morning",13
"christmas party",19
"christmas presents",11
"christmas show",4
"christmas the",9
"christmas tree",50
"christmas trees",10
"christmas we",15
"christopher columbus",8
"chronic fatigue",8
"chronic pain",8
"chunk of",31
"chunks of",26
"church and",65
"church as",10
"church at",13
"church but",5
"church has",14
"church in",48
"church is",26
"church of",30
"church on",16
"church said",3
"church should",4
"church that",8
"church to",25
"church was",23
"church with",20
"church would",4
"churches are",7
"cigarettes and",14
"cinch to",3
"cincinnati bengals",4
"cincinnati is",5
"cinco de",164
"circle of",33
"circle the",7
"circuit court",12
"circuit judge",5
"circumstances it",4
"circumstances that",8
"cited by",4
"cited for",7
"cities across",4
"cities and",26
"cities for",8
"cities of",8
"cities throughout",4
"cities to",5
"cities where",3
"citing the",5
"citizens and",6
"citizens from",5
"citizens in",9
"citizens of",24
"citizens to",11
"citizenship for",4
"citizenship to",3
"city a",9
"city and",87
"city as",10
"city at",17
"city attorney",4
"city be",3
"city bus",5
"city but",15
"city can",6
"city council",82
"city did",5
"city for",38
"city from",7
"city hall",48
"city has",23
"city have",8
"city he",8
"city in",63
"city is",61
"city it",8
"city los",3
"city manager",6
"city missouri",6
"city nj",9
"city not",9
"city of",155
"city on",26
"city or",13
"city park",10
"city police",10
"city school",4
"city should",7
"city streets",6
"city that",22
"city the",22
"city there",3
"city this",14
"city to",40
"city today",9
"city walk",4
"city was",16
"city we",21
"city where",21
"city while",4
"city will",17
"city with",26
"civic association",3
"civil and",8
"civil liberties",13
"civil rights",60
"civil society",12
"civil war",81
"civilians and",4
"claim that",51
"claim the",12
"claim they",9
"claim to",44
"claimed it",5
"claimed that",27
"claimed the",10
"claiming that",17
"claiming to",16
"claims about",7
"claims for",5
"claims he",15
"claims that",19
"claims the",11
"claims to",17
"claire danes",5
"clarify what",3
"clark was",5
"clash of",12
"class a",15
"class action",8
"class and",106
"class at",63
"class for",35
"class id",3
"class in",53
"class is",77
"class of",88
"class on",41
"class so",22
"class that",26
"class to",38
"class was",33
"class when",10
"class with",42
"classes and",32
"classes at",19
"classes for",28
"classes in",20
"classes that",8
"classes the",7
"classes to",13
"classes would",4
"classic and",15
"classic in",6
"classical and",5
"classical music",17
"classics and",5
"classified as",16
"classroom for",6
"classroom i",8
"classroom is",4
"claus the",3
"clay and",16
"clean and",70
"clean drinking",4
"clean energy",7
"clean the",43
"clean them",10
"clean up",96
"clean water",17
"cleaning the",31
"cleaning up",44
"cleanup and",5
"clear and",46
"clear as",14
"clear he",4
"clear message",7
"clear of",16
"clear on",9
"clear out",12
"clear plastic",7
"clear sky",3
"clear that",88
"clear the",29
"clear they",4
"clear to",24
"clear up",18
"clear what",7
"cleared the",10
"cleared to",8
"clearly a",22
"clearly didnt",5
"clearly see",5
"clearly shows",3
"clearly the",26
"clearly thought",3
"clearly wasnt",5
"clerk of",4
"cleveland and",9
"cleveland area",3
"cleveland browns",6
"cleveland indians",13
"cleveland is",7
"cliche but",5
"click and",11
"click here",76
"click on",140
"click to",9
"client in",11
"client is",14
"client that",4
"client was",6
"clients are",8
"clients as",4
"clients with",8
"climate change",40
"climate where",3
"climbing the",8
"climbing up",7
"cling to",20
"clinging to",14
"clinic in",9
"clinics and",3
"clips and",5
"clips from",5
"clips of",9
"clive davis",4
"close a",12
"close and",40
"close as",23
"close at",25
"close attention",10
"close by",28
"close call",4
"close down",6
"close friends",23
"close it",21
"close its",6
"close out",20
"close that",10
"close the",57
"close this",22
"close to",546
"close while",3
"close with",13
"close your",53
"closed all",4
"closed at",8
"closed doors",11
"closed down",7
"closed for",21
"closed last",4
"closed my",17
"closed on",34
"closed or",5
"closed out",8
"closed the",35
"closed to",13
"closer and",23
"closer than",19
"closer to",218
"closest to",25
"closet and",23
"closing down",5
"closing in",11
"closing its",3
"closing on",6
"closing some",3
"closing the",21
"closure of",8
"closure on",4
"closure to",4
"clothes and",71
"clothes at",11
"clothes for",18
"clothes make",3
"clothes so",5
"clothes that",24
"clothes were",5
"clothing and",18
"clothing at",4
"clothing drive",5
"clothing for",9
"clothing is",10
"cloud computing",25
"cloud nine",5
"cloud of",17
"cloud that",4
"clouds and",20
"clouds of",10
"club a",8
"club and",39
"club from",3
"club has",4
"club in",57
"club is",32
"club last",4
"club members",6
"club of",11
"club on",18
"club when",5
"club with",20
"clubs are",4
"clubs in",10
"clue i",9
"clue where",5
"cluster of",11
"co in",9
"co is",5
"co that",4
"co will",6
"coach after",3
"coach and",27
"coach at",8
"coach for",6
"coach i",8
"coach in",14
"coach of",25
"coach to",6
"coach who",7
"coaches and",17
"coaches are",7
"coaches who",7
"coaching and",5
"coaching staff",12
"coalition is",5
"coalition of",13
"coast and",19
"coast for",10
"coast in",8
"coast of",24
"coast to",22
"coating it",3
"coats and",16
"cobb and",3
"cocaine and",8
"cocktail hour",7
"cocktail is",5
"cocktail shakers",3
"cocktails and",18
"coconut milk",35
"code and",20
"code for",40
"code in",10
"code of",13
"code that",5
"codes in",4
"coffee a",9
"coffee and",144
"coffee can",5
"coffee in",38
"coffee or",30
"coffee shops",17
"coffee table",24
"coffee the",13
"coffee to",21
"cofounder of",9
"coincide with",8
"coined the",3
"cold and",104
"cold but",26
"cold case",4
"cold cuts",4
"cold hard",7
"cold i",21
"cold war",12
"cold water",35
"cold weather",45
"cold wet",5
"collaborate and",5
"collaborate on",8
"collaboration between",9
"collapse in",7
"collapse of",11
"collapsed in",4
"colleague and",5
"colleagues who",8
"collect a",5
"collect and",6
"collect money",3
"collect the",11
"collected in",6
"collecting a",5
"collecting dust",6
"collection and",24
"collection is",15
"collection of",137
"collection to",7
"collection which",6
"collective bargaining",13
"college and",58
"college but",11
"college campuses",6
"college career",8
"college classes",7
"college experience",6
"college football",50
"college graduates",10
"college i",25
"college in",34
"college kids",15
"college no",4
"college of",27
"college on",5
"college student",23
"college students",39
"college to",6
"college town",5
"college university",4
"college was",8
"college where",5
"colleges and",14
"colleges have",4
"collins at",4
"collins is",8
"collision of",3
"color a",4
"color and",86
"color as",11
"color for",15
"color from",8
"color in",22
"color is",38
"color of",46
"color on",10
"color scheme",23
"color that",24
"color the",19
"colorado and",9
"colorado is",10
"colorado springs",20
"colors patterns",3
"colts are",6
"columbia university",6
"columbus and",6
"columbus ohio",18
"column for",6
"columns and",4
"combat boots",4
"combination for",6
"combination of",138
"combine into",4
"combine the",46
"combined with",57
"combo sandwich",3
"come after",15
"come again",13
"come alive",21
"come all",22
"come along",36
"come and",225
"come as",35
"come at",33
"come away",9
"come back",529
"come because",5
"come but",17
"come by",170
"come close",18
"come down",119
"come easy",8
"come for",46
"come from",231
"come here",51
"come home",135
"come in",390
"come inside",3
"come into",64
"come near",5
"come off",18
"come on",664
"come one",15
"come out",483
"come see",191
"come soon",44
"come the",41
"come this",19
"come through",44
"come to",1091
"come together",57
"come too",19
"come true",178
"come up",348
"come when",22
"come with",122
"come within",3
"comeback to",5
"comedy about",3
"comedy central",15
"comedy has",3
"comedy in",8
"comedy special",4
"comes a",23
"comes across",13
"comes after",14
"comes around",14
"comes as",18
"comes at",14
"comes down",42
"comes from",182
"comes in",124
"comes into",32
"comes next",9
"comes one",4
"comes out",168
"comes time",5
"comes to",466
"comes up",67
"comes when",16
"comes with",80
"comfort and",23
"comfort in",16
"comfort to",10
"comfort zone",49
"comfortable and",27
"comfortable at",4
"comfortable he",3
"comfortable in",17
"comfortable with",48
"comfy chairs",5
"comic book",57
"coming and",46
"coming apart",4
"coming as",7
"coming back",184
"coming days",16
"coming down",60
"coming for",38
"coming from",127
"coming home",78
"coming in",167
"coming into",31
"coming months",19
"coming off",22
"coming on",40
"coming out",315
"coming over",43
"coming soon",266
"coming through",32
"coming to",574
"coming together",35
"coming up",405
"coming weeks",13
"coming years",6
"coming you",7
"command a",3
"command of",17
"commander of",6
"commemorate the",10
"commencement address",3
"comment about",28
"comment but",8
"comment from",11
"comment on",154
"comment was",7
"commented that",15
"commenting on",26
"comments about",25
"comments and",43
"comments at",7
"comments but",8
"comments from",19
"comments have",8
"comments he",6
"comments in",9
"comments on",61
"comments that",11
"comments to",21
"comments were",6
"commerce and",12
"commerce in",5
"commercial real",12
"commercials and",7
"commission of",9
"commission on",7
"commission that",5
"commission to",8
"commission will",3
"commissioner of",10
"commissions for",3
"commitment to",67
"committed and",5
"committed by",12
"committed in",8
"committed suicide",12
"committed the",12
"committed to",81
"committee and",10
"committee for",10
"committee hearing",5
"committee in",3
"committee meeting",11
"committee of",9
"committee on",14
"committee that",7
"committee the",3
"committee to",15
"committee was",4
"committee will",7
"committing suicide",6
"common area",4
"common belief",3
"common in",17
"common problems",3
"common sense",53
"common theme",5
"common with",17
"commonly called",4
"communication can",3
"communication skills",6
"communities are",5
"communities for",3
"communities in",11
"communities that",8
"communities to",5
"communities who",3
"community and",72
"community as",7
"community can",4
"community center",21
"community church",5
"community college",40
"community development",10
"community food",4
"community for",14
"community foundation",6
"community garden",4
"community group",5
"community has",11
"community health",5
"community i",9
"community in",25
"community involvement",4
"community is",30
"community of",31
"community or",4
"community service",26
"community that",23
"community the",9
"community there",4
"community through",3
"community today",3
"community was",6
"community where",7
"community will",5
"commute to",7
"commute was",4
"commuter rail",4
"companies and",31
"companies are",34
"companies at",5
"companies can",9
"companies for",6
"companies from",5
"companies have",10
"companies in",16
"companies like",5
"companies must",5
"companies should",7
"companies still",3
"companies that",24
"companies the",7
"companies to",35
"companies were",3
"companies who",15
"companies would",4
"company a",10
"company also",5
"company and",54
"company at",7
"company based",3
"company but",15
"company by",3
"company cofounder",3
"company from",3
"company had",13
"company has",23
"company if",4
"company in",48
"company is",46
"company it",6
"company its",4
"company last",4
"company now",4
"company of",37
"company on",5
"company owner",6
"company started",5
"company still",3
"company that",53
"company the",16
"company this",9
"company to",27
"company was",29
"company which",12
"company will",14
"company with",19
"company would",5
"companys products",3
"compare and",6
"compare to",18
"compare with",8
"compared his",3
"compared to",195
"compared with",28
"compares to",12
"comparing the",9
"comparing them",4
"comparison of",11
"comparison to",23
"comparison with",10
"comparisons to",6
"compassion and",13
"compassion to",4
"compatible with",15
"compensate for",10
"compete against",4
"compete for",12
"compete in",16
"compete on",5
"compete with",35
"competing for",7
"competing in",12
"competition a",4
"competition and",27
"competition at",9
"competition between",4
"competition for",16
"competition from",7
"competition has",3
"competition in",12
"competition is",17
"competition that",4
"competition to",7
"competition with",7
"compiled a",5
"compiling a",6
"complain about",73
"complain that",15
"complained about",16
"complained of",6
"complained that",10
"complained to",5
"complaining about",65
"complaint about",6
"complaint filed",3
"complaint to",4
"complaints about",12
"complaints from",6
"complete and",30
"complete but",4
"complete control",4
"complete strangers",6
"complete the",58
"complete with",58
"completed a",12
"completed by",14
"completed the",24
"completely different",53
"completing the",15
"completion of",17
"complex and",22
"complex but",11
"complex it",4
"complex on",4
"complex was",3
"complexity and",3
"complexity of",9
"compliance with",10
"complicate things",3
"complicated to",6
"complications from",6
"compliments from",3
"comply with",19
"complying with",7
"component of",15
"composed of",18
"comprised of",15
"compromise is",3
"computer and",51
"computer in",15
"computer lab",8
"computer next",3
"computer science",7
"computer systems",4
"computer than",3
"computer that",8
"computer when",4
"computer without",3
"computers and",15
"concede that",6
"concentrate on",53
"concept is",8
"concept that",12
"concept to",8
"concern about",15
"concern and",8
"concern in",6
"concern of",4
"concern over",3
"concern that",12
"concerned about",86
"concerned and",4
"concerned that",26
"concerned with",35
"concerning the",28
"concerns about",25
"concerns that",8
"concerns the",6
"concert at",44
"concert for",13
"concert hall",5
"concert i",18
"concert with",15
"concerts and",8
"concerts in",12
"concerts on",5
"concluded that",19
"concluded the",4
"conclusion of",14
"conclusion the",5
"conclusions about",4
"concrete and",8
"condition at",4
"condition i",7
"condition of",18
"condition that",14
"conditions and",11
"conditions at",3
"conditions for",8
"conditions in",10
"conditions that",10
"conditions to",5
"conditions were",4
"condo but",3
"condo on",4
"conduct a",6
"conduct of",3
"conduct the",7
"conducted a",4
"conducted by",12
"conducting a",5
"cone with",3
"conference and",32
"conference at",24
"conference call",37
"conference center",9
"conference championship",4
"conference in",68
"conference is",18
"conference quarterfinals",3
"conference the",11
"conference this",17
"conference will",4
"conference with",16
"conferences to",5
"confessed to",4
"confidence and",19
"confidence in",40
"confidence is",14
"confidence of",4
"confidence that",8
"confidence to",18
"confident in",28
"confident that",26
"confined to",7
"confines of",10
"confirm the",13
"confirmation that",5
"confirmed that",25
"confirmed the",16
"confirmed to",5
"conflict in",11
"conflict of",10
"conflict over",3
"confluence of",5
"confronted with",16
"confused and",22
"confusing and",9
"confusing to",5
"confusion at",3
"confusion with",5
"congestive heart",4
"congratulate the",7
"congratulations to",189
"congress and",18
"congress has",8
"congress in",6
"congress on",8
"congress to",15
"congress who",4
"congressional black",3
"congressional district",6
"conjunction with",17
"connect in",5
"connect to",31
"connect with",108
"connected to",67
"connected with",26
"connecting the",9
"connecting to",10
"connection and",9
"connection at",3
"connection to",39
"connection with",34
"connections or",3
"connections that",3
"connections with",9
"consensus on",7
"consensus was",5
"consequences for",4
"conservatism is",8
"conservative and",8
"conservative than",4
"consider a",32
"consider it",59
"consider my",9
"consider one",4
"consider the",72
"consider their",6
"consider this",36
"consider using",5
"consider what",9
"consider when",3
"consider yourself",16
"consideration for",7
"consideration the",8
"considered a",45
"considered an",12
"considered by",8
"considered getting",3
"considered is",3
"considered the",28
"considered to",25
"considering a",12
"considering all",6
"considering an",5
"considering he",6
"considering that",33
"considering the",47
"considering whether",3
"considers the",7
"consist of",34
"consisted of",44
"consistent with",26
"consisting of",25
"consists of",63
"consolidation of",3
"conspiracy to",12
"constant and",5
"constantly being",3
"constitutes a",9
"constitution the",3
"constitution to",5
"constitutional amendment",9
"constrained by",5
"construct a",9
"construction costs",4
"construction has",6
"construction in",5
"construction is",9
"construction jobs",4
"construction of",24
"construction on",7
"construction work",3
"construction zone",3
