"item","Frequency"
"going to be looking",4
"going to be on",36
"going to be our",7
"going to be some",8
"going to be the",72
"going to be up",6
"going to be very",11
"going to continue to",7
"going to do is",4
"going to do it",24
"going to do now",3
"going to do the",11
"going to do this",9
"going to do with",21
"going to end up",12
"going to find a",5
"going to focus on",6
"going to go to",15
"going to have a",44
"going to have the",12
"going to have to",134
"going to let it",4
"going to let me",4
"going to let the",3
"going to make this",6
"going to pay for",5
"going to play some",3
"going to put up",4
"going to see a",9
"going to see the",27
"going to take care",4
"going to try to",39
"going to work out",8
"good as it was",4
"good news is that",23
"good things about it",3
"good to be back",24
"got a bunch of",12
"got a little bit",4
"got a lot of",33
"got caught up in",6
"got out of it",4
"got some of my",3
"got the best of",10
"got the chance to",10
"got to find a",3
"great job with the",3
"grew up in a",7
"guess ill have to",18
"guys are going to",12
"guys in front of",3
"had a chance to",62
"had a hard time",21
"had a lot of",64
"had never heard of",17
"had no idea what",29
"had nothing to do",14
"had one of the",11
"had sex with the",3
"had some of the",5
"had the chance to",18
"had the most delicious",4
"had the pleasure of",21
"had to be done",3
"had to deal with",16
"had to do was",17
"had to do with",9
"had to pay for",5
"had to say about",7
"hair is going to",3
"half an hour before",3
"hang out with them",3
"hanging out with friends",7
"happen for a reason",8
"happens all the time",11
"happy to be back",10
"happy to be in",6
"happy to have a",10
"hard for her to",3
"hard it is to",9
"hard to come by",14
"hard to find the",6
"hard to tell if",4
"has a history of",8
"has a list of",4
"has a lot of",37
"has a number of",3
"has a way of",13
"has always been a",15
"has always been an",6
"has always been one",4
"has become one of",8
"has been a great",12
"has been a little",7
"has been a long",21
"has been able to",8
"has been around for",6
"has been dealing with",4
"has been given to",4
"has been in the",17
"has been on a",7
"has been on my",11
"has been one of",15
"has been pleased to",3
"has been removed from",4
"has been shown to",5
"has done a lot",3
"has not been easy",3
"has not been released",3
"has one of the",11
"has resulted in a",3
"has resulted in the",3
"has sold more than",4
"has something to do",14
"has taken over the",4
"has that kind of",3
"has the feel of",3
"has the power to",18
"has the right to",12
"has to be a",24
"has to be one",18
"has to be the",28
"has to do with",33
"has turned into a",6
"have a bad day",5
"have a chance to",48
"have a couple of",21
"have a friend who",16
"have a good chance",3
"have a good time",29
"have a list of",13
"have a long way",10
"have a lot of",121
"have a lot to",37
"have a mind of",3
"have a positive impact",3
"have a right to",13
"have a shot at",7
"have access to the",9
"have all of the",8
"have an opportunity to",5
"have been a lot",6
"have been a part",4
"have been able to",43
"have been asking for",3
"have been created in",3
"have been forced to",4
"have been here a",3
"have been in the",16
"have been killed in",9
"have been looking for",8
"have been out of",10
"have been removed from",4
"have been the last",4
"have been there for",6
"have done a great",3
"have enough money to",9
"have enough time to",7
"have found a way",4
"have fun with it",10
"have learned so much",3
"have much to do",4
"have no doubt that",7
"have no reason to",11
"have not been able",16
"have nothing to lose",7
"have run out of",4
"have shown that the",3
"have some sort of",7
"have something to do",20
"have something to look",5
"have something to say",11
"have that kind of",5
"have the ability to",17
"have the capacity to",4
"have the chance to",17
"have the opportunity to",29
"have the option of",10
"have the option to",6
"have the potential to",7
"have the power to",24
"have the right to",22
"have time to do",7
"have to be done",6
"have to be in",13
"have to choose between",8
"have to come to",10
"have to do a",15
"have to do it",24
"have to do so",3
"have to do some",4
"have to do your",4
"have to feel like",3
"have to figure out",18
"have to get a",19
"have to get back",8
"have to get my",8
"have to give the",3
"have to go out",11
"have to go to",85
"have to have the",6
"have to keep the",9
"have to learn to",9
"have to live with",4
"have to look at",19
"have to play a",4
"have to run the",3
"have to say that",53
"have to see how",7
"have to spend a",3
"have to think about",13
"have to use it",7
"have to wait until",28
"have to wake up",21
"have to worry about",37
"have to write a",11
"have you been a",4
"havent been able to",44
"havent had a chance",11
"havent had time to",7
"having so much fun",12
"having to do with",5
"he and his wife",11
"he asked me to",4
"he came to the",7
"he chose to do",3
"he didnt know what",3
"he does not know",5
"he has a small",3
"he has always been",5
"he has been the",3
"he is a huge",4
"he is able to",7
"he is not in",3
"he is on the",4
"he is one of",10
"he is the only",10
"he is to be",4
"he or she is",11
"he played for the",5
"he reminded me that",4
"he said he didnt",3
"he said he was",17
"he said he would",4
"he said i am",3
"he said i dont",5
"he said it was",12
"he said that he",11
"he seems to be",10
"he signed with the",3
"he tells me he",3
"he told me they",3
"he used to be",10
"he wanted to be",9
"he wants to do",7
"he wants to go",9
"he was a good",7
"he was able to",14
"he was awarded the",4
"he was going to",43
"he was having so",3
"he was hit in",3
"he was in the",14
"he was on his",5
"he was on the",8
"he was one of",15
"he was ready to",7
"he was such a",8
"he was the only",7
"he was trying to",15
"he will be the",5
"he would have been",8
"he would have to",3
"headed back to the",11
"health and human services",6
"hear the sound of",4
"heart of the city",3
"heck is going on",6
"hell of a lot",12
"her and her family",3
"here are some of",32
"here in the future",3
"here to help you",5
"hes going to be",15
"hes going to have",5
"high school he was",3
"high school i was",4
"him and he is",3
"him and his family",4
"him as much as",5
"him in my life",4
"him in the eye",4
"his family and the",3
"his life and the",3
"his life to the",3
"his or her life",4
"his way to the",10
"his wife of years",4
"hit in the head",4
"hit the ground running",4
"hit the nail on",7
"hits in the first",3
"home and going to",3
"home away from home",5
"home for the first",4
"home from work and",13
"hope all of you",13
"hope for the best",11
"hope its not a",3
"hope to do more",3
"hoping for the best",10
"hour and a half",43
"hours a day from",3
"hours of the morning",8
"housewives of new jersey",5
"how did this happen",9
"how do we make",4
"how do you get",21
"how do you keep",11
"how do you think",17
"how far weve come",3
"how hard it is",19
"how i wanted to",9
"how important it is",13
"how long it took",3
"how long will it",7
"how many people are",8
"how many times i",14
"how much i love",66
"how much it means",4
"how much of the",17
"how much they can",3
"how to deal with",12
"how to do it",24
"how to do that",7
"how to do things",5
"how to play guitar",4
"how to run a",4
"i already know and",3
"i always wanted to",15
"i am a big",12
"i am a good",4
"i am an atheist",3
"i am at peace",4
"i am committed to",4
"i am going to",330
"i am more concerned",3
"i am not a",76
"i am not happy",5
"i am sorry to",6
"i am sure this",3
"i am very pleased",7
"i am very proud",8
"i asked him how",4
"i believe there is",5
"i came to the",7
"i can be a",12
"i can do all",12
"i can do is",16
"i can do it",25
"i can do that",17
"i can do the",5
"i can focus on",7
"i can honestly say",15
"i can see why",8
"i can show you",6
"i can still do",4
"i can tell you",44
"i can to help",5
"i cant even begin",3
"i cant figure out",13
"i cant get a",6
"i cant help you",5
"i cant imagine the",3
"i cant imagine what",5
"i cant tell you",22
"i cant think of",38
"i changed my mind",7
"i could be there",30
"i could get a",18
"i could go on",19
"i couldnt bring myself",3
"i decided to do",15
"i decided to go",28
"i did it so",3
"i didnt have to",43
"i didnt know it",10
"i didnt know she",3
"i didnt know what",22
"i didnt make a",3
"i didnt think it",10
"i didnt want to",97
"i do not want",25
"i do think that",8
"i dont believe it",5
"i dont care what",34
"i dont even know",93
"i dont even think",12
"i dont feel like",46
"i dont have any",48
"i dont have anything",16
"i dont have the",35
"i dont have to",118
"i dont know about",71
"i dont know but",21
"i dont know how",118
"i dont know i",28
"i dont know if",141
"i dont know what",184
"i dont know who",30
"i dont know why",90
"i dont like the",24
"i dont mind being",3
"i dont really know",17
"i dont see any",9
"i dont see anything",5
"i dont see why",9
"i dont think anyone",16
"i dont think anything",4
"i dont think its",34
"i dont think ive",40
"i dont think that",24
"i dont think thats",12
"i dont think there",11
"i dont think they",19
"i dont think theyre",3
"i dont think this",13
"i dont think we",11
"i dont want my",17
"i dont want people",6
"i dont want to",319
"i feel as if",20
"i feel bad about",5
"i feel like im",99
"i feel like this",17
"i feel really good",4
"i felt it was",7
"i felt like a",10
"i felt like i",34
"i figured it out",11
"i found out the",6
"i get out of",18
"i go back to",23
"i going to do",11
"i got on the",5
"i got out of",17
"i guess thats what",13
"i had a friend",9
"i had lots of",7
"i had so many",6
"i had such a",9
"i had the best",11
"i had the pleasure",11
"i had the same",14
"i had to ask",7
"i had to come",3
"i had to do",35
"i had to look",9
"i had to sit",3
"i hate to see",3
"i have a chance",6
"i have a friend",22
"i have a great",29
"i have a lot",64
"i have a project",5
"i have a real",6
"i have been to",10
"i have found that",14
"i have had a",32
"i have learned so",4
"i have my own",12
"i have never seen",26
"i have no clue",25
"i have no doubt",15
"i have no idea",150
"i have no reason",4
"i have not been",23
"i have seen the",10
"i have to but",3
"i have to eat",6
"i have to say",159
"i have to work",30
"i havent been able",22
"i havent had a",22
"i havent heard anything",4
"i havent heard of",4
"i hope all of",8
"i hope its not",10
"i hope that the",7
"i hung out with",3
"i just decided to",7
"i just dont see",8
"i just have to",45
"i just keep thinking",3
"i just say i",5
"i kid you not",8
"i knew it was",40
"i know a lot",19
"i know i can",20
"i know i shouldnt",6
"i know im not",26
"i know it will",17
"i know that the",8
"i know the answer",6
"i know this is",27
"i know we will",5
"i know what it",5
"i like to see",11
"i like to think",28
"i look forward to",156
"i love it in",5
"i love my country",3
"i might as well",33
"i might have to",42
"i need to get",127
"i need to take",15
"i needed to do",6
"i needed to get",9
"i never had to",5
"i never thought id",22
"i never thought it",4
"i probably would have",10
"i promise you i",3
"i put on my",9
"i realized that my",3
"i really dont know",21
"i really feel like",7
"i really hope that",8
"i really think its",5
"i really want to",78
"i see myself as",3
"i should be doing",13
"i should have known",14
"i signed up for",14
"i stayed in the",3
"i still dont know",11
"i still got a",4
"i tell you about",6
"i think about it",11
"i think he should",6
"i think hes going",4
"i think i can",45
"i think i was",23
"i think if they",4
"i think it has",11
"i think it is",74
"i think it was",51
"i think its a",35
"i think its like",5
"i think its ridiculous",4
"i think one of",8
"i think some of",4
"i think that if",3
"i think that is",27
"i think that it",7
"i think that the",14
"i think thats a",9
"i think the most",10
"i think the only",8
"i think there are",9
"i think there is",18
"i think they are",27
"i think they have",9
"i think we got",3
"i think we need",16
"i think we would",4
"i think weve got",6
"i thought he was",19
"i thought i had",35
"i thought i would",97
"i thought it was",151
"i thought it would",60
"i took a few",6
"i took it out",4
"i tried to get",18
"i try to do",12
"i try to make",9
"i turned on the",4
"i used to call",4
"i used to have",22
"i wake up and",8
"i walk in the",3
"i walk through the",4
"i want her to",9
"i want people to",7
"i want them to",23
"i want to be",163
"i want to do",113
"i want to get",41
"i want to have",20
"i want to help",6
"i want to keep",7
"i want to leave",7
"i want to play",14
"i want to put",11
"i want to work",15
"i wanted to be",39
"i wanted to do",53
"i wanted to get",20
"i wanted to go",35
"i wanted to have",8
"i wanted to make",38
"i was able to",168
"i was afraid to",9
"i was at the",50
"i was getting a",4
"i was getting ready",6
"i was glad to",12
"i was going to",230
"i was growing up",11
"i was in my",11
"i was in the",67
"i was just trying",6
"i was one of",23
"i was pleasantly surprised",14
"i was really hoping",7
"i was talking to",21
"i was the only",30
"i was there for",16
"i was thinking about",31
"i was thinking that",14
"i was trying to",59
"i was years old",13
"i went for a",9
"i went to pick",6
"i went to the",80
"i will be out",5
"i will not be",40
"i wish someone would",7
"i wish we had",10
"i woke up yesterday",3
"i wonder if the",25
"i would be there",4
"i would have said",6
"i would like to",237
"i would love to",222
"i would not have",13
"i would say the",7
"ice cream and a",4
"id be happy to",19
"id like to be",17
"id like to know",8
"id like to see",37
"id like to talk",3
"if any of the",5
"if ever there was",5
"if he has a",4
"if i can get",27
"if i could have",13
"if i didnt have",20
"if i get a",11
"if i have a",21
"if i have to",41
"if i needed to",6
"if i remember correctly",13
"if im going to",20
"if it is a",12
"if it is not",13
"if it is the",6
"if it wants to",6
"if it was just",5
"if its in a",3
"if its not a",3
"if not why not",4
"if only it were",7
"if that was the",8
"if there are more",3
"if there is a",36
"if there is any",10
"if there was a",27
"if they have any",3
"if they want to",22
"if this is what",6
"if we are to",10
"if we can get",10
"if we could get",5
"if we want to",14
"if we were to",8
"if you are a",79
"if you can figure",3
"if you didnt have",4
"if you dont feel",6
"if you dont get",16
"if you dont have",65
"if you dont like",59
"if you dont want",35
"if you dont work",3
"if you find a",8
"if you get the",13
"if you had to",20
"if you have a",121
"if you have the",26
"if you have to",34
"if you havent been",7
"if you havent checked",7
"if you let it",4
"if you look at",18
"if you manage to",3
"if you see a",14
"if you take a",8
"if you want a",63
"if you want them",6
"if you want to",335
"if you were a",20
"if youd like to",55
"if youre a woman",4
"if youre going to",47
"if youre interested in",31
"if youre looking for",27
"if youre one of",5
"if youve got a",11
"ill be able to",29
"ill have to get",11
"ill have to wait",5
"ill tell you what",10
"im a big fan",40
"im anxious to see",4
"im going to be",114
"im going to do",28
"im going to enjoy",6
"im going to let",5
"im going to lose",3
"im going to make",24
"im going to miss",24
"im going to try",44
"im happy to have",5
"im just trying to",25
"im looking forward to",101
"im not going to",112
"im not sure how",22
"im not sure i",33
"im not sure what",37
"im not the only",45
"im off to the",9
"im one of the",16
"im pretty sure its",11
"im sure ill get",3
"im sure we will",4
"im trying to do",11
"im trying to figure",20
"im used to it",6
"im very happy with",4
"important part of the",9
"in a bad way",12
"in a big way",9
"in a car accident",14
"in a class with",3
"in a country where",7
"in a different way",8
"in a game of",5
"in a good way",33
"in a long line",9
"in a long time",87
"in a lot of",33
"in a matter of",15
"in a more positive",3
"in a place where",9
"in a press release",3
"in a row and",9
"in a row in",5
"in a series of",22
"in a single day",5
"in a small town",12
"in a town with",3
"in a variety of",21
"in a way she",3
"in a way that",39
"in addition to the",37
"in advance of the",5
"in all my years",5
"in all the world",5
"in an attempt to",39
"in an effort to",35
"in an election year",3
"in an hour and",6
"in an interview with",10
"in and out of",54
"in any of the",12
"in case of a",6
"in charge of the",16
"in comparison to the",7
"in control of their",4
"in desperate need of",13
"in downtown los angeles",4
"in fact i dont",7
"in favor of the",16
"in for a treat",11
"in front of a",48
"in front of me",87
"in front of the",128
"in front of them",18
"in front of us",25
"in front of you",30
"in game of the",4
"in he was a",3
"in honor of the",20
"in july when the",4
"in large part to",3
"in less than a",14
"in less than minutes",6
"in less than two",7
"in life when you",5
"in los angeles and",6
"in love with her",13
"in love with the",45
"in many parts of",6
"in mind for next",5
"in need of some",12
"in new york and",12
"in new york city",44
"in on the action",7
"in on the fun",11
"in one of my",19
"in one of the",53
"in one of these",8
"in order to give",4
"in order to help",12
"in order to make",22
"in other parts of",4
"in our hearts we",3
"in preparation for the",6
"in public and i",3
"in relation to the",15
"in response to a",8
"in san francisco and",3
"in search of the",7
"in some of the",13
"in some parts of",5
"in south san francisco",5
"in such a rush",5
"in the absence of",17
"in the age of",10
"in the air and",13
"in the air force",3
"in the area of",8
"in the areas of",6
"in the armed forces",5
"in the back of",52
"in the back seat",10
"in the backyard and",3
"in the bay area",23
"in the best shape",5
"in the best way",7
"in the block of",15
"in the bottom of",34
"in the box for",4
"in the business of",8
"in the car and",28
"in the case of",41
"in the center of",26
"in the city of",20
"in the coming days",10
"in the coming months",11
"in the coming weeks",10
"in the coming years",3
"in the company of",11
"in the country and",7
"in the course of",7
"in the dark about",3
"in the days before",8
"in the deep south",6
"in the dining room",10
"in the draft and",3
"in the early s",43
"in the east and",3
"in the emergency room",5
"in the end i",41
"in the end it",20
"in the end its",6
"in the end you",11
"in the entertainment industry",4
"in the eyes of",18
"in the face of",41
"in the first few",6
"in the first half",23
"in the first inning",5
"in the first place",100
"in the first quarter",16
"in the first round",23
"in the footsteps of",6
"in the form of",67
"in the fourth quarter",13
"in the front of",11
"in the future and",5
"in the game and",8
"in the game the",4
"in the hands of",36
"in the head with",8
"in the heart of",26
"in the history of",38
"in the hospital and",7
"in the house is",10
"in the house of",13
"in the last decade",6
"in the last few",30
"in the last five",10
"in the last four",6
"in the last three",6
"in the last two",13
"in the last week",13
"in the last year",10
"in the last years",14
"in the late s",31
"in the laundry room",4
"in the lead role",4
"in the life of",15
"in the light of",10
"in the line of",13
"in the living room",24
"in the locker room",7
"in the long run",32
"in the middle ages",4
"in the middle east",22
"in the middle of",321
"in the middle with",4
"in the midst of",81
"in the mind of",4
"in the murder of",4
"in the name of",67
"in the near future",48
"in the new york",20
"in the next few",57
"in the next month",5
"in the next year",5
"in the nfl draft",9
"in the number of",11
"in the office of",3
"in the park is",5
"in the parking lot",48
"in the past and",17
"in the past few",18
"in the past two",6
"in the past with",8
"in the past years",9
"in the process of",75
"in the public domain",11
"in the public interest",5
"in the region and",4
"in the rest of",11
"in the right direction",39
"in the right place",23
"in the role of",8
"in the room and",8
"in the s and",40
"in the s but",9
"in the s the",12
"in the s with",5
"in the same area",5
"in the same direction",7
"in the same time",5
"in the same way",30
"in the san diego",7
"in the school of",4
"in the second half",24
"in the second inning",4
"in the second round",9
"in the sense that",14
"in the shadows of",3
"in the shape of",15
"in the short term",5
"in the south carolina",6
"in the spirit of",17
"in the st century",12
"in the state of",16
"in the sun and",12
"in the th district",4
"in the th minute",6
"in the th quarter",11
"in the third inning",8
"in the third quarter",16
"in the top of",11
"in the town of",4
"in the tradition of",7
"in the united states",88
"in the us and",10
"in the us but",3
"in the us the",4
"in the wake of",19
"in the way of",64
"in the way they",3
"in the weeks and",3
"in the white house",9
"in the works for",10
"in the world and",37
"in the world cup",6
"in the world does",5
"in the world im",6
"in the world is",37
"in the world of",24
"in the world we",6
"in time for the",30
"inside and outside of",6
"instead of going to",13
"instead of using a",4
"interesting to see how",13
"interesting to see what",9
"into one of the",8
"into the back of",9
"into the building and",3
"into the world of",7
"involved in the crash",3
"involves a lot of",3
"is a bad idea",7
"is a bit like",6
"is a bit of",18
"is a combination of",6
"is a day of",9
"is a different story",3
"is a friend of",5
"is a good example",10
"is a good idea",17
"is a good thing",43
"is a great deal",5
"is a great little",3
"is a great thing",6
"is a huge part",3
"is a little better",3
"is a little bit",10
"is a long time",7
"is a lot going",5
"is a lot more",10
"is a lot to",8
"is a matter of",16
"is a member of",14
"is a mix of",6
"is a part of",20
"is a result of",9
"is a sign that",7
"is a type of",4
"is a very good",15
"is a very interesting",5
"is a way for",4
"is about to be",15
"is about to begin",8
"is all about the",17
"is also a great",6
"is also on the",3
"is arguably the most",3
"is at the center",5
"is because they are",4
"is being held in",6
"is believed to be",7
"is best known for",7
"is better than a",9
"is bound to be",9
"is by far the",25
"is concerned about the",5
"is doing a great",6
"is even more important",3
"is expected to be",15
"is for you to",10
"is free and open",4
"is gearing up for",8
"is going into the",3
"is going on in",29
"is going on this",3
"is going through the",6
"is going to be",459
"is going to end",8
"is going to happen",15
"is going to make",18
"is going to take",19
"is going to the",19
"is good news for",4
"is great to be",3
"is hard to do",9
"is in charge of",10
"is in love with",16
"is in the middle",5
"is in the process",6
"is in the top",5
"is in the works",8
"is just a few",8
"is just not a",3
"is kind of like",4
"is likely to be",13
"is looking forward to",16
"is made up of",16
"is more important to",5
"is more than half",3
"is more than one",5
"is much higher than",3
"is not a good",23
"is not a lot",6
"is not a problem",6
"is not about the",5
"is not affiliated with",3
"is not always easy",5
"is not an option",8
"is not just a",21
"is not the only",7
"is not the same",13
"is not the time",7
"is not the way",8
"is not to say",12
"is now working at",3
"is off to the",4
"is on the rise",6
"is on the verge",4
"is one of a",4
"is one of many",7
"is one of the",267
"is open to the",5
"is over and the",5
"is part of a",15
"is part of the",43
"is part of what",3
"is probably the most",13
"is ready to take",4
"is responsible for a",3
"is responsible for the",4
"is right it is",3
"is running on the",3
"is said to have",5
"is setting up to",3
"is so close to",8
"is so hard to",12
"is so much easier",9
"is so much to",10
"is so strong that",3
"is some of the",5
"is still on the",11
"is such a great",23
"is supposed to be",44
"is that all of",5
"is that it was",6
"is that there are",8
"is that they do",3
"is that they have",5
"is that this is",8
"is that we need",4
"is the answer to",5
"is the author of",8
"is the best way",32
"is the difference between",6
"is the fact that",20
"is the first of",12
"is the first step",10
"is the first thing",7
"is the first time",36
"is the host of",3
"is the kind of",15
"is the most common",5
"is the most popular",4
"is the mother of",8
"is the number of",6
"is the one you",4
"is the only way",26
"is the perfect time",6
"is the reason for",9
"is the rest of",4
"is the right thing",8
"is the second time",6
"is the size of",7
"is the time to",18
"is there any chance",10
"is there anything else",6
"is this going to",4
"is to be a",10
"is to find a",4
"is to have a",15
"is turning out to",9
"is up to you",10
"is waiting in the",4
"is what i really",3
"is what it is",37
"is what it takes",4
"issues as well as",3
"it all over the",3
"it all the time",34
"it all the way",19
"it back to the",15
"it came from the",4
"it can be a",18
"it can do to",3
"it comes down to",17
"it comes to getting",5
"it comes to these",4
"it comes to your",4
"it could be a",10
"it could have been",18
"it didnt take long",7
"it does not matter",10
"it does not mean",8
"it doesnt bother me",4
"it doesnt feel like",6
"it doesnt have to",13
"it down to the",9
"it easier for the",3
"it feels good to",20
"it feels like to",15
"it for the first",13
"it gets to the",6
"it gives you a",6
"it goes without saying",7
"it had all the",3
"it had been a",10
"it had been for",3
"it had to be",33
"it had to do",6
"it happens all the",6
"it has been a",76
"it has been an",3
"it has been brought",3
"it has been years",4
"it has not been",6
"it has one of",4
"it has to be",41
"it has to do",14
"it i have to",5
"it in less than",3
"it in the end",15
"it is a beautiful",19
"it is a good",20
"it is a huge",5
"it is a lot",6
"it is a very",11
"it is clear that",14
"it is easy to",32
"it is even more",5
"it is for the",15
"it is great to",11
"it is illegal to",6
"it is important to",35
"it is impossible to",20
"it is more than",12
"it is my hope",3
"it is not a",28
"it is not always",5
"it is not the",17
"it is on the",5
"it is one of",30
"it is part of",6
"it is real and",3
"it is said that",13
"it is still a",12
"it is such a",21
"it is the right",6
"it is what it",27
"it it was the",6
"it it would be",7
"it just feels like",4
"it like it is",9
"it looks like a",25
"it made for a",4
"it made me a",5
"it may be my",3
"it may not be",21
"it means to be",13
"it might be a",25
"it might be an",3
"it might be as",3
"it might be the",10
"it more likely that",4
"it more of a",4
"it must be a",10
"it needs to be",34
"it occurred to me",14
"it one of the",8
"it ought to be",7
"it out and it",4
"it out in the",18
"it over to the",5
"it probably wont be",4
"it reminded me of",14
"it seems as if",5
"it seems to me",20
"it so it will",3
"it so many times",6
"it take to get",10
"it takes a while",7
"it takes is a",5
"it takes more than",4
"it takes time to",10
"it turns out he",5
"it turns out that",22
"it turns out the",7
"it turns out they",5
"it turns out to",4
"it up a bit",11
"it up for the",9
"it up with a",8
"it used to be",39
"it usually takes a",3
"it very clear that",6
"it was a good",76
"it was a great",93
"it was a little",22
"it was a long",17
"it was a real",7
"it was a tough",9
"it was a very",28
"it was a wonderful",16
"it was discovered that",3
"it was easy to",10
"it was for a",5
"it was going to",47
"it was hard to",17
"it was his first",6
"it was just a",32
"it was just me",8
"it was last week",3
"it was like a",16
"it was like to",9
"it was meant to",8
"it was my first",16
"it was not a",13
"it was one of",41
"it was pretty amazing",5
"it was pretty good",13
"it was raining and",5
"it was really a",3
"it was supposed to",17
"it was the best",19
"it was the first",34
"it was the most",12
"it was the only",9
"it was time to",53
"it was too late",11
"it was very very",3
"it was worth it",17
"it was worth the",10
"it what it is",6
"it will be interesting",14
"it will be one",7
"it will be the",24
"it will be up",6
"it will have to",7
"it will not be",12
"it will probably be",9
"it will take a",6
"it wont be as",6
"it would appear that",5
"it would be better",9
"it would be easy",8
"it would be fun",18
"it would be if",6
"it would be just",5
"it would be the",18
"it would be this",5
"it would have been",63
"it would make it",4
"it would make sense",6
"it would take a",3
"it would take about",4
"it would take to",5
"it wouldnt be a",6
"its a big step",3
"its a good idea",14
"its a great film",3
"its a great place",7
"its a lot of",20
"its a passion and",3
"its a really good",4
"its a shame that",7
"its a way of",4
"its a way to",3
"its all part of",4
"its almost impossible to",5
"its almost like he",3
"its always nice to",9
"its an honor to",4
"its as if the",3
"its easy to see",5
"its going to be",256
"its going to happen",6
"its going to take",15
"its good to see",12
"its hard to find",12
"its hard to get",11
"its hard to go",4
"its hard to know",7
"its hard to tell",6
"its just a matter",7
"its just good to",3
"its my job to",4
"its nearly impossible to",3
"its nice to have",15
"its nice to see",9
"its not a bad",5
"its not all bad",4
"its not going to",14
"its not just about",7
"its not just because",4
"its not like the",5
"its one of the",26
"its only a matter",7
"its part of a",5
"its right there on",3
"its so important to",5
"its such a good",4
"its the first time",11
"its the kind of",7
"its the right thing",9
"its time for the",20
"its time to go",20
"its too early to",8
"ive been to the",4
"ive been working on",22
"ive ever been a",3
"ive got a good",5
"jazz at the bistro",4
"job i have to",3
"just a bit of",6
"just a bunch of",14
"just a few minutes",11
"just a few of",13
"just a little bit",28
"just a matter of",14
"just as good as",7
"just as i was",8
"just as much as",12
"just because you can",5
"just dont want to",17
"just going to be",13
"just have to get",14
"just in time for",44
"just leave it at",6
"just long enough to",5
"just look at the",8
"just looking for a",3
"just one of the",19
"just one of those",19
"just out of the",5
"just some of the",10
"just two weeks ago",3
"just want to make",11
"just wanted to get",6
"keep an eye on",24
"keep an open mind",5
"keep in mind that",22
"keep up with the",19
"keep us on the",3
"keeping up with the",11
"kept to a minimum",4
"kicked out of the",10
"kids are all right",3
"kind of like a",13
"knew how to make",3
"knew there was a",8
"knew who he was",6
"knocks on the door",3
"know a lot of",20
"know better than to",7
"know how hard it",8
"know how important it",3
"know how to help",3
"know if it is",6
"know its going to",7
"know more about the",6
"know much about it",4
"know that you are",22
"know this is a",5
"know too much about",3
"know what i would",12
"know what it feels",4
"know what it is",44
"know what it takes",4
"know what to do",84
"know what to expect",8
"know what you are",17
"know what you think",90
"know where it was",4
"know who you are",29
"knows how much i",5
"large portion of the",4
"last day of the",11
"last week at the",3
"last week in the",6
"last week of march",4
"last year and we",4
"last year at the",6
"last year in the",5
"last year it was",8
"late at night when",7
"late in the season",3
"late to the party",13
"later in the afternoon",3
"later in the morning",4
"later in the season",3
"latest in a long",4
"leading up to it",3
"leading up to the",12
"learn a bit more",3
"learn more about the",23
"learned so much from",5
"least some of the",6
"left me with a",4
"left side of the",6
"less than a minute",6
"less than a week",17
"less than a year",7
"less than minutes to",3
"less than two weeks",15
"let me be clear",4
"let me tell you",39
"lets see if we",5
"like a bunch of",13
"like a good time",14
"like a lot but",6
"like a lot of",28
"like a man who",3
"like ive never seen",3
"like the idea of",33
"like there is a",6
"like they have to",3
"like this i think",5
"like to be the",6
"like to get in",5
"like to go to",10
"like to know what",10
"like to live in",5
"like to participate in",4
"like to see a",10
"like to see in",4
"like to see more",9
"like to see the",16
"like to thank all",8
"like to think that",13
"list of people who",3
"little more than a",9
"little to do with",10
"live up to the",8
"lived up to the",4
"long as you can",10
"long gone by then",3
"long periods of time",7
"long way to go",24
"look at some of",7
"look back on it",3
"look forward to a",11
"look forward to making",3
"look like a man",3
"look like much but",3
"look me in the",4
"looked like he was",5
"looking for a job",27
"looking for someone to",10
"looking for the next",4
"looking forward to a",72
"looking forward to the",163
"looks like he is",5
"looks to be a",5
"loss of life and",3
"lost a bit of",4
"lot going on in",7
"lot of fun and",12
"lot of good things",3
"lot of money and",5
"lot of people who",14
"lot of time and",6
"lot of work but",7
"lot to do with",7
"love the idea of",18
"lucky to have so",4
"made it hard for",4
"made it in the",5
"made one of the",5
"made up my mind",4
"main thing is to",4
"make a difference in",18
"make a lot of",10
"make fun of me",9
"make it difficult to",5
"make it easier for",15
"make it easier to",11
"make sure that you",15
"make sure they get",5
"make the decision to",4
"make the mistake of",11
"make the world a",6
"makes me a little",5
"man and a woman",12
"man of the year",5
"many of the bands",4
"many of the people",8
"many of the same",12
"many of them have",5
"many of us are",7
"many parts of the",8
"many people are so",3
"many times i was",3
"martin luther king jr",23
"matter of time before",12
"matter where you live",3
"may be able to",24
"may be on to",3
"may be the most",10
"may be used to",4
"may have been a",10
"may not be a",13
"may not be the",31
"may not have the",5
"may or may not",53
"me a little nervous",3
"me and i will",34
"me back to the",15
"me because i was",8
"me but it was",5
"me it was a",12
"me myself and i",10
"me on the phone",4
"me that would be",8
"me the opportunity to",12
"me to leave the",5
"me to see the",5
"mean you have to",12
"means to be a",9
"meant a lot to",9
"meeting of the national",3
"member of the team",4
"men and women of",6
"men and women who",12
"middle of the night",40
"might as well just",13
"might be able to",54
"might be the only",9
"might have been a",10
"might have been more",3
"might have to go",8
"might not be a",5
"might not have been",5
"millions of dollars to",5
