"item","Frequency"
"be a bit of",16
"be a case of",4
"be a celebration of",3
"be a couple of",5
"be a day of",4
"be a dream come",6
"be a few more",7
"be a function of",3
"be a good day",47
"be a good friend",8
"be a good idea",26
"be a good one",29
"be a good start",5
"be a good thing",17
"be a good time",28
"be a good way",6
"be a great addition",7
"be a great challenge",3
"be a great idea",6
"be a great night",9
"be a great opportunity",7
"be a great way",7
"be a great year",9
"be a hell of",6
"be a leader in",3
"be a little bit",14
"be a little less",3
"be a little more",16
"be a little too",5
"be a long time",3
"be a lot more",17
"be a lot of",42
"be a member of",7
"be a mom and",5
"be a much better",3
"be a part of",157
"be a piece of",4
"be a place for",4
"be a problem for",5
"be a repeat of",4
"be a role model",4
"be a shame to",6
"be a sign that",3
"be a slave to",4
"be a small part",4
"be a success in",3
"be a surprise to",5
"be a very good",10
"be a very long",4
"be a way to",10
"be able to afford",19
"be able to attend",10
"be able to be",15
"be able to bring",8
"be able to burn",3
"be able to buy",14
"be able to call",4
"be able to catch",5
"be able to choose",4
"be able to close",3
"be able to come",14
"be able to control",4
"be able to cut",4
"be able to do",54
"be able to drive",8
"be able to eat",5
"be able to enjoy",11
"be able to figure",6
"be able to find",29
"be able to fix",3
"be able to follow",6
"be able to get",74
"be able to give",7
"be able to go",34
"be able to grab",4
"be able to grow",6
"be able to handle",10
"be able to have",16
"be able to hear",5
"be able to help",12
"be able to hit",6
"be able to hold",6
"be able to keep",11
"be able to live",6
"be able to make",50
"be able to move",9
"be able to offer",7
"be able to participate",7
"be able to play",19
"be able to provide",13
"be able to put",19
"be able to read",9
"be able to recognize",4
"be able to repay",3
"be able to return",7
"be able to run",10
"be able to save",6
"be able to say",24
"be able to see",45
"be able to share",8
"be able to sleep",9
"be able to speak",3
"be able to start",7
"be able to stay",6
"be able to stop",4
"be able to support",4
"be able to take",20
"be able to tell",21
"be able to use",14
"be able to view",4
"be able to visit",5
"be able to walk",11
"be able to watch",16
"be able to work",11
"be able to write",7
"be accompanied by a",3
"be added to the",20
"be affected by the",14
"be afraid of the",6
"be all over this",4
"be allowed to be",8
"be allowed to make",4
"be allowed to use",4
"be an indication of",4
"be any number of",3
"be as great as",5
"be as healthy as",3
"be as long as",6
"be as simple as",13
"be at least one",3
"be at the top",6
"be available for the",8
"be available in the",7
"be available on the",4
"be aware of the",17
"be back for a",5
"be back in the",32
"be back on the",12
"be back soon and",4
"be back to normal",8
"be back to work",4
"be based on the",10
"be because of the",3
"be better off with",6
"be better than a",5
"be better than the",5
"be built on the",5
"be careful not to",20
"be careful on the",3
"be caught up in",3
"be closer to the",3
"be confused with the",6
"be difficult to come",3
"be doing a lot",5
"be doing something else",7
"be donated to the",5
"be done by the",5
"be done in a",6
"be done in the",8
"be done with the",9
"be eligible for a",7
"be eligible for the",13
"be entered into a",6
"be entered to win",15
"be even worse than",4
"be familiar with the",5
"be featured in the",4
"be first in line",7
"be for them to",3
"be found in the",16
"be found on the",9
"be fully responsible for",3
"be fun to have",8
"be further from the",9
"be given to the",5
"be glad you did",9
"be going to the",16
"be gone all day",3
"be good for the",8
"be good to yourself",5
"be great for me",3
"be happier with the",4
"be happy about it",4
"be happy to hear",5
"be happy to help",12
"be hard for me",4
"be hard for the",4
"be heading to the",4
"be held responsible for",5
"be here for the",4
"be honest i dont",5
"be honest with you",10
"be in charge of",10
"be in control of",6
"be in effect for",3
"be in for a",4
"be in front of",5
"be in love with",9
"be in new york",8
"be in on the",4
"be in the air",3
"be in the best",5
"be in the future",5
"be in the middle",5
"be in the mix",13
"be in the next",5
"be in the running",10
"be in the s",11
"be in the same",20
"be in the top",5
"be included in any",4
"be included in our",3
"be included in the",15
"be interesting for the",3
"be interesting to see",43
"be judged by the",3
"be just as good",5
"be kept in the",5
"be known as the",10
"be like to be",3
"be living in a",4
"be looking for a",7
"be lost in the",3
"be lying if i",7
"be more difficult to",4
"be more expensive than",3
"be more like a",4
"be more of a",13
"be more than a",8
"be more than happy",11
"be moving to the",4
"be my first time",5
"be nice enough to",3
"be nothing more than",6
"be on hand to",8
"be on the cover",3
"be on the list",6
"be on the lookout",22
"be on the road",5
"be on the verge",4
"be on their way",3
"be one of my",16
"be one of the",130
"be one of those",33
"be open to the",8
"be out and about",4
"be out in the",7
"be out of a",4
"be out of the",14
"be out of town",11
"be part of a",22
"be part of it",9
"be part of my",4
"be part of our",4
"be part of that",8
"be part of the",82
"be part of your",6
"be participating in the",7
"be playing on the",4
"be prepared for a",3
"be prepared to move",4
"be pretty hard to",3
"be published in the",5
"be ready for the",8
"be ready to take",4
"be referred to as",4
"be released on may",3
"be removed from the",6
"be replaced by a",6
"be right there with",5
"be said for the",7
"be seen from the",4
"be sitting in front",4
"be so proud of",3
"be some sort of",10
"be starting a new",5
"be stored in the",3
"be strong enough to",4
"be subject to the",4
"be summed up in",9
"be sure to add",6
"be sure to bring",5
"be sure to check",66
"be sure to do",4
"be sure to get",13
"be sure to grab",3
"be sure to include",7
"be sure to keep",11
"be sure to let",14
"be sure to take",6
"be sure to visit",12
"be surprised if it",3
"be surprised if you",6
"be taken care of",10
"be taken out of",7
"be taken over by",3
"be the best in",4
"be the best of",7
"be the best place",6
"be the best player",3
"be the best thing",10
"be the best we",3
"be the case with",3
"be the center of",4
"be the change you",13
"be the end of",17
"be the first day",6
"be the first one",8
"be the first time",21
"be the first to",27
"be the focal point",3
"be the focus of",4
"be the kind of",7
"be the last thing",4
"be the last time",8
"be the most interesting",3
"be the next big",6
"be the one to",16
"be the ones who",3
"be the only one",25
"be the only way",5
"be the owner of",3
"be the same as",9
"be the same without",19
"be the start of",10
"be there for the",6
"be there for you",14
"be too much for",4
"be traced back to",6
"be treated fairly and",3
"be up and running",6
"be up in the",4
"be up on the",6
"be up to the",7
"be used as a",23
"be used in the",16
"be used to help",7
"be used to identify",4
"be very careful about",4
"be very hard to",3
"be what it is",6
"be where i am",4
"be winners and losers",3
"be with you and",4
"be working with the",4
"be worried about the",4
"be worth more than",6
"beautiful and i think",3
"beauty and the beast",19
"became aware of the",6
"became obsessed with the",3
"because a lot of",11
"because at the end",7
"because he didnt want",5
"because he had a",11
"because he has no",4
"because he has to",4
"because he is a",9
"because he wants to",13
"because he was a",8
"because he was in",4
"because he was the",3
"because i am a",10
"because i didnt want",9
"because i do not",3
"because i dont have",13
"because i dont know",10
"because i dont like",7
"because i dont think",11
"because i dont want",25
"because i feel like",4
"because i had a",10
"because i have a",19
"because i have been",9
"because i have to",10
"because i just dont",4
"because i know how",6
"because i know im",3
"because i like to",5
"because i love to",5
"because i think it",8
"because i think its",4
"because i thought i",7
"because i thought it",7
"because i thought that",4
"because i want to",15
"because i wanted to",16
"because i was just",5
"because i was so",9
"because i wasnt there",4
"because if you are",3
"because if you dont",5
"because im going to",6
"because im trying to",4
"because in the end",4
"because it has a",7
"because it has no",3
"because it is a",14
"because it is in",9
"because it is so",11
"because it is the",12
"because it looks like",5
"because it was a",18
"because it was about",4
"because it was so",14
"because it was the",20
"because it was too",11
"because its going to",3
"because most of the",8
"because of all the",20
"because of the economy",6
"because of the price",3
"because of the weather",7
"because one of the",3
"because she wants to",5
"because that is the",5
"because thats what the",4
"because there are no",8
"because there are so",8
"because there is a",14
"because there is no",13
"because they are in",3
"because they are not",10
"because they are so",17
"because they are still",4
"because they are the",11
"because they do not",5
"because they dont know",4
"because they dont want",8
"because they have no",6
"because they have to",5
"because they think they",6
"because they want to",7
"because they were in",4
"because this is the",8
"because we all know",6
"because we are in",7
"because we dont have",8
"because we had to",4
"because when i do",3
"because you dont know",4
"because you have to",6
"become a kind of",4
"become a member of",5
"become more of a",9
"become one of the",16
"become part of the",11
"becoming a part of",4
"becoming more and more",16
"becoming one of the",5
"bed bath and beyond",10
"been a bad idea",3
"been a big part",4
"been a disaster and",3
"been a fan of",16
"been a few years",4
"been a good day",10
"been a little bit",4
"been a long day",16
"been a long time",51
"been a member of",12
"been a part of",19
"been a tough week",4
"been a very good",4
"been a while since",38
"been able to avoid",3
"been able to come",3
"been able to find",14
"been able to get",34
"been able to make",8
"been able to see",5
"been able to use",7
"been added to the",5
"been all over the",7
"been an inspiration to",5
"been and always will",4
"been around for years",8
"been away from the",5
"been awhile since i",9
"been awhile since ive",6
"been doing a lot",10
"been doing it for",10
"been enough for me",3
"been far too long",6
"been for the past",4
"been getting a lot",5
"been going on for",14
"been holding on to",3
"been in love with",9
"been in the past",6
"been in the same",5
"been in the us",5
"been introduced in the",6
"been led to believe",3
"been living out of",3
"been looking at a",4
"been looking for a",9
"been looking forward to",17
"been lost in the",3
"been made in the",8
"been married for years",6
"been more than a",6
"been my experience that",4
"been one of my",14
"been one of our",4
"been one of the",51
"been out of the",17
"been part of the",13
"been part of this",3
"been sent to the",5
"been so excited to",4
"been so long since",9
"been spending a lot",6
"been talking about this",5
"been the most difficult",3
"been the same without",4
"been there done that",26
"been through a lot",8
"been times when i",3
"been told that i",3
"been told that the",5
"been trying to find",6
"been trying to get",21
"been up all night",7
"been up to lately",6
"been working a lot",5
"been working on a",10
"been working on for",8
"been working on it",5
"been working on my",7
"been working on the",11
"been working on this",5
"been years since i",6
"before and after the",8
"before and ill say",5
"before during and after",10
"before going to the",4
"before going to work",5
"before he came to",3
"before heading to the",7
"before i go to",24
"before i got a",3
"before i was born",10
"before it goes into",4
"before leaving for the",3
"before moving on to",10
"before or after the",3
"before that i had",5
"before that it was",4
"before the end of",41
"before the start of",26
"before the year is",3
"before we get to",6
"before you can take",3
"before you know it",23
"before your very eyes",3
"begin to describe the",4
"begin to tell you",4
"beginning of a new",9
"beginning of the end",11
"beginning of the new",3
"beginning of the show",6
"beginning of the year",24
"begun the process of",3
"behind the scenes and",8
"behind the scenes to",7
"being a member of",5
"being a part of",21
"being able to be",3
"being able to do",9
"being able to get",9
"being able to go",13
"being able to make",6
"being able to see",11
"being able to take",5
"being able to use",3
"being able to walk",6
"being able to watch",5
"being on the wrong",4
"being one of the",21
"being out in the",3
"being part of a",5
"being part of the",14
"being so close to",4
"being treated like a",4
"being used as a",12
"being used by the",4
"being who you are",4
"believe it is going",3
"believe it or not",42
"believe it to be",4
"believe me when i",7
"believe that it is",5
"believe that was the",3
"believe this is the",3
"ben jerrys ice cream",7
"bend in the road",3
"benefit of the doubt",11
"best bet is to",6
"best feeling in the",5
"best films of the",4
"best i can do",7
"best i have ever",5
"best in the world",16
"best interests of the",8
"best is yet to",8
"best of all the",7
"best of both worlds",5
"best of luck in",16
"best of the best",17
"best of the web",5
"best part is that",8
"best part of the",17
"best part of this",3
"best place to find",4
"best player on the",7
"best seat in the",4
"best thing about being",5
"best thing i could",3
"best thing in the",7
"best thing to do",17
"best things in life",11
"best to make it",3
"best way i can",4
"best way to get",16
"best way to go",6
"best we can and",4
"best year of my",3
"better for the environment",4
"better late than never",23
"better off with the",3
"better part of the",8
"better safe than sorry",3
"better than any other",4
"better than anyone else",7
"better than the first",5
"better than the last",4
"better than they did",4
"better than this one",3
"better than what i",6
"better to do than",4
"between a man and",13
"between am and pm",22
"between him and the",4
"between me and my",3
"between now and the",4
"between now and then",7
"between the ages of",18
"between the two of",13
"between you and the",5
"big deal about it",3
"big deal out of",6
"big fan of the",19
"big of a deal",7
"big or go home",4
"big part of my",8
"big part of our",3
"big part of that",5
"big part of the",14
"big thing for me",3
"big world out there",3
"bigger and better things",10
"biggest problem is that",3
"bin laden is dead",10
"birth to a baby",4
"bit of a slow",3
"bit of a stretch",3
"bit out of control",3
"bit out of the",3
"black pepper to taste",10
"blame it on the",17
"blink of an eye",7
"blood sweat and tears",8
"blow the whistle on",5
"blown away by the",8
"board of directors and",5
"bode well for the",5
"book by its cover",7
"book on how to",3
"book this is a",3
"book will be released",4
"booked a flight to",3
"books from the library",5
"born and raised in",11
"born to be a",4
"borrow a line from",3
"both good and bad",6
"both men and women",12
"both of my parents",6
"both of those things",6
"both of us have",4
"both sides of the",74
"both the best and",3
"bother me at all",8
"bottles of water and",3
"bottom half of the",5
"bottom of my heart",12
"bottom of the bowl",5
"bottom of the hill",9
"bottom of the page",12
"bottom of the pool",5
"bottom of the sea",4
"bottom of the th",15
"bought a pair of",9
"bowl of cold water",4
"bowl of soup and",4
"boy am i glad",5
"boy and a girl",4
"boy or a girl",6
"boys and girls club",6
"boys are back in",4
"boys will be boys",5
"brave men and women",5
"break from work and",5
"break out of the",4
"break the news to",4
"breakfast in the morning",3
"breakfast lunch and dinner",10
"breaks for big oil",3
"bring a bit of",3
"bring a sense of",3
"bring him to the",3
"bring it back to",9
"bring it up to",3
"bring them to a",4
"bring your a game",3
"brings me back to",9
"broke dont fix it",3
"brother and his family",5
"brother where art thou",4
"brought back to the",4
"brought me back to",5
"brought me to a",3
"brought tears to my",5
"brought to you by",25
"buffy the vampire slayer",11
"building in new york",6
"building in the world",4
"bump in the night",3
"burn more calories than",3
"busy all the time",4
"busy for the next",3
"but a couple of",6
"but a few of",5
"but a lot of",27
"but all of it",4
"but as far as",11
"but as long as",12
"but as luck would",4
"but as someone who",3
"but as soon as",12
"but at least i",23
"but at least it",11
"but at least the",8
"but at least there",3
"but at least they",3
"but at least you",3
"but at some point",15
"but at the end",22
"but at the same",66
"but at this point",9
"but because of the",9
"but because they are",6
"but because they want",3
"but by the time",14
"but did you know",8
"but didnt want to",7
"but dont let it",3
"but dont worry about",3
"but even if you",4
"but even in the",3
"but every now and",5
"but every time i",7
"but for right now",3
"but for some reason",28
"but for the past",5
"but for the people",5
"but he did not",18
"but he has a",11
"but he is a",9
"but he is not",8
"but he said he",15
"but he was a",11
"but he was in",4
"but he will be",3
"but here it is",5
"but how do i",6
"but how do you",7
"but i agree with",6
"but i also knew",3
"but i also know",11
"but i also think",6
"but i am a",11
"but i am also",6
"but i am always",3
"but i am glad",7
"but i am not",26
"but i am still",9
"but i am sure",10
"but i am the",3
"but i can also",4
"but i can do",5
"but i can see",7
"but i can tell",11
"but i cant do",5
"but i cant help",15
"but i cant say",9
"but i choose to",4
"but i could not",8
"but i couldnt help",5
"but i decided to",17
"but i did get",7
"but i did have",5
"but i did it",7
"but i did not",12
"but i did see",4
"but i didnt get",7
"but i didnt know",9
"but i didnt like",5
"but i didnt make",5
"but i didnt think",6
"but i didnt want",10
"but i do agree",3
"but i do believe",9
"but i do feel",5
"but i do have",26
"but i do know",22
"but i do not",10
"but i do think",7
"but i dont believe",4
"but i dont care",7
"but i dont have",27
"but i dont know",57
"but i dont really",3
"but i dont remember",9
"but i dont see",15
"but i dont think",68
"but i dont want",36
"but i doubt it",7
"but i feel like",31
"but i felt like",8
"but i find it",8
"but i find myself",6
"but i got a",8
"but i grew up",3
"but i guess i",17
"but i guess it",7
"but i had a",19
"but i had no",11
"but i had to",18
"but i have a",46
"but i have another",3
"but i have been",16
"but i have had",9
"but i have no",27
"but i have some",4
"but i have the",9
"but i have to",62
"but i just dont",14
"but i just have",3
"but i just think",4
"but i kind of",12
"but i knew the",3
"but i know he",3
"but i know i",11
"but i know im",5
"but i know that",18
"but i know the",6
"but i know what",6
"but i like to",18
"but i liked the",4
"but i live in",10
"but i love the",14
"but i may have",5
"but i must have",3
"but i no longer",4
"but i only had",5
"but i really do",6
"but i really dont",14
"but i really have",3
"but i really like",6
"but i really need",3
"but i tend to",6
"but i think he",18
"but i think hes",4
"but i think if",4
"but i think im",9
"but i think it",41
"but i think its",39
"but i think that",23
"but i think thats",9
"but i think the",35
"but i think they",6
"but i think theyre",4
"but i think this",9
"but i think we",22
"but i think well",4
"but i think you",10
"but i thought that",4
"but i thought the",6
"but i try to",6
"but i want to",55
"but i wanted a",4
"but i wanted to",33
"but i was also",5
"but i was not",7
"but i was pretty",4
"but i was still",6
"but i wasnt sure",5
"but i will definitely",5
"but i will not",10
"but i will say",11
"but i wonder if",8
"but i wont be",10
"but i would have",10
"but i would never",5
"but i wouldnt be",8
"but id like to",11
"but if i do",10
"but if i had",8
"but if it is",5
"but if its not",3
"but if its the",5
"but if thats not",3
"but if they do",5
"but if you are",17
"but if you can",4
"but if you dont",9
"but if you have",11
"but if you know",6
"but if you need",5
"but if you really",4
"but if you want",32
"but if youre a",6
"but ill get there",4
"but ill take the",6
"but ill tell you",6
"but im excited about",3
"but im glad i",6
"but im going to",39
"but im not a",9
"but im not going",14
"but im not sure",33
"but im ready for",7
"but im so tired",3
"but im still a",3
"but im telling you",4
"but im trying to",7
"but in order to",14
"but in the end",58
"but in the long",3
"but in the meantime",21
"but in this case",10
"but it appears that",4
"but it can be",14
"but it could be",13
"but it could have",3
"but it depends on",4
"but it did not",4
"but it didnt have",3
"but it didnt work",4
"but it does help",5
"but it does not",7
"but it does seem",6
"but it doesnt make",7
"but it doesnt seem",10
"but it had to",6
"but it has been",13
"but it has to",7
"but it is a",35
"but it is an",4
"but it is better",4
"but it is going",3
"but it is hard",4
"but it is not",25
"but it is now",5
"but it is on",4
"but it is only",3
"but it is probably",3
"but it is really",6
"but it is still",8
"but it is the",14
"but it is too",3
"but it is very",7
"but it is what",14
"but it is worth",8
"but it just didnt",3
"but it looks like",24
"but it made me",9
"but it might be",7
"but it might have",4
"but it must be",8
"but it really does",3
"but it seems like",12
"but it seems that",8
"but it seems to",9
"but it should be",9
"but it still doesnt",5
"but it still feels",3
"but it turns out",17
"but it was a",59
"but it was actually",4
"but it was an",7
"but it was nice",5
"but it was no",3
"but it was not",14
"but it was only",8
"but it was pretty",7
"but it was the",21
"but it was too",9
"but it was worth",12
"but it wasnt working",5
"but it will be",24
"but it wont be",11
"but it would be",27
"but it would have",6
"but it would probably",4
"but it would take",4
"but its a good",9
"but its been a",12
"but its definitely a",3
"but its going to",9
"but its hard to",13
"but its how i",4
"but its just a",4
"but its just not",9
"but its kind of",5
"but its more of",4
"but its nice to",6
"but its not like",4
"but its not something",4
"but its not that",12
"but its not the",13
"but its not too",4
"but its on the",3
"but its so much",4
"but its still a",8
"but its the same",3
"but its the thought",3
"but its time to",9
"but its worth it",11
"but ive got a",8
"but keep in mind",6
"but lets just say",15
"but like i said",6
"but make sure to",3
"but many of the",8
"but many of us",4
"but most of all",11
"but most of the",24
"but most of them",8
"but most of us",4
"but no matter how",6
"but no matter what",7
"but no one has",6
"but no one is",5
"but no one was",6
"but none of the",8
"but none of them",14
"but not as much",8
"but not at the",5
"but not enough to",15
"but not for a",4
"but not for the",4
"but not in a",13
"but not in the",15
"but not nearly as",8
"but not on the",5
"but not so much",11
"but not this time",4
"but not to the",4
"but now i know",3
"but now im starting",3
"but now it is",6
"but now its time",4
"but now that i",10
"but now that ive",5
"but on the bright",6
"but on the other",7
"but once you get",5
"but one of the",31
"but one thing is",4
"but only a few",6
"but only if they",3
"but other than that",14
"but right now its",4
"but she doesnt have",4
"but she is so",3
"but she was in",4
"but she was on",4
"but some of the",18
"but some of them",7
"but that does not",8
"but that doesnt mean",39
"but that doesnt take",3
"but that is a",8
"but that is the",8
"but that just means",4
"but that was the",8
"but that will be",4
"but that would be",9
"but thats just the",8
"but thats not the",13
"but thats not what",9
"but thats not why",5
"but thats ok because",3
"but the damage was",4
"but the fact that",14
"but the last time",4
"but the more i",4
"but the number of",8
"but the only thing",6
"but the question is",3
"but the rest of",23
"but the truth is",20
"but the way i",4
"but then again he",4
"but then again i",16
"but then i remembered",6
"but then in the",3
"but then one day",5
"but there are a",22
"but there are always",4
"but there are few",3
"but there are more",7
"but there are no",7
"but there are other",10
"but there are plenty",4
"but there are some",16
"but there are still",11
"but there are two",4
"but there have been",9
"but there is a",46
"but there is also",10
"but there is always",8
"but there is more",4
"but there is no",30
"but there is nothing",3
"but there is some",4
"but there is still",9
"but there is the",4
"but there it is",7
"but there was a",17
"but there was no",10
"but there was so",4
"but there will be",17
"but theres a lot",5
"but theres no need",3
"but theres no way",8
"but they are a",4
"but they are also",7
"but they are in",5
"but they are not",15
"but they are still",9
"but they arent the",3
"but they can be",5
"but they have no",4
"but they made it",3
"but they must be",4
"but they need to",8
"but they want to",5
"but they were all",3
"but they were in",3
"but they will be",7
"but this is a",18
"but this is all",3
"but this is just",10
"but this is my",5
"but this is the",18
"but this is what",4
"but this one is",6
"but this time its",3
"but this time the",6
"but this was a",6
"but this was the",7
"but this year he",3
"but was in a",3
"but we also have",3
"but we also need",4
"but we are in",5
"but we are not",7
"but we do have",4
"but we dont have",8
"but we got a",4
"but we got the",3
"but we had a",5
"but we have a",13
"but we have some",3
"but we have to",10
"but we know the",3
"but we need to",13
"but we still have",10
"but we want to",5
"but well see how",4
"but were going to",7
"but what about the",14
"but what do you",8
"but what happens when",4
"but what kind of",7
"but when i do",20
"but when i got",5
"but when i saw",11
"but when it comes",27
"but when you get",5
"but when you look",4
"but with all of",3
"but would like to",6
"but you can also",6
"but you can always",6
"but you can get",10
"but you can see",3
"but you can still",10
"but you dont have",13
"but you dont know",6
"but you dont want",8
"but you get the",20
"but you had to",4
"but you have to",49
"but you just have",3
"but you know what",21
"but you might want",3
"but you need to",15
"but you never know",12
"but you still have",6
"but you will never",4
"buy a pair of",6
"buy it for me",3
"buy it in the",3
"buying a pair of",3
"by a bunch of",6
"by a car on",3
"by a couple of",9
"by a group of",21
"by a long shot",9
"by a piece of",4
"by a series of",11
"by a variety of",9
"by a year old",5
"by any means but",4
"by as much as",12
"by clicking on the",11
"by far my favorite",10
"by far the best",15
"by far the greatest",5
"by far the most",21
"by going to the",7
"by leaps and bounds",4
"by less than a",4
"by looking at the",9
"by more than a",5
"by now i know",3
"by one of the",21
"by so many people",4
"by some of the",22
"by taking away the",3
"by that i mean",10
"by the actions of",4
"by the age of",6
"by the amount of",5
"by the better business",5
"by the city of",9
"by the end of",284
"by the fact that",37
"by the federal government",21
"by the fire and",3
"by the front door",6
"by the girl scouts",3
"by the grace of",8
"by the idea of",7
"by the lack of",10
"by the laws of",3
"by the light of",7
"by the likes of",11
"by the loss of",7
"by the name of",13
"by the number of",7
"by the people and",3
"by the president and",4
"by the sight of",4
"by the size of",4
"by the story of",4
"by the time he",22
"by the time i",68
"by the time she",11
"by the time the",49
"by the time they",22
"by the time we",33
"by the time were",4
"by the time you",19
"by the way a",3
"by the way and",5
"by the way but",3
"by the way he",3
"by the way i",22
"by the way if",4
"by the way im",6
"by the way is",9
"by the way just",6
"by the way the",15
"by the way you",12
"by the white house",11
"by to check out",3
"by virtue of the",3
"cabin in the woods",29
"call from one of",3
"call it a day",12
"called me and told",3
"calm me down and",3
"came all the way",3
"came back from the",5
"came back with a",9
"came home from school",4
"came home from work",6
"came in contact with",6
"came out and made",3
"came out in the",8
"came out of nowhere",6
"came out of the",33
"came out on top",3
"came out with a",3
"came over to the",3
"came to an end",10
"came to me i",5
"came to my attention",4
"came to power in",4
"came to terms with",3
"came to the realization",3
"came up in the",5
"came up with a",28
"came up with some",4
"came up with the",41
"can also be a",4
"can also lead to",5
"can and will be",6
"can assure you that",6
"can be a bit",10
"can be a challenge",6
"can be a good",7
"can be a great",8
"can be a major",4
"can be applied to",7
"can be as simple",7
"can be attributed to",3
"can be done about",4
"can be done but",3
"can be done by",4
"can be done in",6
"can be done to",10
"can be done with",7
"can be found at",33
"can be found in",26
"can be found on",15
"can be hard to",15
"can be in the",7
"can be just as",11
"can be made in",7
"can be made to",8
"can be one of",7
"can be proud of",3
"can be reached by",3
"can be said for",6
"can be seen as",4
"can be seen in",8
"can be sent to",5
"can be summed up",8
"can be the difference",3
"can be the most",5
"can be traced to",7
"can be turned into",3
"can be used as",11
"can be used for",18
"can be used in",13
"can be used to",35
"can be viewed by",3
"can call it that",3
"can change the way",3
"can change the world",6
"can check out the",8
"can come out of",4
"can come up with",17
"can continue to be",3
"can do a better",3
"can do about it",10
"can do anything you",4
"can do better than",7
"can do in a",3
"can do in the",3
"can do is be",8
"can do is continue",3
"can do is sit",3
"can do is try",4
"can do it all",8
"can do it and",5
"can do it for",8
"can do it in",6
"can do it with",8
"can do no wrong",5
"can do now is",5
"can do something to",4
"can do the same",11
"can do this we",3
"can do to a",3
"can do to help",26
"can do to improve",4
"can do whatever you",5
"can do with a",4
"can find a way",4
"can find out what",3
"can get a better",5
"can get away from",4
"can get away with",16
"can get back on",4
"can get back to",11
"can get it to",3
"can get out of",10
"can get them out",4
"can get to the",7
"can get used to",3
"can give you a",7
"can go a long",5
"can go back and",8
"can go back to",16
"can go to the",10
"can have a good",3
"can help with the",3
"can honestly say i",8
"can honestly say that",6
"can i do it",4
"can i get a",112
"can i help you",12
"can i tell you",7
"can just make it",3
"can keep it up",5
"can lead to a",6
"can learn a lot",7
"can learn how to",3
"can live up to",6
"can look at a",5
"can look at the",5
"can look forward to",7
"can make a difference",32
"can make a huge",7
"can make it to",14
"can make you feel",7
"can make your own",7
"can mean the difference",4
"can move on to",5
"can only hope that",9
"can only imagine the",4
"can only mean one",5
"can pick up a",7
"can pull it off",7
"can pull off a",4
"can pull this off",3
"can result in a",3
"can say is that",5
"can see im a",3
"can see it and",4
"can see it in",9
"can see it now",4
"can see the whole",4
"can see why they",3
"can sign up for",6
"can stay with us",3
"can still see the",8
"can take care of",14
"can talk about it",4
"can tell a lot",3
"can tell you a",6
"can tell you is",4
"can tell you that",9
"can tell you the",4
"can tell you what",11
"can turn into a",3
"can use it for",5
"can we go to",4
"can we have a",4
"can we make that",3
"can work from home",3
"can you do in",3
"can you feel the",4
"can you help me",14
"can you imagine the",7
"can you imagine what",6
"can you please help",5
"can you put a",3
"can you talk about",5
"can you tell me",15
"can you think of",7
"canada the united states",3
"cannot believe that i",3
"cannot seem to find",3
"cannot tell you how",4
"cant afford to buy",4
"cant beat the price",3
"cant believe i have",7
"cant believe that i",5
"cant believe this is",5
"cant come soon enough",15
"cant come up with",4
"cant do anything but",3
"cant do that and",3
"cant even begin to",6
"cant even get a",7
"cant even remember the",3
"cant even stand up",3
"cant even tell you",3
"cant even think about",3
"cant figure it out",7
"cant figure out how",14
"cant figure out what",5
"cant get enough of",27
"cant get out of",8
"cant get past the",3
"cant help but be",7
"cant help but feel",5
"cant help but think",16
"cant help but to",4
"cant help but wonder",7
"cant help it i",6
"cant imagine life without",4
"cant keep up with",11
"cant make it to",12
"cant say enough about",6
"cant say no to",4
"cant seem to find",12
"cant seem to get",11
"cant stop thinking about",22
"cant take it anymore",4
"cant take it with",3
"cant tell the difference",4
"cant tell you how",28
"cant think of a",16
"cant think of anything",10
"cant wait for the",129
"cant wait to do",14
"cant wait to get",117
"cant wait to go",62
"cant wait to see",460
"cant wait to share",25
"capital of the world",14
"car in front of",8
"care how much you",4
"care less about the",5
"care of business in",3
"care of each other",3
"care of my family",4
"care very much about",4
"case of an emergency",3
"case you didnt know",8
"case you dont know",4
"case you were wondering",15
"cat in the hat",7
"catch up on the",9
"catch up with the",12
"catcher in the rye",4
"catching up to do",8
"catching up with old",6
"caught a glimpse of",5
"caught in the middle",3
"caught in the rain",5
"caught up in a",4
"caught up in the",30
"caught up in this",6
"cause i have a",3
"cause of death for",4
"ceases to amaze me",9
"celebrate the life of",5
"chamber of commerce and",15
"chance of having a",4
"chance to be in",4
"chance to catch up",5
"chance to come back",3
"chance to do it",3
"chance to get a",7
"chance to get to",3
"chance to go back",4
"chance to look at",4
"chance to make a",7
"chance to make it",8
"chance to talk to",4
"chance to win a",56
"chance to win this",4
"chances are good that",6
"change for the better",6
"change in the world",3
"change is gonna come",4
"change is in the",5
"change it up a",3
"change the course of",7
"change the name of",4
"change the world and",5
"change you want to",10
"changed for the better",4
"changed his name to",5
"changed in the last",6
"changed over the years",11
"changed the way i",4
"changes have been made",6
"changes in my life",6
"changes in the world",3
"changing for the better",4
"chapter in my life",7
"check back soon for",5
"check in at the",4
"check it out and",23
"check it out at",20
"check it out i",7
"check it out its",6
"check out some of",13
"check out the daily",3
"check out the latest",7
"check out the rest",4
"check to see if",6
"checked into the hotel",3
"checking to make sure",3
"chicken soup for the",6
