"item","Frequency"
"claim that it",4
"claim that the",14
"claim that you",4
"claim they were",3
"claim to be",25
"claim to fame",11
"claim to have",4
"claim your prize",13
"claimed to be",20
"claiming to be",8
"claims to be",16
"claims to have",12
"clash of the",13
"class a team",4
"class and it",4
"class and the",9
"class at the",12
"class because i",3
"class for a",8
"class for the",6
"class i have",5
"class in a",8
"class in college",3
"class in the",18
"class it is",3
"class it was",5
"class last week",4
"class last year",3
"class next year",3
"class of graduating",3
"class of the",13
"class on the",8
"class on tuesday",3
"class when a",3
"class will be",8
"class with a",4
"class with the",6
"classes and the",3
"classes as well",3
"classes at the",12
"classes for kids",3
"classes for the",9
"classes this semester",4
"classes will be",4
"claus is coming",3
"clean it up",14
"clean up after",6
"clean up and",9
"clean up the",30
"clean up your",5
"clean water and",9
"cleaned it up",6
"cleaned up and",3
"cleaned up the",5
"cleaning up and",6
"cleaning up the",17
"clear and present",3
"clear from the",14
"clear i was",3
"clear if you",3
"clear my mind",7
"clear of the",8
"clear on the",6
"clear sign that",3
"clear signal to",3
"clear that i",7
"clear that the",40
"clear that this",7
"clear to me",18
"clear up the",5
"clearly does not",3
"clearly had a",3
"clearly in the",4
"cleveland is a",6
"click here for",16
"click here to",31
"click of a",6
"click on a",11
"click on that",4
"click on the",101
"click the like",3
"clicking on the",16
"clients have been",5
"clients in the",5
"climate change is",6
"climb into a",3
"climbed to the",6
"climbing the ladder",3
"climbing up the",4
"cling to the",9
"clings to the",5
"clip of the",4
"clock is ticking",12
"clock on the",3
"close and i",6
"close and it",3
"close and personal",7
"close as a",5
"close as you",5
"close at pm",9
"close attention to",16
"close enough to",22
"close eye on",9
"close for comfort",3
"close friend of",10
"close friends and",10
"close in a",4
"close look at",5
"close my eyes",14
"close out the",21
"close proximity to",11
"close the book",4
"close the deal",8
"close the door",4
"close the laptop",3
"close to a",47
"close to being",23
"close to death",4
"close to her",10
"close to his",11
"close to home",31
"close to it",15
"close to my",31
"close to one",6
"close to our",8
"close to that",10
"close to the",158
"close to them",6
"close to your",12
"close your eyes",29
"closed due to",14
"closed for the",13
"closed in the",7
"closed on a",3
"closed on sundays",3
"closed the door",12
"closed to the",21
"closed with a",9
"closely at the",4
"closely you can",5
"closer and closer",10
"closer relationship with",3
"closer to a",13
"closer to being",3
"closer to having",3
"closer to her",5
"closer to home",18
"closer to my",10
"closer to the",79
"closes at pm",5
"closes out the",3
"closest thing to",9
"closest to me",5
"closest to the",14
"closest to you",4
"closing of the",13
"closing out a",4
"closing the gap",3
"clothes and shoes",7
"clothing and accessories",5
"club and the",8
"club for a",4
"club for the",3
"club is the",4
"clue what it",3
"clues in the",3
"coach of the",61
"coast of maine",3
"coast to coast",16
"coaster of emotions",4
"coat of paint",6
"cocktails and a",3
"coffee and a",14
"coffee and tea",7
"coffee in the",18
"coffee is the",5
"coffee it is",6
"coffee or tea",10
"coffee shop for",3
"coffee shop in",4
"coffee waiting for",4
"coffee with a",5
"cofounder of the",18
"cold and flu",5
"cold and rainy",12
"cold and wet",7
"cold and windy",5
"cold enough to",3
"cold in the",12
"cold water to",7
"collapse of the",13
"collapse under the",3
"colleagues in the",9
"collection at the",5
"collection in the",8
"collection of short",4
"collection of the",6
"college degree and",5
"college football is",7
"college in the",8
"college students to",7
"college that i",3
"color and the",3
"color as the",4
"color of the",29
"color of their",8
"color on the",6
"color will be",3
"colors of the",16
"colors shapes and",3
"columbia for the",3
"columbia river gorge",4
"column on the",5
"columnist for the",13
"combination of both",4
"combination of the",27
"combined with a",13
"combined with the",32
"come a day",7
"come a long",39
"come across a",17
"come across as",15
"come across the",6
"come after the",3
"come all the",8
"come along i",3
"come and find",5
"come and go",26
"come and gone",16
"come and have",4
"come and help",4
"come and see",20
"come and take",4
"come and tell",4
"come and visit",8
"come around the",3
"come as a",16
"come as well",3
"come at a",16
"come away with",10
"come back a",4
"come back after",4
"come back again",12
"come back and",75
"come back as",4
"come back at",6
"come back because",3
"come back down",5
"come back for",13
"come back from",23
"come back here",15
"come back in",22
"come back into",7
"come back next",9
"come back on",13
"come back the",6
"come back to",138
"come back up",6
"come back when",8
"come back with",14
"come but i",5
"come by and",51
"come by the",26
"come close to",24
"come down and",17
"come down from",5
"come down on",4
"come down to",56
"come equipped with",4
"come fast enough",6
"come first serve",4
"come for the",5
"come from a",26
"come from all",6
"come from and",6
"come from but",5
"come from it",6
"come from the",68
"come from what",3
"come here and",15
"come here for",8
"come here i",4
"come here to",10
"come home and",16
"come home for",4
"come home so",7
"come home to",22
"come home with",8
"come i will",4
"come in a",21
"come in all",10
"come in and",87
"come in at",5
"come in contact",8
"come in for",39
"come in handy",26
"come in here",13
"come in many",6
"come in on",6
"come in the",32
"come in this",5
"come in to",24
"come in with",8
"come into contact",8
"come into my",6
"come into the",19
"come into their",3
"come looking for",4
"come my way",5
"come of this",3
"come off as",10
"come off the",11
"come on a",11
"come on board",6
"come on down",62
"come on how",6
"come on the",10
"come out and",103
"come out for",14
"come out i",4
"come out in",18
"come out of",105
"come out on",17
"come out to",84
"come out tonight",7
"come out with",33
"come over and",30
"come over for",10
"come over to",9
"come see me",51
"come so far",8
"come soon enough",17
"come take a",9
"come this week",4
"come this weekend",3
"come through the",11
"come to a",55
"come to an",40
"come to be",14
"come to expect",9
"come to his",3
"come to know",7
"come to life",18
"come to love",6
"come to make",3
"come to me",27
"come to mind",24
"come to my",46
"come to our",36
"come to pass",12
"come to realize",15
"come to school",14
"come to see",13
"come to south",6
"come to terms",23
"come to that",10
"come to the",193
"come to their",9
"come to them",6
"come to think",26
"come to this",13
"come to understand",4
"come to us",8
"come to visit",8
"come to you",24
"come together and",9
"come together as",4
"come together in",10
"come true and",10
"come true for",9
"come up again",5
"come up and",11
"come up in",9
"come up short",8
"come up the",5
"come up to",30
"come up with",316
"come with a",30
"come with an",9
"come with being",4
"come with it",7
"come with me",27
"come with the",16
"comes a day",5
"comes a time",8
"comes across as",17
"comes after it",3
"comes along with",3
"comes as a",11
"comes back and",3
"comes back from",4
"comes back to",11
"comes close to",6
"comes down to",64
"comes from a",39
"comes from my",5
"comes from the",63
"comes home and",4
"comes in a",19
"comes in all",5
"comes in and",5
"comes in at",8
"comes in handy",13
"comes in the",16
"comes in to",9
"comes into force",3
"comes into play",6
"comes into the",9
"comes on the",12
"comes out for",4
"comes out of",35
"comes out the",5
"comes out to",8
"comes out with",10
"comes through the",3
"comes time to",11
"comes to a",24
"comes to an",8
"comes to getting",4
"comes to making",4
"comes to me",7
"comes to mind",34
"comes to our",7
"comes to that",5
"comes to the",59
"comes to their",4
"comes to us",3
"comes to your",6
"comes up to",8
"comes up with",17
"comes when you",3
"comes with a",40
"comes with it",10
"comes with the",15
"comes your way",5
"comfort in the",8
"comfort of your",7
"comfortable with the",17
"comfortable with who",3
"comic book day",16
"coming and going",8
"coming around to",6
"coming at a",6
"coming at me",3
"coming at you",4
"coming back and",5
"coming back for",15
"coming back from",23
"coming back home",6
"coming back to",82
"coming back with",9
"coming but i",4
"coming down from",8
"coming down the",10
"coming down to",11
"coming from a",26
"coming from all",10
"coming from the",61
"coming full circle",3
"coming here in",4
"coming here to",3
"coming home and",7
"coming home from",17
"coming home to",21
"coming home with",5
"coming i can",3
"coming in and",16
"coming in for",13
"coming in from",16
"coming in the",28
"coming in to",16
"coming in with",11
"coming into the",20
"coming of age",11
"coming off a",28
"coming off the",20
"coming out and",10
"coming out in",27
"coming out next",5
"coming out of",94
"coming out on",6
"coming out to",41
"coming over to",4
"coming soon to",16
"coming through the",6
"coming to a",29
"coming to america",9
"coming to an",33
"coming to life",4
"coming to my",17
"coming to our",19
"coming to see",19
"coming to terms",8
"coming to the",122
"coming to them",4
"coming to this",5
"coming to town",19
"coming to visit",20
"coming to you",13
"coming together to",8
"coming up and",20
"coming up for",15
"coming up i",10
"coming up in",41
"coming up it",3
"coming up next",16
"coming up on",31
"coming up the",9
"coming up to",16
"coming up with",53
"coming with the",3
"coming your way",30
"comment at the",3
"comment in the",10
"comment on a",8
"comment on her",7
"comment on it",6
"comment on our",3
"comment on that",10
"comment on the",114
"comment on their",4
"comment with the",3
"commentary on the",8
"commented on how",8
"commented on the",9
"commenting about the",3
"commenting on the",5
"comments about the",12
"comments from the",11
"comments on our",3
"comments on the",11
"comments on this",5
"commercial real estate",16
"commit to the",5
"commitment to the",31
"committed to a",5
"committed to the",24
"committee voted to",3
"committing a crime",4
"common in the",9
"common practice for",4
"common sense but",5
"common sense is",4
"common sense would",4
"commonly found in",3
"commonly known as",11
"communication in the",4
"communities in the",8
"community and a",6
"community and the",16
"community as a",6
"community college and",10
"community emergency response",3
"community is the",3
"community manager to",3
"community of people",5
"companies are not",5
"companies continue to",3
"companies in the",29
"companies looking to",4
"companies may be",3
"companies that are",9
"companies that have",9
"companies will be",8
"company and the",18
"company and to",5
"company based on",3
"company for a",6
"company in the",26
"company is a",8
"company on the",5
"company that made",4
"company that would",4
"company wants to",5
"company was the",3
"company will be",10
"company with a",7
"comparable to the",5
"compare it to",9
"compare this to",4
"compared it to",9
"compared to a",14
"compared to in",8
"compared to last",8
"compared to million",10
"compared to other",21
"compared to the",88
"compared to this",4
"compared to those",7
"compared to what",16
"compares to a",5
"compares to the",6
"comparing the two",3
"comparison to the",13
"compassion and love",3
"compete and win",4
"compete in the",31
"compete with that",4
"compete with the",20
"competing in the",17
"competition at the",9
"competition for the",8
"competition in the",9
"complain about a",5
"complain about it",6
"complain about the",13
"complained that he",5
"complained that it",5
"complaining about the",16
"complaint with the",8
"complaints about a",3
"complaints about the",13
"complete and total",5
"complete control of",4
"complete set of",5
"complete waste of",6
"complete with a",20
"complete with the",7
"complete without the",4
"completed by the",9
"completely at the",3
"completely in the",5
"completely out of",12
"completely unaware of",3
"completion of the",13
"complex on the",5
"complexity of the",7
"complicated by the",8
"complicated than it",4
"component of the",10
"components of the",6
"computer all day",5
"concentrate on my",6
"concentrate on the",15
"concept of a",12
"concept of the",12
"conception of the",3
"concern is that",6
"concern with the",8
"concerned about it",4
"concerned about the",53
"concerned about what",11
"concerned that a",9
"concerned that the",20
"concerned that this",3
"concerned with the",22
"concert at the",15
"concert for the",6
"concert in the",6
"concert on the",3
"concerted effort to",6
"concluded that the",16
"conclusion of the",15
"condition in which",6
"condition is not",3
"condolences to the",8
"conducted in a",4
"conference and then",3
"conference at the",19
"conference call for",3
"conference call with",27
"conference in detroit",3
"conference in san",6
"conference in the",9
"conference of the",9
"conference this morning",5
"conference will be",4
"conference with a",6
"confess that i",6
"confessions of a",3
"confidence in him",5
"confidence in me",5
"confidence in the",22
"confidence in their",8
"confident enough to",7
"confident in the",7
"confident that the",10
"confined to the",7
"confirm or deny",5
"confirmed that the",16
"conflict in the",6
"conflicts with the",4
"confused as to",9
"confused by the",7
"confused with the",10
"congratulating me on",5
"congratulations to all",31
"congress to do",4
"congressional black caucus",4
"connect the dots",5
"connect to the",13
"connect to your",4
"connect with people",7
"connect with the",14
"connected to a",9
"connected to him",3
"connected to the",46
"connected with the",12
"connecting to the",4
"connection between the",9
"connection to the",30
"connection with the",62
"connections to other",3
"connects us to",6
"consent of the",8
"consequence of the",5
"consequences of the",7
"conservative in the",3
"conservative tea party",3
"consider becoming a",4
"consider it a",15
"consider myself a",7
"consider to be",18
"consider yourself a",6
"considered a good",6
"considered in the",4
"considered the most",6
"considered to be",31
"considering how much",4
"consistency is the",3
"consisting of a",6
"consists of a",10
"constantly on the",3
"constantly trying to",5
"constitutional rights of",5
"construction in the",9
"construction right now",3
"consumption of alcohol",3
"contact me at",19
"contact us to",9
"contact with a",13
"contact with her",7
"contact with him",3
"contact with some",3
"contact with the",38
"contact your local",4
"contacted by the",9
"contacted me about",5
"contained in a",9
"contained in the",10
"contempt for the",5
"content in the",4
"content to be",7
"content with the",5
"contents of her",4
"contest for a",4
"contest for the",6
"contest today and",3
"context of a",9
"context of the",18
"continuation of the",10
"continue the conversation",5
"continue to ask",5
"continue to be",87
"continue to do",42
"continue to engage",4
"continue to enjoy",7
"continue to evolve",5
"continue to fight",11
"continue to go",4
"continue to grow",23
"continue to have",12
"continue to hold",6
"continue to improve",5
"continue to increase",7
"continue to live",7
"continue to make",14
"continue to pay",4
"continue to play",9
"continue to post",4
"continue to protect",3
"continue to receive",5
"continue to rise",9
"continue to see",5
"continue to serve",9
"continue to support",9
"continue to talk",6
"continue to use",10
"continue to work",28
"continue with the",9
"continue with this",3
"continued commitment to",3
"continued support of",3
"continued to get",3
"continues to be",47
"continues to do",6
"continues to evolve",4
"continues to go",7
"continues to grow",17
"continues to make",5
"continues to struggle",4
"continuing to play",4
"continuing to work",5
"contract for a",5
"contract is the",3
"contrary to what",10
"contrast to the",26
"contribute to a",8
"contribute to the",37
"contribute to their",4
"contribute to this",4
"contributed to the",50
"contributes to the",6
"contributing to a",7
"contributing to the",12
"contribution to the",31
"contributions can be",6
"contributions to the",19
"contributor to the",11
"contributor to this",4
"control are the",3
"control of his",20
"control of my",7
"control of the",103
"control of their",10
"control of your",14
"control on the",4
"convenience of the",4
"convention center and",9
"conversation about the",9
"conversation turns to",3
"conversation with a",16
"conversation with him",4
"conversation with me",6
"conversation with someone",5
"conversation with the",14
"conversations about the",4
"converted into a",7
"convince him to",9
"convince myself to",3
"convinced me that",3
"convinced me to",10
"convinced that the",10
"cook and clean",5
"cook in a",3
"cook in the",7
"cook on the",4
"cooked in the",8
"cookie dough and",3
"cookies and cream",5
"cooking and baking",4
"cooking class at",5
"cooking in the",5
"cooking up some",6
"cooks in the",5
"cool and the",8
"cool as ice",3
"cool enough to",10
"cool for a",5
"cool he had",3
"cool i wanted",3
"cool in the",14
"cool is that",29
"cool place to",4
"cool thing about",4
"cool to be",15
"cool with it",4
"cooler full of",3
"cop in the",4
"copies of books",3
"copies of her",6
"copies of his",5
"copies of the",37
"copies of this",3
"copious amounts of",8
"copy of a",12
"copy of his",5
"copy of it",5
"copy of my",11
"copy of our",6
"copy of the",83
"copy of their",3
"copy of your",10
"coq au vin",4
"core of our",7
"core of the",15
"corn on the",10
"corned beef and",5
"corner in the",10
"corner of my",19
"corner of th",12
"corner of the",77
"cost a lot",7
"cost less than",14
"cost me a",9
"cost of a",18
"cost of an",5
"cost of attending",4
"cost of gas",3
"cost of living",21
"cost of the",52
"cost of their",6
"cost of this",5
"cost per person",6
"cost to our",3
"cost to replace",4
"cost up to",6
"costs a lot",6
"costs more than",10
"couch for a",4
"could add a",6
"could afford it",7
"could afford the",3
"could afford to",11
"could almost feel",4
"could also be",32
"could argue that",6
"could ask for",16
"could be a",192
"could be added",6
"could be an",29
"could be and",4
"could be any",7
"could be anywhere",5
"could be argued",6
"could be as",9
"could be at",25
"could be because",6
"could be better",28
"could be called",7
"could be considered",14
"could be described",6
"could be disastrous",3
"could be doing",7
"could be done",12
"could be even",8
"could be found",12
"could be further",10
"could be going",6
"could be good",8
"could be here",11
"could be his",5
"could be in",42
"could be just",11
"could be like",13
"could be made",8
"could be more",18
"could be myself",3
"could be on",16
"could be one",12
"could be our",8
"could be pushed",3
"could be read",5
"could be said",19
"could be saved",4
"could be seen",16
"could be so",19
"could be some",7
"could be something",7
"could be taken",14
"could be that",19
"could be the",100
"could be there",39
"could be twins",3
"could be used",44
"could be very",7
"could be watching",7
"could be with",6
"could be worse",21
"could be worth",9
"could be wrong",16
"could be your",9
"could be yours",4
"could become the",8
"could benefit from",19
"could bring to",5
"could buy a",4
"could call it",5
"could care less",30
"could carry out",3
"could change the",9
"could check out",4
"could come in",5
"could come off",3
"could come to",11
"could come up",16
"could count on",13
"could count the",4
"could create a",11
"could do a",22
"could do both",3
"could do for",7
"could do in",3
"could do it",46
"could do more",6
"could do something",11
"could do that",27
"could do the",12
"could do this",8
"could do to",27
"could do was",11
"could do whatever",4
"could do with",14
"could easily be",14
"could easily have",6
"could eat it",5
"could eat them",3
"could end up",27
"could ever be",10
"could ever have",8
"could ever hope",6
"could ever imagine",9
"could face the",3
"could figure out",8
"could find a",9
"could find the",6
"could finish the",3
"could fit in",6
"could fix it",5
"could get a",49
"could get at",3
"could get for",7
"could get his",5
"could get hot",4
"could get it",12
"could get more",9
"could get out",5
"could get some",7
"could get the",23
"could get this",4
"could get to",14
"could get up",7
"could get used",6
"could get you",6
"could give the",5
"could go a",6
"could go anywhere",5
"could go back",32
"could go for",17
"could go home",8
"could go on",31
"could go to",35
"could go up",4
"could go wrong",6
"could handle it",6
"could hang out",5
"could happen to",4
"could have a",49
"could have become",4
"could have been",202
"could have bought",5
"could have come",7
"could have done",40
"could have easily",5
"could have ever",11
"could have expected",5
"could have gone",20
"could have got",5
"could have gotten",17
"could have had",12
"could have happened",7
"could have imagined",10
"could have just",8
"could have made",20
"could have missed",4
"could have one",7
"could have prevented",7
"could have said",10
"could have saved",9
"could have seen",9
"could have some",6
"could have started",4
"could have stayed",5
"could have sworn",7
"could have taken",8
"could have that",7
"could have the",13
"could have told",6
"could have used",18
"could have walked",3
"could he possibly",3
"could hear him",3
"could help me",5
"could help with",7
"could hold a",4
"could i have",11
"could it be",45
"could it possibly",3
"could just as",5
"could just be",15
"could just go",6
"could just make",5
"could lead to",35
"could learn from",6
"could live with",8
"could look at",7
"could make a",36
"could make her",4
"could make it",56
"could make my",4
"could make the",21
"could make their",3
"could make them",6
"could make this",3
"could never be",13
"could never get",5
"could never have",15
"could never tell",3
"could not afford",8
"could not be",144
"could not do",11
"could not find",21
"could not get",25
"could not go",8
"could not have",51
"could not hear",3
"could not help",6
"could not make",9
"could not see",10
"could not use",5
"could offer a",3
"could only be",9
"could only hope",3
"could only watch",4
"could open the",4
"could participate in",4
"could pick up",8
"could play in",7
"could play the",6
"could possibly be",16
"could possibly get",3
"could possibly go",5
"could probably be",5
"could reach the",4
"could read the",4
"could really use",29
"could relate to",6
"could return to",8
"could say i",11
"could say im",3
"could say that",24
"could see a",13
"could see her",8
"could see him",7
"could see how",11
"could see in",6
"could see it",14
"could see my",10
"could see on",3
"could see that",17
"could see the",34
"could see what",10
"could set up",9
"could show you",3
"could spend the",4
"could stand to",5
"could stay in",4
"could still be",14
"could stop the",4
"could switch to",3
"could take a",30
"could take an",4
"could take the",12
"could take up",8
"could talk to",13
"could tell from",4
"could tell her",4
"could there be",3
"could they do",4
"could think of",16
"could this be",14
"could try to",13
"could turn back",3
"could use a",45
"could use an",9
"could use it",12
"could use one",4
"could use some",35
"could use the",15
"could use to",8
"could very well",9
"could vote for",5
"could win a",15
"could win this",3
"could work for",3
"could write a",8
"could write about",6
"could you ask",5
"could you be",8
"could you have",5
"could you not",18
"could you please",27
"could you say",4
"couldnt afford to",15
"couldnt ask for",21
"couldnt be easier",4
"couldnt be happier",23
"couldnt be more",30
"couldnt believe it",22
"couldnt believe that",4
"couldnt believe the",5
"couldnt care less",11
"couldnt do anything",5
"couldnt do it",24
"couldnt do that",5
"couldnt do this",4
"couldnt figure it",4
"couldnt figure out",16
"couldnt find a",19
"couldnt find any",7
"couldnt find him",3
"couldnt find it",7
"couldnt find the",17
"couldnt get a",15
"couldnt get any",14
"couldnt get anything",3
"couldnt get enough",10
"couldnt get into",3
"couldnt get it",13
"couldnt get the",10
"couldnt get to",5
"couldnt handle it",5
"couldnt have done",10
"couldnt help but",32
"couldnt make a",4
"couldnt make it",31
"couldnt make the",10
"couldnt put the",5
"couldnt see any",4
"couldnt see the",6
"couldnt seem to",3
"couldnt sleep so",4
"couldnt stand the",4
"couldnt stay away",3
"couldnt tell what",5
"couldnt tell you",8
"couldnt think of",11
"couldnt understand why",6
"couldnt wait to",20
"council meeting in",5
"council on foreign",6
"count as a",14
"count down the",3
"count for something",4
"count how many",6
"count on a",6
"count on my",5
"count on the",5
"count on us",3
"count the number",5
"countdown to the",8
"counter with a",4
"counterpoint to the",7
"counting down the",34
"counting on a",3
"country and in",7
"country and the",9
"country club and",6
"country for a",4
"country for old",4
"country i am",4
"country in the",34
"country is going",3
"country music is",3
"country to be",6
"country where the",5
"country who have",4
"country would be",6
"county board of",37
"county executive kathleen",4
"county in the",10
"county school board",6
"couple days and",5
"couple hours of",6
"couple in the",5
"couple of blocks",6
"couple of days",157
"couple of decades",8
"couple of different",5
"couple of dozen",4
"couple of games",5
"couple of good",6
"couple of great",6
"couple of hours",67
"couple of miles",6
"couple of minutes",22
"couple of months",54
"couple of nights",8
"couple of people",14
"couple of questions",3
"couple of seasons",6
"couple of the",16
"couple of them",15
"couple of these",10
"couple of times",59
"couple of weeks",172
"couple of years",119
"couple times a",4
"couple weeks ago",23
"couple years ago",22
"couples should be",8
"couples should have",3
"coupon in the",4
"coupons for the",3
"courage in the",3
"courage to take",4
"course and i",8
"course and the",7
"course but i",13
"course he would",3
"course i can",8
"course i didnt",7
"course i dont",11
"course i know",6
"course i want",5
"course i was",11
"course i would",9
"course in the",6
"course is a",6
"course is not",5
"course is that",7
"course is the",5
"course it has",5
"course it is",20
"course it was",17
"course it will",7
"course of a",23
"course of the",64
"course on the",5
"course one of",3
"course there are",15
"course there is",13
"course there was",11
"course there were",8
"course this is",11
"course we are",8
"course when you",4
"course will be",5
"course you can",20
"course you have",7
"course you should",5
"court and the",10
"court in the",14
"court of law",11
"courtesy of a",8
"courtesy of the",14
"cover and a",3
"cover for the",6
"cover in a",3
"cover in the",4
"cover most of",4
"cover of a",6
"cover of darkness",3
"cover of the",14
"coverage in the",6
"coverage of the",40
"covered by the",23
"covered in a",7
"covered in blood",7
"covered in the",9
"covered with a",15
"covered with the",3
"crack as the",3
"crack at it",3
"crack at the",4
"cracked black pepper",3
"cracking down on",10
"cracks in your",4
"craft of writing",3
"crafts and the",3
"crap out of",28
"crash at the",3
"crash course in",5
"crashed into the",20
"crate and barrel",5
"crazy about the",6
"crazy as it",7
"crazy i got",3
"crazy with my",4
"cream and a",4
"cream and chocolate",4
"cream and he",3
"cream and the",4
"cream cheese and",13
"cream cheese frosting",13
"cream in a",4
"cream of mushroom",9
"create a better",9
"create a fun",3
"create a gallery",3
"create a more",8
"create a new",39
"create a place",3
"create a plan",3
"create a video",4
"create jobs and",15
"create something that",10
"create their own",18
"create your own",17
"created a new",8
"created by the",29
"created in the",18
"created the world",4
"creating a new",15
"creating a social",3
"creating their own",8
"creation of a",22
"creation of an",4
"creation of the",9
"creative director and",3
"creative ways to",6
"creativity in the",5
"credit card is",5
"credit card so",3
"credit card to",4
"credit cards to",3
"credit for it",4
"credit for the",22
"credit goes to",5
"credit in the",4
"credit is due",5
"credit score is",4
"crew of the",4
"cried a little",10
"cries out to",4
"criminal charges against",10
"criminal justice system",16
"cringe when i",5
"crisis and the",11
"crisis in the",16
"crisis is to",4
"crisis of the",3
"critical of the",12
"cross between a",6
"cross over to",4
"cross paths with",3
"cross section of",6
"cross the line",10
"cross the road",10
"cross your fingers",9
"crossed paths with",8
"crossed the line",6
"crossing the finish",4
"crossing the street",5
"crowd and the",5
"crowd at the",11
"crucial role in",9
"crucial to the",10
"cruel and unusual",7
"cruelty to animals",7
"crush on him",5
"crux of the",8
"cry for help",5
"cry for the",5
"cry when i",9
"crying at the",10
"crying in the",11
"crying out loud",11
"culture in the",5
"culture of the",13
"cup of coffee",84
"cup of hot",8
"cup of ice",4
"cup of joe",12
"cup of tea",41
"cup of the",14
"cup of water",16
"cups of coffee",11
"curator of the",7
"cure for cancer",3
"cure for the",5
"curious about how",3
"curious about the",9
"curious to know",8
"curious to see",28
"curled up in",8
"current and former",19
"current and future",7
"current state of",10
"current version of",3
"currently have one",3
"currently in the",20
"currently on the",6
"currently sitting on",3
"currently the only",3
"currently working on",17
"currently writing a",4
"curse of the",6
"custody of her",5
"customer service and",10
"customer service is",10
"customer service line",5
"customers will be",3
"cut a bit",3
"cut all of",4
"cut and dried",3
"cut and paste",6
"cut back on",25
"cut cap and",4
"cut down on",27
"cut down the",7
"cut for the",7
"cut from the",25
"cut his hair",7
"cut in half",15
"cut in the",14
"cut it back",4
"cut it down",5
"cut it in",11
"cut it out",26
"cut it to",8
"cut off the",24
"cut out for",16
"cut out of",8
"cut out the",30
"cut the rope",3
"cut them a",3
"cut them out",10
"cut to a",3
"cut to the",10
"cut up the",7
"cuts down on",5
"cuts for the",14
"cuts in the",12
"cuts off the",3
"cuts through the",10
"cuts to the",15
"cutting back on",10
"cutting edge of",4
"cutting off the",6
"cutting through the",5
"d and d",3
"d as in",4
"d at the",3
"d in the",5
"d with the",4
"dad and his",6
"dad and i",12
"dad i dont",3
"dad in the",4
"dad is a",11
"dad told me",8
"dad used to",5
"dad was a",8
"daddy and i",7
"daily dose of",8
"daily life and",7
"daily on the",4
"dallas fort worth",3
"dallas morning news",5
"damage from the",13
"damage to its",5
"damage to the",26
"damage was done",6
"damaged in the",6
"damaging winds and",5
"damn good job",4
"dance and sing",5
"dance and the",3
"dance in the",17
"dance to the",6
"dance with a",4
"dancing and singing",10
"dancing in a",5
"dancing in the",18
"dancing with the",46
"dane county executive",5
"danger of the",3
"dangerously close to",8
"dare i say",11
"dared to dream",4
"dark and white",4
"dark shadows is",6
"dark side of",13
"darkness of the",8
"data and the",7
"data and we",3
"data for the",5
"data in a",5
"data in the",5
"data on the",9
"data to the",4
"date and time",9
"date back to",10
"date for the",11
"date has been",12
"date night with",5
"date of birth",7
"date of the",18
"date on our",3
"date on the",5
"date set yet",3
"date to be",3
"date to the",8
"date we are",3
"date with a",7
"date with my",11
"dates and times",6
"dates for the",4
"dates to the",4
"dating back to",35
"daughter and her",12
"daughter and i",18
"daughter in the",8
"daughter is a",10
"daughter is having",4
"daughter of a",14
"daughter to a",3
"daughter to see",4
"daughters in the",4
"daughters of the",5
"david for the",3
"david lee roth",4
"davis in the",3
"dawn of the",13
"dawn of time",3
"dawned on me",12
"day a few",5
"day a little",7
"day a week",8
"day after a",15
"day after day",12
"day after i",6
"day after school",4
"day after that",8
"day after the",51
"day ahead of",10
"day and a",20
"day and age",17
"day and an",5
"day and are",5
"day and be",4
"day and even",4
"day and have",7
"day and he",10
"day and i",56
"day and if",4
"day and im",10
"day and it",18
"day and ive",6
"day and just",5
"day and night",31
"day and that",14
"day and the",39
"day and then",20
"day and they",9
"day and to",7
"day and was",4
"day and we",14
"day and you",10
"day as a",21
"day as he",3
"day as soon",3
"day as the",7
"day as they",7
"day as we",4
"day as well",17
"day at a",24
"day at school",25
"day at st",4
"day at the",109
"day at work",51
"day back in",9
"day because of",7
"day because you",4
"day before her",3
"day before that",5
"day before the",25
"day but he",5
"day but i",20
"day but it",9
"day but its",4
"day but the",10
"day but we",6
"day by day",19
"day by the",8
"day can be",4
"day care center",4
"day care for",3
"day days a",7
"day depending on",5
"day even if",4
"day every day",23
"day filled with",8
"day for a",46
"day for all",4
"day for him",4
"day for me",28
"day for our",10
"day for the",63
"day for those",4
"day for us",7
"day from the",11
"day full of",15
"day goes by",7
"day going to",8
"day he has",3
"day he is",4
"day he will",3
"day i am",33
"day i asked",3
"day i did",9
"day i didnt",6
"day i dont",17
"day i feel",11
"day i get",14
"day i go",8
"day i have",28
"day i hope",19
"day i just",14
"day i mean",7
"day i really",4
"day i started",7
"day i still",9
"day i think",24
"day i was",49
"day i went",11
"day i will",33
"day i would",13
"day if i",16
"day if it",4
"day in a",31
"day in advance",3
"day in and",15
"day in april",6
"day in day",4
"day in february",7
"day in her",6
"day in may",3
"day in my",17
"day in order",4
"day in our",3
"day in san",11
"day in the",182
"day in this",6
"day in which",8
"day in your",6
"day is a",38
"day is also",5
"day is always",4
"day is an",4
"day is coming",13
"day is going",17
"day is june",4
"day is not",11
"day is the",9
"day is this",4
"day it is",31
"day it was",32
"day it will",8
"day it would",7
"day its a",9
"day its not",4
"day its the",3
"day just for",4
"day last week",9
"day last year",7
"day like this",11
"day long i",6
"day may be",6
"day now im",5
"day now you",3
"day of a",7
"day of april",4
"day of celebration",3
"day of class",15
"day of fun",4
