"item","Frequency"
"twice as",90
"two decades",90
"two run",90
"u all",90
"ve also",90
"victory in",90
"walk around",90
"want your",90
"was reported",90
"we try",90
"wear it",90
"weekend to",90
"went in",90
"were talking",90
"when to",90
"wife s",90
"work done",90
"worked at",90
"years with",90
"you no",90
"50 off",89
"a junior",89
"a lie",89
"a middle",89
"a process",89
"about making",89
"about something",89
"action and",89
"added some",89
"an expert",89
"and killed",89
"and second",89
"and spent",89
"and sugar",89
"and sunday",89
"are most",89
"award winning",89
"back down",89
"ball and",89
"be enough",89
"be willing",89
"begins to",89
"business is",89
"by making",89
"can actually",89
"can read",89
"chicago and",89
"children of",89
"close at",89
"cook for",89
"creates a",89
"dark and",89
"date with",89
"death in",89
"doing my",89
"elected officials",89
"equivalent of",89
"even before",89
"event at",89
"exposure to",89
"felt a",89
"found at",89
"friday to",89
"gearing up",89
"gives a",89
"guy with",89
"habit of",89
"had done",89
"have asked",89
"here he",89
"high on",89
"higher education",89
"hotel in",89
"in light",89
"in search",89
"in sf",89
"international airport",89
"it away",89
"it one",89
"just take",89
"like crazy",89
"like something",89
"ll always",89
"ll still",89
"long i",89
"m only",89
"mean a",89
"meeting in",89
"moment to",89
"more from",89
"moving forward",89
"my arms",89
"my girlfriend",89
"my pants",89
"n i",89
"needless to",89
"next morning",89
"not with",89
"of home",89
"of hours",89
"off by",89
"oh ok",89
"on something",89
"only time",89
"or 3",89
"our time",89
"over your",89
"pizza and",89
"post office",89
"produced by",89
"record for",89
"records show",89
"rock n",89
"ron paul",89
"s world",89
"safe to",89
"scored a",89
"secret service",89
"sell the",89
"shades of",89
"shop for",89
"shop in",89
"sight of",89
"site is",89
"start my",89
"straight to",89
"style and",89
"t show",89
"than 200",89
"that about",89
"that isn",89
"that stuff",89
"the bureau",89
"the famous",89
"the fence",89
"the irs",89
"the launch",89
"the option",89
"the pair",89
"the pirates",89
"the rts",89
"the unemployment",89
"their last",89
"they believe",89
"they feel",89
"think your",89
"this really",89
"times to",89
"to 30",89
"to assist",89
"to challenge",89
"to charge",89
"to shop",89
"to want",89
"to www",89
"told to",89
"too funny",89
"too it",89
"too rt",89
"trust in",89
"turn around",89
"turned the",89
"ve decided",89
"wake of",89
"was surprised",89
"way down",89
"we met",89
"week as",89
"who helped",89
"will they",89
"with which",89
"wondering what",89
"words i",89
"work this",89
"wow what",89
"wrong i",89
"you next",89
"10 off",88
"100 million",88
"2 months",88
"2011 and",88
"3 minutes",88
"a hearing",88
"a professor",88
"and headed",88
"and meet",88
"and post",88
"anyone can",88
"are done",88
"are willing",88
"bad and",88
"be said",88
"before being",88
"body is",88
"box office",88
"bring back",88
"carried out",88
"college students",88
"come here",88
"complain about",88
"country music",88
"course we",88
"d think",88
"doing great",88
"done this",88
"edition of",88
"email address",88
"everyone was",88
"for doing",88
"for granted",88
"from 7",88
"front and",88
"get too",88
"gives us",88
"grand opening",88
"haha that",88
"have spent",88
"he feels",88
"he spent",88
"head up",88
"her parents",88
"himself as",88
"home but",88
"hoped to",88
"hours before",88
"how my",88
"huge fan",88
"i kind",88
"i seem",88
"i shouldn",88
"if people",88
"in india",88
"investigation into",88
"it hasn",88
"its new",88
"just hope",88
"know for",88
"like 2",88
"located at",88
"lower than",88
"m hungry",88
"man the",88
"me go",88
"monday that",88
"music to",88
"news release",88
"north dakota",88
"not allowed",88
"not come",88
"nothing in",88
"now following",88
"of green",88
"of natural",88
"of small",88
"of using",88
"oklahoma city",88
"on nov",88
"on people",88
"one it",88
"one we",88
"options for",88
"or get",88
"order for",88
"other two",88
"others who",88
"out now",88
"out who",88
"party with",88
"path to",88
"planned for",88
"playing on",88
"point the",88
"professor at",88
"provides a",88
"pursuit of",88
"race and",88
"re an",88
"receive the",88
"red carpet",88
"remember what",88
"replaced by",88
"round the",88
"s fine",88
"s music",88
"see on",88
"send them",88
"so damn",88
"so maybe",88
"some love",88
"something more",88
"south korea",88
"space in",88
"still haven",88
"t fit",88
"t yet",88
"talking with",88
"that ll",88
"that must",88
"thats what",88
"the assembly",88
"the franchise",88
"the gulf",88
"the higher",88
"the journal",88
"the lost",88
"the minnesota",88
"the mountains",88
"the pac",88
"the pattern",88
"the phrase",88
"the sunshine",88
"themselves in",88
"then and",88
"then when",88
"thing it",88
"through all",88
"through their",88
"tired and",88
"to land",88
"to public",88
"tonight on",88
"understand it",88
"up before",88
"up front",88
"ve gotten",88
"very special",88
"voters in",88
"walked into",88
"wanted the",88
"washington state",88
"watch for",88
"we call",88
"we finally",88
"we played",88
"weather and",88
"weeks i",88
"well worth",88
"who in",88
"will send",88
"with salt",88
"written in",88
"years from",88
"yes they",88
"you bring",88
"you write",88
"12 hours",87
"5 for",87
"6 billion",87
"70 percent",87
"a battle",87
"a building",87
"a drop",87
"a flight",87
"a pool",87
"am trying",87
"and money",87
"and through",87
"and wanted",87
"and whether",87
"any better",87
"any ideas",87
"are what",87
"as more",87
"at best",87
"away a",87
"back a",87
"better at",87
"blog about",87
"call him",87
"choice for",87
"comfortable with",87
"coming down",87
"covered with",87
"cream cheese",87
"cut in",87
"day long",87
"deserve it",87
"designed by",87
"details on",87
"direction of",87
"does your",87
"end i",87
"energy to",87
"enough that",87
"especially since",87
"excited i",87
"fast food",87
"featured in",87
"federal law",87
"finally i",87
"for when",87
"from any",87
"generation of",87
"go over",87
"good reason",87
"got all",87
"has gotten",87
"has led",87
"himself and",87
"his final",87
"his friend",87
"i talk",87
"in 1993",87
"in 30",87
"in columbus",87
"in him",87
"in maryland",87
"is funny",87
"is required",87
"is they",87
"jersey shore",87
"job to",87
"keep us",87
"know u",87
"last thing",87
"ll check",87
"lol and",87
"love being",87
"loved ones",87
"make for",87
"making them",87
"mention the",87
"million from",87
"minutes in",87
"missing out",87
"more then",87
"morning we",87
"music i",87
"my ex",87
"my gosh",87
"my sweet",87
"my two",87
"name was",87
"never do",87
"night that",87
"no 3",87
"not mean",87
"not return",87
"not something",87
"of tea",87
"of up",87
"offering a",87
"on as",87
"on social",87
"only three",87
"ordered the",87
"party s",87
"placed in",87
"player who",87
"pounds of",87
"prices are",87
"problem in",87
"radio show",87
"re too",87
"reasons why",87
"reference to",87
"relationship between",87
"right at",87
"s body",87
"s case",87
"said today",87
"saying they",87
"see an",87
"see why",87
"send us",87
"series and",87
"shut the",87
"small and",87
"so often",87
"someone that",87
"spending time",87
"stop being",87
"strength and",87
"study of",87
"system to",87
"taken from",87
"tax credit",87
"team will",87
"telling you",87
"that helps",87
"that went",87
"the 11",87
"the 1970s",87
"the apartment",87
"the apple",87
"the atlantic",87
"the challenges",87
"the common",87
"the devils",87
"the eagles",87
"the fastest",87
"the match",87
"the murder",87
"the musical",87
"the navy",87
"the pre",87
"the puck",87
"the research",87
"the rev",87
"the ruling",87
"the sauce",87
"the shot",87
"the teachers",87
"the technology",87
"the ways",87
"them because",87
"then on",87
"they thought",87
"this just",87
"time last",87
"time there",87
"tip of",87
"title of",87
"to contribute",87
"to cross",87
"to hurt",87
"to lower",87
"to need",87
"to nyc",87
"to recognize",87
"to reflect",87
"to rise",87
"true to",87
"try out",87
"twice in",87
"u been",87
"u for",87
"up just",87
"up one",87
"ups and",87
"us about",87
"want this",87
"wants a",87
"warm up",87
"was among",87
"was created",87
"way but",87
"we play",87
"we say",87
"well be",87
"well on",87
"what have",87
"will stay",87
"with everything",87
"would work",87
"yeah we",87
"you saw",87
"your show",87
"1 800",86
"1 tablespoon",86
"2009 and",86
"3 months",86
"4 days",86
"a blue",86
"a boil",86
"a client",86
"a corner",86
"a freshman",86
"a general",86
"a soft",86
"a straight",86
"about now",86
"across a",86
"all too",86
"already in",86
"am to",86
"an impact",86
"an international",86
"and 7",86
"and economic",86
"and federal",86
"and join",86
"and makes",86
"and orange",86
"approved the",86
"as such",86
"be amazing",86
"be successful",86
"been too",86
"been used",86
"book for",86
"broke the",86
"building in",86
"by saying",86
"came down",86
"can all",86
"can really",86
"card to",86
"care what",86
"center at",86
"child is",86
"class is",86
"cut and",86
"d do",86
"d just",86
"daughter and",86
"did some",86
"en route",86
"ever have",86
"excited and",86
"explain why",86
"fan i",86
"feel as",86
"fell asleep",86
"finally get",86
"floor and",86
"forms of",86
"from where",86
"getting some",86
"good music",86
"have lots",86
"he needed",86
"him back",86
"how big",86
"human beings",86
"i blame",86
"i certainly",86
"i wont",86
"is everything",86
"issue with",86
"issues that",86
"ive been",86
"july 1",86
"jump in",86
"kids i",86
"know any",86
"lady gaga",86
"later today",86
"league s",86
"lebron james",86
"like no",86
"m tuesday",86
"me over",86
"me tell",86
"not feeling",86
"not talking",86
"obama has",86
"of ice",86
"omg omg",86
"out an",86
"own a",86
"past three",86
"personally i",86
"plant in",86
"pleased to",86
"points on",86
"pretty awesome",86
"property tax",86
"put some",86
"quick and",86
"released a",86
"s final",86
"s from",86
"s looking",86
"s open",86
"s room",86
"sent out",86
"sh t",86
"shirt and",86
"smile on",86
"smith s",86
"so and",86
"some pretty",86
"stayed in",86
"stretch of",86
"struggle to",86
"stuff in",86
"suggests that",86
"sunday the",86
"t hold",86
"t necessarily",86
"take their",86
"that tweet",86
"the alleged",86
"the basis",86
"the break",86
"the finals",86
"the flowers",86
"the hearing",86
"the likes",86
"the parade",86
"the polls",86
"the rear",86
"the style",86
"the target",86
"third in",86
"this challenge",86
"this person",86
"threatened to",86
"to approve",86
"to confirm",86
"to extend",86
"to notice",86
"to pack",86
"today a",86
"too we",86
"unfortunately i",86
"up today",86
"used my",86
"view the",86
"voice of",86
"was even",86
"watching my",86
"were being",86
"what were",86
"who worked",86
"worried that",86
"would pay",86
"year so",86
"yesterday was",86
"you even",86
"you lose",86
"you wanted",86
"16 year",85
"5 7",85
"5 year",85
"6 7",85
"8 1",85
"a delicious",85
"a global",85
"a pre",85
"a pro",85
"a war",85
"absence of",85
"ago it",85
"an a",85
"and instead",85
"and personal",85
"area s",85
"back out",85
"be thankful",85
"been my",85
"being said",85
"but thanks",85
"can afford",85
"can put",85
"chapter of",85
"construction of",85
"convinced that",85
"could also",85
"days off",85
"described the",85
"earned a",85
"eat the",85
"especially for",85
"even be",85
"excuse to",85
"find this",85
"followers and",85
"football team",85
"for letting",85
"for like",85
"fox news",85
"friday i",85
"from today",85
"games at",85
"given me",85
"glimpse of",85
"good friday",85
"good friends",85
"happiness is",85
"has only",85
"have anything",85
"have at",85
"he wouldn",85
"head in",85
"his dad",85
"i once",85
"ignore the",85
"in madison",85
"in pittsburgh",85
"is bad",85
"is officially",85
"it actually",85
"it being",85
"it sure",85
"just ask",85
"knows the",85
"ladies and",85
"last post",85
"left field",85
"like most",85
"line at",85
"lunch at",85
"makes for",85
"many thanks",85
"me then",85
"me wrong",85
"meeting the",85
"mess with",85
"months i",85
"more but",85
"morning everyone",85
"morning the",85
"my hubby",85
"my laptop",85
"named after",85
"never a",85
"never knew",85
"night on",85
"night out",85
"notice that",85
"now let",85
"of christ",85
"of class",85
"of color",85
"of labor",85
"of men",85
"of missouri",85
"of political",85
"of research",85
"of space",85
"people need",85
"phone is",85
"photos and",85
"players are",85
"please email",85
"politics and",85
"problem and",85
"re my",85
"really wish",85
"remains a",85
"rt how",85
"rt is",85
"s job",85
"s ready",85
"save money",85
"school tomorrow",85
"so don",85
"so sick",85
"something different",85
"starts to",85
"still want",85
"story that",85
"stuff is",85
"sure but",85
"system of",85
"take up",85
"taking it",85
"than their",85
"the 10th",85
"the 40",85
"the association",85
"the email",85
"the freedom",85
"the gap",85
"the hope",85
"the pack",85
"the performance",85
"the pink",85
"this beer",85
"this group",85
"to point",85
"to preserve",85
"to suggest",85
"tuesday at",85
"turned on",85
"u will",85
"under his",85
"ve only",85
"walk through",85
"want that",85
"watched a",85
"watching this",85
"week when",85
"weeks before",85
"while on",85
"will face",85
"will meet",85
"win it",85
"with everyone",85
"word to",85
"you send",85
"your website",85
"2008 the",84
"3 year",84
"6 6",84
"a c",84
"a check",84
"a completely",84
"a knife",84
"a last",84
"a vacation",84
"a vehicle",84
"a window",84
"about who",84
"act as",84
"admitted to",84
"after getting",84
"age and",84
"agree on",84
"all her",84
"amp lt",84
"an appointment",84
"and bake",84
"and change",84
"and fire",84
"and first",84
"and head",84
"and moved",84
"and please",84
"and private",84
"and such",84
"answer the",84
"are other",84
"are part",84
"are required",84
"bad ass",84
"bake for",84
"be ok",84
"been with",84
"believe we",84
"circuit court",84
"cuts to",84
"day they",84
"decline in",84
"division of",84
"do nothing",84
"do whatever",84
"dont like",84
"everything about",84
"exactly how",84
"factor in",84
"find an",84
"finished my",84
"flowers and",84
"for giving",84
"form a",84
"found my",84
"from each",84
"funeral home",84
"games of",84
"given up",84
"global warming",84
"good that",84
"government has",84
"granite city",84
"great news",84
"had only",84
"have put",84
"heading into",84
"high heat",84
"his voice",84
"hospital and",84
"house speaker",84
"i brought",84
"i luv",84
"i stand",84
"into something",84
"is fun",84
"is necessary",84
"it shows",84
"it starts",84
"last of",84
"learned a",84
"lt span",84
"market in",84
"married to",84
"master s",84
"me d",84
"mine is",84
"moving on",84
"my all",84
"my childhood",84
"my future",84
"my kitchen",84
"my nigga",84
"new things",84
"night when",84
"no surprise",84
"not it",84
"not let",84
"not worth",84
"now all",84
"of downtown",84
"of game",84
"of six",84
"one a",84
"one month",84
"paying attention",84
"planned parenthood",84
"please come",84
"please i",84
"public school",84
"pull out",84
"push the",84
"reached for",84
"real and",84
"represent the",84
"s annual",84
"s business",84
"s even",84
"s voice",84
"saw him",84
"see his",84
"set out",84
"show them",84
"so bored",84
"soon and",84
"spent on",84
"star trek",84
"started out",84
"story in",84
"struggled to",84
"students at",84
"summer of",84
"t fall",84
"t got",84
"t watch",84
"taking over",84
"tale of",84
"thanks a",84
"the dining",84
"the fair",84
"the maryland",84
"the o",84
"the presidential",84
"the running",84
"the sec",84
"the security",84
"the speed",84
"the timing",84
"the titanic",84
"them if",84
"these were",84
"they give",84
"thing on",84
"thinking it",84
"this very",84
"three or",84
"times of",84
"to book",84
"to claim",84
"to ignore",84
"to light",84
"tryin to",84
"tuesday the",84
"ve found",84
"walk on",84
"was funny",84
"was well",84
"weekend with",84
"were out",84
"while driving",84
"whole life",84
"will return",84
"will show",84
"willingness to",84
"with god",84
"work from",84
"work or",84
"yet it",84
"you he",84
"you stay",84
"your site",84
"0 in",83
"10 in",83
"2012 is",83
"7 8",83
"90 percent",83
"a shoutout",83
"a tad",83
"a website",83
"advice on",83
"all times",83
"also made",83
"an attorney",83
"an earlier",83
"an investigation",83
"an ipad",83
"and big",83
"and called",83
"and safety",83
"and send",83
"and watched",83
"anything for",83
"apologize for",83
"are less",83
"base of",83
"be much",83
"because his",83
"being there",83
"believe he",83
"better not",83
"better way",83
"boy i",83
"break and",83
"brown said",83
"building on",83
"business to",83
"call and",83
"call in",83
"can happen",83
"center is",83
"chat with",83
"christmas eve",83
"connection to",83
"could tell",83
"country in",83
"courage to",83
"court to",83
"craft beer",83
"day one",83
"decided i",83
"do just",83
"early as",83
"eating a",83
"except the",83
"experts say",83
"eyes are",83
"facing the",83
"fans in",83
"features a",83
"feel you",83
"feeling better",83
"few other",83
"first class",83
"for college",83
"for first",83
"for using",83
"free of",83
"general election",83
"get caught",83
"go but",83
"good start",83
"great stuff",83
"had such",83
"has nothing",83
"hate me",83
"have his",83
"he ran",83
"himself to",83
"hours after",83
"how bad",83
"i buy",83
"i ordered",83
"i thank",83
"in 12",83
"in 1991",83
"in effect",83
"in heaven",83
"in northern",83
"it while",83
"just gonna",83
"large bowl",83
"learn that",83
"legs and",83
"letting me",83
"low and",83
"me was",83
"model for",83
"more interesting",83
"need me",83
"not believe",83
"note the",83
"numbers of",83
"of 9",83
"of staff",83
"officials are",83
"okay so",83
"old woman",83
"one hand",83
"only been",83
"only when",83
"place it",83
"put that",83
"putting it",83
"s public",83
"s who",83
"same to",83
"say so",83
"scared to",83
"seek to",83
"send the",83
"serves as",83
"she added",83
"she might",83
"shop and",83
"should probably",83
"showed me",83
"song and",83
"stand for",83
"straight up",83
"support to",83
"t actually",83
"t already",83
"t handle",83
"t start",83
"taken by",83
"telling the",83
"than this",83
"that place",83
"that something",83
"the 20th",83
"the ceremony",83
"the championship",83
"the circle",83
"the collection",83
"the fam",83
"the forest",83
"the gold",83
"the journey",83
"the judges",83
"the locker",83
"the mississippi",83
"the necessary",83
"the newly",83
"the piece",83
"the regional",83
"the rights",83
"the wait",83
"the younger",83
"them by",83
"they take",83
"this because",83
"this coming",83
"this great",83
"through to",83
"time will",83
"to reading",83
"to top",83
"took to",83
"twitter to",83
"up her",83
"ve gone",83
"was held",83
"was much",83
"were here",83
"who say",83
"you care",83
"0 for",82
"1 i",82
"18 months",82
"1st time",82
"2 year",82
"7 00",82
"a a",82
"a campaign",82
"a co",82
"a nation",82
"a permanent",82
"a price",82
"a reasonable",82
"a reporter",82
"a teenager",82
"a train",82
"after reading",82
"almost always",82
"am happy",82
"an answer",82
"an impressive",82
"and does",82
"and hard",82
"and using",82
"app for",82
"apparently i",82
"are among",82
"asked her",82
"awesome thanks",82
"bad day",82
"be this",82
"better with",82
"black people",82
"blend of",82
"bound to",82
"build up",82
"but of",82
"by many",82
"can call",82
"can watch",82
"children with",82
"cross the",82
"day by",82
"day she",82
"defensive end",82
"dick clark",82
"discussion of",82
"either i",82
"everything was",82
"fire department",82
"founded in",82
"from 4",82
"has since",82
"have great",82
"have thought",82
"he put",82
"hell i",82
"hi to",82
"his mouth",82
"hold up",82
"i assume",82
"i created",82
"im still",82
"imagine that",82
"it get",82
"its gonna",82
"know all",82
"little brother",82
"looking into",82
"m thursday",82
"meanwhile the",82
"meet in",82
"met the",82
"michigan state",82
"mixed with",82
"moved on",82
"no we",82
"not true",82
"of 13",82
"of 30",82
"of family",82
"of ways",82
"one too",82
"only reason",82
"or 1",82
"over her",82
"over their",82
"performance of",82
"post is",82
"project that",82
"prove that",82
"quality and",82
"re ready",82
"red wine",82
"remove from",82
"rights to",82
"role as",82
"room at",82
"rose to",82
"rt when",82
"s gone",82
"s had",82
"s have",82
"scene in",82
"second year",82
"settle for",82
"she thought",82
"show s",82
"silicon valley",82
"so fucking",82
"so little",82
"so thankful",82
"some serious",82
"spend more",82
"spring is",82
"start on",82
"start up",82
"system in",82
"t my",82
"take in",82
"taking my",82
"taxes and",82
"thanks it",82
"that also",82
"that go",82
"that part",82
"that takes",82
"the 8",82
"the airline",82
"the ap",82
"the bike",82
"the costs",82
"the length",82
"the massive",82
"the meaning",82
"the now",82
"the patriots",82
"the prospect",82
"the request",82
"the sort",82
"the steps",82
"the talk",82
"them have",82
"there when",82
"they haven",82
"they only",82
"things on",82
"threat to",82
"to balance",82
"to blow",82
"to download",82
"to market",82
"to so",82
"to trust",82
"together we",82
"true and",82
"until now",82
"up more",82
"us but",82
"vs the",82
"wait a",82
"walked in",82
"war and",82
"was cool",82
"was nothing",82
"was some",82
"washington and",82
"way around",82
"way she",82
"we lost",82
"will check",82
"with 4",82
"with less",82
"worthy of",82
"you expect",82
"3 you",81
"300 000",81
"40 000",81
"5 3",81
"5 in",81
"6 0",81
"6 to",81
"a block",81
"a christian",81
"a coach",81
"a fourth",81
"a mission",81
"a playoff",81
"a son",81
"a traditional",81
"about these",81
"also found",81
"an election",81
"and call",81
"and full",81
"and simple",81
"any new",81
"appreciate your",81
"are supposed",81
"are that",81
"around them",81
"as high",81
"at 6pm",81
"baby girl",81
"back as",81
"back but",81
"base and",81
"be perfect",81
"been given",81
"belief that",81
"best buy",81
"black friday",81
"blog is",81
"book to",81
"born to",81
"both have",81
"break down",81
"brothers and",81
"brown sugar",81
"calls to",81
"can even",81
"can start",81
"caught the",81
"choose a",81
"city for",81
"completely different",81
"country to",81
"culture and",81
"d get",81
"day everyone",81
"dog and",81
"dogs and",81
"done on",81
"face a",81
"film and",81
"first degree",81
"first few",81
"flight to",81
"follow your",81
"freaking out",81
"friends that",81
"funny i",81
"groups and",81
"has begun",81
"has turned",81
"hate being",81
"have long",81
"heading out",81
"help it",81
"hey how",81
"him it",81
"his third",81
"home was",81
"honored to",81
"how r",81
"i die",81
"im sorry",81
"in philly",81
"is hilarious",81
"it around",81
"it used",81
"just might",81
"just really",81
"know more",81
"list and",81
"look a",81
"m bored",81
"m down",81
"m more",81
"may also",81
"meaning of",81
"might need",81
"monday the",81
"morning with",81
"moved into",81
"must not",81
"national park",81
"news on",81
"not cool",81
"not following",81
"not happy",81
"not knowing",81
"not seen",81
"nothing about",81
"o clock",81
"of former",81
"of land",81
"off as",81
"oh god",81
"on dec",81
"on making",81
"only 3",81
"only get",81
"or did",81
"over that",81
"pain in",81
"please send",81
"plus a",81
"potential for",81
"problems in",81
"process is",81
"quick to",81
"record in",81
"released in",81
"review the",81
"s much",81
"s of",81
"s sad",81
"s tough",81
"said one",81
"santa ana",81
"scared of",81
"service is",81
"six weeks",81
"some days",81
"soon be",81
"still up",81
"stuck with",81
"stuff to",81
"sunday afternoon",81
"t blame",81
"tax increase",81
"team with",81
"that man",81
"the 1960s",81
"the bases",81
"the bird",81
"the boss",81
"the bulk",81
"the democrats",81
"the globe",81
"the hook",81
"the lottery",81
"the obvious",81
"the orioles",81
"the solution",81
"the wheel",81
"the wood",81
"themselves to",81
"thing the",81
"time ago",81
"to 50",81
"to burn",81
"to either",81
"to fail",81
"to florida",81
"to local",81
"to miami",81
"to own",81
"to trade",81
"to working",81
"today from",81
"today he",81
"tonight to",81
"two out",81
"u just",81
"want more",81
"was her",81
"was our",81
"we actually",81
"week before",81
"were given",81
"whatever i",81
"which a",81
"words that",81
"wrapped up",81
"you of",81
"2 500",80
"7 billion",80
"a boat",80
"a host",80
"a music",80
"a negative",80
"a poor",80
"a situation",80
"a slice",80
"about is",80
"add in",80
"after their",80
"again at",80
"all season",80
"all together",80
"and before",80
"and dad",80
"and doesn",80
"and families",80
"and gas",80
"and low",80
"and re",80
"apply for",80
"arrested in",80
"article on",80
"as early",80
"at large",80
"be of",80
"be put",80
"begins at",80
"bowl and",80
"but like",80
"can the",80
"cell phones",80
"center s",80
"china and",80
"clear the",80
"collective bargaining",80
"come join",80
"consists of",80
"cups of",80
"cute and",80
"d d",80
"dead and",80
"death penalty",80
"definitely be",80
"discovered the",80
"do list",80
"e mails",80
"elements of",80
"europe and",80
"explain the",80
"fans who",80
"figuring out",80
"filed for",80
"financial crisis",80
"fire in",80
"five months",80
"fruit and",80
"get along",80
"get done",80
"get involved",80
"get paid",80
"goals in",80
"going up",80
"guy and",80
"have sex",80
"he received",80
"he spoke",80
"heart to",80
"her sister",80
"here so",80
"him if",80
"hit and",80
"house at",80
"how often",80
"husband is",80
"i checked",80
"i sit",80
"i wear",80
"in canada",80
"in first",80
"in question",80
"in reality",80
"in wisconsin",80
"is key",80
"is totally",80
"it without",80
"later he",80
"left my",80
"life so",80
"likes of",80
"little one",80
"lost his",80
"love our",80
"m guessing",80
"me again",80
"meet and",80
"mention of",80
"million of",80
"move in",80
"my aunt",80
"my biggest",80
"my grandmother",80
"myself that",80
"n roll",80
"new life",80
"new songs",80
"no less",80
"not trying",80
"of fire",80
"of hard",80
"of little",80
"of reading",80
"of technology",80
"on tonight",80
"one wants",80
"other news",80
"out like",80
"per serving",80
"play that",80
"please contact",80
"please rt",80
"points out",80
"projects and",80
"ran a",80
"s eve",80
"said about",80
"said adding",80
"second to",80
"she knew",80
"she never",80
"sitting here",80
"something so",80
"space to",80
"still alive",80
"suggestions for",80
"t about",80
"t hate",80
"take him",80
"the code",80
"the cut",80
"the digital",80
"the entrance",80
"the growth",80
"the intersection",80
"the london",80
"the loop",80
"the making",80
"the manager",80
"the personal",80
"the player",80
"the sports",80
"the spotlight",80
"the threat",80
"then go",80
"things he",80
"things they",80
"things were",80
"this event",80
"thursday the",80
"to cleveland",80
"to first",80
"to making",80
"to six",80
"to touch",80
"together i",80
"training for",80
"up lol",80
"video on",80
"visited the",80
"was definitely",80
"was sitting",80
"was super",80
"way or",80
"weekend of",80
"weekend we",80
"were born",80
"who didn",80
"who make",80
"will host",80
"winner will",80
"word that",80
"works out",80
"write the",80
"year round",80
"you cant",80
"you prefer",80
"you sure",80
"your last",80
"3 times",79
"5 0",79
"a 13",79
"a d",79
"a financial",79
"a period",79
"a sharp",79
"a site",79
"a the",79
"a town",79
"a treat",79
"a tremendous",79
"a victory",79
"a working",79
"about in",79
"al qaeda",79
"all new",79
"also got",79
"am at",79
"an office",79
"an older",79
"and bad",79
"and learning",79
"and next",79
"and pick",79
"and provide",79
"and things",79
"and too",79
"and writing",79
"at halftime",79
"b a",79
"baby and",79
"bag and",79
"ball in",79
"bc i",79
"be sold",79
"becoming the",79
"best time",79
"big and",79
"book a",79
"bought it",79
"but today",79
"by more",79
"charges against",79
"check back",79
"course and",79
"did for",79
"do much",79
"dying to",79
"e g",79
"economy is",79
"enjoying a",79
"ever in",79
"experience the",79
"for use",79
"game it",79
"going home",79
"had enough",79
"had left",79
"has all",79
"have happened",79
"head out",79
"help people",79
"here too",79
"highlight of",79
"his client",79
"his or",79
"holy shit",79
"hotel and",79
"how your",79
"i turn",79
"in office",79
"in we",79
"information call",79
"investment in",79
"is completely",79
"it about",79
"it probably",79
"it take",79
"job on",79
"just kidding",79
"just look",79
"knew he",79
"made them",79
"made you",79
"make one",79
"makes them",79
"mary s",79
"me im",79
"medical marijuana",79
"mentioned in",79
"million the",79
"mission to",79
"more comfortable",79
"movie and",79
"my child",79
"my right",79
"my window",79
"never made",79
"never met",79
"new phone",79
"new video",79
"news to",79
"nine years",79
"no real",79
"no the",79
"not give",79
"now just",79
"of 15",79
"of 6",79
"of faith",79
"of guys",79
"of joy",79
"of late",79
"of place",79
"of violence",79
"officials in",79
"ohio and",79
"or my",79
"page for",79
"percent for",79
"pick me",79
"plan a",79
"playing for",79
"point for",79
"r b",79
"read more",79
"relate to",79
"report that",79
"report to",79
"requires a",79
"rest in",79
"rick santorum",79
"running in",79
"s 2",79
"said before",79
"says you",79
"season at",79
"season to",79
"service in",79
"serving as",79
"sister s",79
"so busy",79
"south florida",79
"st joseph",79
"starting the",79
"still looking",79
"stories about",79
"street from",79
"sun and",79
"teams and",79
"that before",79
"that d",79
"the 15",79
"the cuts",79
"the dinner",79
"the masters",79
"the nearby",79
"the pleasure",79
"the promise",79
"the response",79
"the sake",79
"them together",79
"they saw",79
"thing ever",79
"this bitch",79
"throw it",79
"time has",79
"time off",79
"to accommodate",79
"to appeal",79
"to california",79
"to destroy",79
"to dry",79
"today my",79
"tonight the",79
"totally agree",79
"treatment of",79
"up every",79
"urge to",79
"walk and",79
"walk the",79
"want him",79
"was happy",79
"were arrested",79
"which in",79
"while a",79
"will leave",79
"with 10",79
"with information",79
"word on",79
"ya i",79
"your future",79
"12 1",78
"2 get",78
"a partner",78
"a seven",78
"a store",78
"a threat",78
"a trade",78
"about 12",78
"accompanied by",78
"after seeing",78
"all along",78
"always love",78
"an 18",78
"an alternative",78
"an update",78
"and remember",78
"and staff",78
"and wait",78
"anywhere in",78
"assume that",78
"been through",78
"better get",78
"built a",78
"bulk of",78
"by phone",78
"campaign to",78
"can look",78
"caused the",78
"check for",78
"chosen to",78
"damn it",78
"day my",78
"decide what",78
"degree murder",78
"democratic party",78
"did so",78
"do about",78
"domestic violence",78
"east and",78
"either the",78
"faith and",78
"favorite song",78
"felt it",78
"field of",78
"finishing up",78
"first book",78
"food i",78
"for 25",78
"for young",78
"from across",78
"fun for",78
"getting on",78
"good old",78
"has started",78
"have access",78
"have shown",78
"he hit",78
"he lost",78
"heart disease",78
"held the",78
"hell yea",78
"him about",78
"his book",78
"his former",78
"hour or",78
"i highly",78
"i wore",78
"impressed by",78
"in 1994",78
"in or",78
"information is",78
"is among",78
"is clearly",78
"it clear",78
"it home",78
"it well",78
"just won",78
"lake oswego",78
"left out",78
"like many",78
"ll know",78
