"w1","prediction","rank"
"data","as",11
"data","base",3
"data","center",21
"data","collected",9
"data","collection",11
"data","for",22
"data","from",68
"data","i",6
"data","in",20
"data","is",55
"data","it",7
"data","management",6
"data","on",44
"data","plan",8
"data","points",4
"data","shows",6
"data","that",25
"data","the",16
"data","to",43
"data","using",5
"data","warehouse",5
"data","with",9
"data","you",5
"database","for",4
"database","of",12
"database","with",3
"databases","are",3
"date","a",18
"date","after",4
"date","and",58
"date","april",6
"date","as",4
"date","at",16
"date","but",15
"date","by",3
"date","for",58
"date","has",17
"date","have",4
"date","i",30
"date","in",36
"date","is",33
"date","it",12
"date","july",6
"date","june",6
"date","may",9
"date","night",44
"date","no",5
"date","of",55
"date","on",42
"date","she",7
"date","so",8
"date","someone",3
"date","that",8
"date","the",32
"date","there",7
"date","this",7
"date","to",37
"date","was",15
"date","wednesday",4
"date","what",3
"date","when",8
"date","will",3
"date","with",85
"dates","a",4
"dates","and",33
"dates","are",19
"dates","at",5
"dates","back",13
"dates","but",4
"dates","do",3
"dates","etc",4
"dates","for",18
"dates","from",10
"dates","i",3
"dates","in",13
"dates","of",10
"dates","on",6
"dates","this",3
"dates","to",21
"dates","with",7
"dating","a",18
"dating","and",8
"dating","back",40
"dating","for",5
"dating","is",7
"dating","me",3
"dating","service",5
"dating","the",5
"dating","to",24
"dating","you",5
"daughter","a",14
"daughter","also",4
"daughter","and",100
"daughter","are",6
"daughter","as",4
"daughter","back",3
"daughter","but",8
"daughter","by",5
"daughter","came",4
"daughter","does",9
"daughter","for",10
"daughter","from",8
"daughter","had",11
"daughter","has",20
"daughter","have",3
"daughter","he",6
"daughter","i",13
"daughter","in",15
"daughter","is",74
"daughter","last",3
"daughter","loved",3
"daughter","megan",3
"daughter","of",67
"daughter","on",13
"daughter","or",5
"daughter","said",8
"daughter","says",6
"daughter","she",20
"daughter","that",6
"daughter","the",8
"daughter","they",3
"daughter","to",37
"daughter","told",6
"daughter","wants",5
"daughter","was",38
"daughter","went",7
"daughter","when",6
"daughter","who",29
"daughter","with",5
"daughters","and",28
"daughters","are",10
"daughters","birthday",5
"daughters","love",4
"daughters","of",12
"daughters","on",4
"daughters","school",6
"daughters","to",5
"daunting","for",4
"daunting","task",9
"daunting","to",4
"dave","and",15
"dave","i",7
"dave","matthews",14
"dave","stewart",5
"dave","the",3
"david","and",27
"david","beckham",22
"david","bowie",21
"david","brooks",6
"david","carr",4
"david","decastro",7
"david","diehl",3
"david","fincher",7
"david","foster",6
"david","is",9
"david","johnson",4
"david","letterman",11
"david","mccullough",3
"david","nicholls",4
"david","ortiz",7
"david","to",5
"davids","bridal",3
"davidson","and",7
"davis","all",3
"davis","also",7
"davis","and",31
"davis","campus",5
"davis","cup",4
"davis","has",10
"davis","in",17
"davis","is",16
"davis","of",10
"davis","the",12
"davis","was",19
"davy","jones",14
"dawn","and",6
"dawn","i",7
"dawn","of",20
"dawn","on",3
"dawn","part",8
"dawn","the",3
"dawned","on",15
"dawson","and",4
"day","a",115
"day","about",18
"day","after",223
"day","ahead",37
"day","all",71
"day","also",10
"day","an",12
"day","and",816
"day","another",24
"day","april",9
"day","are",38
"day","as",121
"day","at",452
"day","back",34
"day","be",35
"day","because",31
"day","become",4
"day","before",147
"day","begins",7
"day","both",5
"day","breakfast",3
"day","brings",5
"day","but",200
"day","by",89
"day","camp",8
"day","can",26
"day","cards",11
"day","care",29
"day","celebration",17
"day","closer",10
"day","comes",10
"day","concert",4
"day","cookie",3
"day","days",7
"day","did",19
"day","dinner",15
"day","do",36
"day","does",8
"day","down",8
"day","during",11
"day","each",9
"day","either",6
"day","especially",10
"day","even",27
"day","event",8
"day","ever",60
"day","every",42
"day","everybody",13
"day","everyone",65
"day","everything",6
"day","exactly",3
"day","except",8
"day","festival",5
"day","finally",6
"day","first",8
"day","for",510
"day","from",75
"day","getting",11
"day","gift",33
"day","goes",19
"day","good",17
"day","got",12
"day","had",10
"day","happy",20
"day","has",47
"day","have",30
"day","having",7
"day","he",128
"day","here",55
"day","his",14
"day","holiday",3
"day","hope",26
"day","how",26
"day","i",809
"day","if",95
"day","in",653
"day","instead",6
"day","is",376
"day","it",184
"day","job",28
"day","june",4
"day","just",52
"day","keeping",3
"day","keeps",12
"day","last",14
"day","late",12
"day","later",11
"day","let",9
"day","like",37
"day","long",91
"day","making",6
"day","many",8
"day","may",29
"day","maybe",13
"day","meeting",4
"day","moms",7
"day","monday",9
"day","more",17
"day","most",4
"day","mr",7
"day","my",71
"day","new",14
"day","next",12
"day","no",24
"day","not",25
"day","nothing",6
"day","now",43
"day","of",1103
"day","off",236
"day","oh",16
"day","on",185
"day","once",10
"day","one",95
"day","only",12
"day","or",145
"day","other",5
"day","others",4
"day","our",22
"day","out",59
"day","over",21
"day","parade",20
"day","party",14
"day","passes",4
"day","photos",4
"day","plan",5
"day","probably",3
"day","program",4
"day","rain",3
"day","reading",3
"day","right",19
"day","said",19
"day","same",5
"day","saturday",9
"day","saying",4
"day","says",9
"day","school",9
"day","see",12
"day","seem",4
"day","she",75
"day","shooting",6
"day","should",16
"day","shred",3
"day","since",25
"day","so",141
"day","some",8
"day","sometimes",12
"day","started",19
"day","such",4
"day","take",7
"day","tea",4
"day","than",23
"day","that",199
"day","the",271
"day","then",39
"day","there",50
"day","these",7
"day","they",62
"day","think",7
"day","this",92
"day","those",6
"day","though",25
"day","three",17
"day","through",4
"day","time",14
"day","to",826
"day","today",209
"day","together",6
"day","too",39
"day","trip",27
"day","trips",10
"day","try",6
"day","trying",7
"day","turned",6
"day","two",26
"day","until",34
"day","up",10
"day","very",7
"day","via",5
"day","video",3
"day","was",125
"day","we",215
"day","week",13
"day","weekend",131
"day","weekends",7
"day","well",18
"day","went",14
"day","were",17
"day","what",68
"day","when",189
"day","where",31
"day","which",23
"day","while",20
"day","who",18
"day","will",63
"day","with",297
"day","without",40
"day","working",15
"day","workout",4
"day","would",23
"day","yes",6
"day","yet",6
"day","you",162
"day","your",13
"daydream","believer",3
"daylight","saving",8
"daylight","savings",23
"daylights","out",4
"days","a",102
"days","after",175
"days","ago",157
"days","ahead",19
"days","although",4
"days","and",229
"days","are",106
"days","arent",4
"days","as",38
"days","at",59
"days","away",45
"days","back",12
"days","because",15
"days","before",130
"days","being",4
"days","but",70
"days","by",6
"days","days",3
"days","doing",5
"days","during",8
"days","early",7
"days","events",7
"days","every",4
"days","following",10
"days","for",72
"days","from",31
"days","get",5
"days","go",9
"days","gone",8
"days","have",31
"days","he",45
"days","here",14
"days","hopefully",4
"days","i",245
"days","if",26
"days","in",214
"days","instead",6
"days","into",8
"days","is",40
"days","it",59
"days","just",14
"days","last",9
"days","later",125
"days","left",57
"days","like",55
"days","my",20
"days","no",13
"days","not",11
"days","of",472
"days","off",63
"days","old",9
"days","on",43
"days","once",5
"days","one",6
"days","only",8
"days","or",34
"days","out",8
"days","over",8
"days","pay",3
"days","people",7
"days","per",6
"days","prior",6
"days","she",21
"days","since",21
"days","so",38
"days","started",3
"days","straight",11
"days","than",8
"days","that",49
"days","the",84
"days","then",13
"days","there",15
"days","they",30
"days","this",27
"days","till",71
"days","to",214
"days","together",5
"days","too",13
"days","until",150
"days","was",7
"days","we",41
"days","weeks",3
"days","were",24
"days","when",111
"days","where",33
"days","will",21
"days","with",58
"days","without",24
"days","work",18
"days","worth",7
"days","would",9
"days","you",39
"daytime","tv",4
"dayton","ohio",7
"dazed","and",9
"db","on",3
"dc","a",4
"dc","also",5
"dc","and",47
"dc","are",8
"dc","based",4
"dc","comics",4
"dc","for",42
"dc","has",6
"dc","i",17
"dc","in",32
"dc","now",4
"dc","on",10
"dc","public",3
"dc","the",13
"dc","to",20
"dc","where",7
"dc","who",3
"de","facto",18
"de","gallo",4
"de","janeiro",8
"de","la",87
"de","leche",4
"de","los",18
"de","mayo",174
"de","mexico",3
"de","niro",6
"de","sade",6
"de","san",5
"de","vivre",4
"dead","a",10
"dead","after",11
"dead","and",84
"dead","animals",6
"dead","as",7
"dead","at",61
"dead","baby",5
"dead","bodies",6
"dead","body",15
"dead","boys",4
"dead","but",17
"dead","by",12
"dead","dog",5
"dead","end",14
"dead","fish",5
"dead","for",14
"dead","from",8
"dead","he",10
"dead","in",58
"dead","is",12
"dead","its",3
"dead","just",3
"dead","man",15
"dead","of",11
"dead","on",23
"dead","or",21
"dead","people",17
"dead","sea",9
"dead","serious",7
"dead","skin",3
"dead","space",3
"dead","that",9
"dead","the",22
"dead","there",7
"dead","they",5
"dead","tree",6
"dead","was",8
"dead","we",6
"dead","wife",5
"dead","with",5
"dead","zone",6
"deadline","and",16
"deadline","for",63
"deadline","i",9
"deadline","in",4
"deadline","is",29
"deadline","or",4
"deadline","to",36
"deadlines","are",3
"deadlines","for",4
"deadlines","to",4
"deadly","force",11
"deadly","weapon",13
"deaf","and",8
"deaf","ears",9
"deal","a",12
"deal","about",8
"deal","and",49
"deal","as",10
"deal","at",18
"deal","breaker",9
"deal","but",31
"deal","done",14
"deal","for",80
"deal","has",12
"deal","he",16
"deal","here",4
"deal","i",30
"deal","if",13
"deal","in",49
"deal","is",65
"deal","just",9
"deal","of",98
"deal","on",49
"deal","or",7
"deal","out",6
"deal","sites",5
"deal","so",6
"deal","that",53
"deal","the",34
"deal","to",70
"deal","today",7
"deal","was",42
"deal","when",10
"deal","with",640
"deal","would",19
"deal","you",11
"dealer","has",4
"dealer","in",9
"dealer","on",7
"dealers","and",10
"dealing","with",309
"dealings","with",16
"deals","and",27
"deals","at",6
"deals","but",4
"deals","for",22
"deals","from",4
"deals","get",3
"deals","in",18
"deals","on",35
"deals","out",5
"deals","to",13
"deals","will",4
"deals","with",58
"dealt","with",67
"dean","kamen",5
"dean","the",3
"dear","abby",4
"dear","friend",74
"dear","friends",40
"dear","god",31
"dear","i",34
"dear","mr",11
"dear","old",8
"dear","to",11
"dearly","departed",3
"dearth","of",6
"death","a",24
"death","along",3
"death","and",102
"death","are",4
"death","at",16
"death","before",7
"death","but",18
"death","by",42
"death","can",5
"death","do",7
"death","for",5
"death","from",13
"death","he",12
"death","i",21
"death","in",90
"death","is",36
"death","it",12
"death","of",222
"death","on",19
"death","or",17
"death","penalty",67
"death","row",26
"death","sentence",13
"death","star",7
"death","that",7
"death","the",29
"death","they",6
"death","this",5
"death","threats",13
"death","to",30
"death","toll",13
"death","was",40
"death","were",4
"death","when",6
"death","will",6
"death","with",14
"deathly","hallows",12
"deaths","and",19
"deaths","are",7
"deaths","in",21
"deaths","of",40
"deaths","that",4
"debate","about",39
"debate","and",18
"debate","but",7
"debate","for",3
"debate","go",3
"debate","i",7
"debate","in",27
"debate","is",20
"debate","on",26
"debate","over",48
"debate","that",15
"debate","the",18
"debate","to",11
"debate","was",11
"debate","whether",6
"debate","with",11
"debates","and",7
"debates","in",5
"debates","over",7
"debating","a",6
"debating","the",9
"debating","whether",9
"debit","card",25
"debit","cards",10
"debris","and",4
"debt","a",5
"debt","and",53
"debt","ceiling",31
"debt","collector",4
"debt","crisis",53
"debt","for",9
"debt","forgiveness",3
"debt","free",8
"debt","in",13
"debt","management",3
"debt","of",12
"debt","so",3
"debt","to",34
"debt","we",5
"debts","and",6
"debut","album",29
"debut","and",6
"debut","at",18
"debut","ep",5
"debut","he",3
"debut","in",25
"debut","of",26
"debut","on",12
"debuted","in",15
"dec","at",29
"dec","pm",5
"dec","th",25
"decade","after",11
"decade","ago",53
"decade","before",6
"decade","i",6
"decade","in",10
"decade","later",14
"decade","of",36
"decade","or",18
"decade","to",8
"decades","after",14
"decades","ago",55
"decades","as",6
"decades","i",7
"decades","if",5
"decades","since",10
"december","and",41
"december","as",8
"december","by",5
"december","for",8
"december","i",24
"december","is",5
"december","or",5
"december","so",3
"december","th",39
"december","to",32
"december","we",7
"december","when",17
"december","with",8
"decent","amount",13
"decent","but",7
"decent","chance",3
"decent","hour",7
"decent","shot",4
"decide","between",8
"decide","how",32
"decide","i",11
"decide","if",49
"decide","it",8
"decide","not",10
"decide","on",51
"decide","that",13
"decide","the",24
"decide","this",8
"decide","to",173
"decide","what",52
"decide","when",8
"decide","where",7
"decide","whether",61
"decide","which",35
"decide","who",17
"decide","you",7
"decided","a",8
"decided","against",18
"decided","before",6
"decided","by",23
"decided","for",6
"decided","he",27
"decided","i",68
"decided","if",17
"decided","in",17
"decided","is",3
"decided","it",50
"decided","last",6
"decided","not",70
"decided","on",52
"decided","she",19
"decided","that",217
"decided","the",26
"decided","they",24
"decided","this",11
"decided","to",1187
"decided","today",3
"decided","upon",6
"decided","was",5
"decided","we",17
"decided","what",10
"decided","whether",8
"decides","it",5
"decides","not",8
"decides","that",10
"decides","to",90
"decides","what",5
"deciding","between",6
"deciding","if",7
"deciding","on",13
"deciding","that",7
"deciding","to",39
"deciding","what",19
"deciding","where",4
"deciding","whether",19
"deciding","which",9
"decimated","by",4
"decision","a",6
"decision","about",10
"decision","and",38
"decision","but",20
"decision","by",31
"decision","earlier",4
"decision","for",25
"decision","i",34
"decision","in",32
"decision","is",40
"decision","like",3
"decision","makers",8
"decision","making",26
"decision","not",14
"decision","now",5
"decision","of",27
"decision","on",58
"decision","or",7
"decision","regarding",5
"decision","than",3
"decision","that",33
"decision","the",20
"decision","though",3
"decision","to",294
"decision","today",6
"decision","was",40
"decision","we",11
"decision","will",12
"decision","with",7
"decisions","about",21
"decisions","and",32
"decisions","are",17
"decisions","as",6
"decisions","based",13
"decisions","but",10
"decisions","can",5
"decisions","for",18
"decisions","have",7
"decisions","however",5
"decisions","i",11
"decisions","if",4
"decisions","in",22
"decisions","it",6
"decisions","of",7
"decisions","on",17
"decisions","that",43
"decisions","they",5
"decisions","to",21
"decisions","we",8
"decisions","when",3
"decisions","with",8
"decisions","you",10
"deck","and",17
"deck","area",3
"deck","in",9
"deck","is",7
"deck","it",4
"deck","of",12
"deck","on",7
"deck","the",9
"decked","out",23
"decks","and",8
"declaration","of",21
"declare","that",6
"declare","war",3
"declared","a",21
"declared","it",6
"declared","the",31
"declaring","that",8
"declaring","war",4
"decline","as",4
"decline","by",4
"decline","in",80
"decline","of",31
"declined","to",303
"declines","to",6
"declining","to",9
"decor","the",5
"decorate","the",24
"decorate","with",4
"decorate","your",4
"decorated","for",8
"decorated","with",24
"decorating","a",7
"decorating","and",7
"decorating","is",7
"decorating","the",13
"decorations","for",5
"decrease","in",25
"decrease","the",13
"dedicate","this",7
"dedicated","a",5
"dedicated","and",9
"dedicated","fan",4
"dedicated","to",142
"dedication","and",17
"dedication","of",9
"dedication","to",36
"deep","and",51
"deep","as",19
"deep","at",6
"deep","blue",19
"deep","breath",66
"deep","breathing",10
"deep","breaths",15
"deep","but",5
"deep","cuts",8
"deep","dish",8
"deep","down",30
"deep","end",13
"deep","enough",7
"deep","fried",20
"deep","if",4
"deep","in",90
"deep","inside",16
"deep","into",46
"deep","is",3
"deep","it",4
"deep","on",8
"deep","purple",14
"deep","respect",6
"deep","sea",9
"deep","sense",3
"deep","sleep",5
"deep","south",15
"deep","space",6
"deep","thoughts",9
"deep","throat",6
"deep","to",12
"deep","with",6
"deep","within",14
"deepen","the",5
"deeper","and",13
"deeper","in",9
"deeper","into",38
"deeper","level",6
"deeper","than",26
"deeply","about",11
"deeply","and",11
"deeply","disturbing",5
"deeply","embedded",3
"deeply","felt",4
"deeply","in",15
"deeply","ingrained",5
"deeply","into",10
"deeply","religious",3
"deeply","rooted",4
"deeply","saddened",9
"deeply","that",4
"deer","and",15
"deer","head",5
"deer","in",7
"deer","on",5
"def","jam",8
"default","and",5
"default","but",4
"default","to",7
"defeat","at",8
"defeat","in",9
"defeat","it",4
"defeat","of",12
"defeat","the",23
"defeat","this",3
"defeat","to",6
"defeat","you",5
"defeated","by",12
"defeated","in",8
"defeated","the",21
"defeating","the",8
"defeats","the",5
"defect","of",3
"defend","against",6
"defend","and",5
"defend","himself",10
"defend","his",11
"defend","it",7
"defend","our",9
"defend","the",39
"defend","them",7
"defend","themselves",15
"defend","your",4
"defendants","who",7
"defended","by",4
"defender","of",8
"defenders","and",6
"defenders","in",4
"defending","his",7
"defending","the",20
"defends","the",5
"defense","a",6
"defense","against",13
"defense","and",62
"defense","at",6
"defense","fund",14
"defense","has",21
"defense","he",13
"defense","i",11
"defense","in",25
"defense","is",48
"defense","of",46
"defense","secretary",15
"defense","so",4
"defense","team",16
"defense","that",26
"defense","they",8
"defense","to",21
"defense","was",18
"defense","will",9
"defense","would",5
"defense","you",5
"defensive","line",30
"defensive","player",28
"defensive","tackle",41
"defer","to",10
"deficit","and",16
"deficit","disorder",4
"deficits","and",8
"define","and",5
"define","him",4
"define","the",35
"define","them",4
"define","themselves",3
"define","this",3
"define","us",4
"define","what",9
"define","your",8
"defined","as",37
"defined","by",45
"defines","the",10
"defining","characteristics",4
"defining","moment",5
"defining","the",4
"definitely","a",109
"definitely","an",20
"definitely","be",85
"definitely","been",17
"definitely","did",16
"definitely","do",33
"definitely","does",8
"definitely","enjoy",3
"definitely","feel",6
"definitely","going",34
"definitely","got",14
"definitely","had",15
"definitely","has",17
"definitely","have",41
"definitely","help",6
"definitely","in",22
"definitely","interested",9
"definitely","is",8
"definitely","like",3
"definitely","looking",9
"definitely","make",9
"definitely","more",10
"definitely","need",40
"definitely","not",111
"definitely","out",4
"definitely","right",3
"definitely","see",13
"definitely","some",5
"definitely","something",16
"definitely","starting",4
"definitely","that",4
"definitely","the",53
"definitely","think",12
"definitely","took",3
"definitely","want",26
"definitely","was",17
"definitely","will",31
"definitely","would",8
"definition","for",6
"definition","i",6
"definition","is",4
"definition","of",133
"definitions","and",6
"definitions","of",8
"defy","the",9
"degree","and",23
"degree","at",12
"degree","but",5
"degree","for",7
"degree","from",47
"degree","heat",11
"degree","i",12
"degree","in",126
"degree","is",6
"degree","it",5
"degree","murder",19
"degree","of",58
"degree","or",11
"degree","program",6
"degree","temperatures",4
"degree","to",13
"degree","with",5
"degree","you",4
"degrees","and",58
"degrees","are",4
"degrees","as",5
"degrees","at",14
"degrees","do",3
"degrees","f",19
"degrees","fahrenheit",9
"degrees","for",22
"degrees","from",7
"degrees","i",7
"degrees","in",70
"degrees","it",4
"degrees","of",21
"degrees","on",8
"degrees","one",3
"degrees","out",18
"degrees","that",3
"degrees","the",5
"degrees","they",4
"degrees","to",9
"degrees","when",7
"dehydration","and",6
"deja","vu",18
"del","mar",34
"del","rey",14
"del","rio",9
"del","toro",3
"delaware","and",9
"delaware","for",3
"delaware","park",3
"delaware","river",15
"delay","and",9
"delay","getting",4
"delay","in",35
"delay","is",9
"delay","of",10
"delay","on",4
"delay","the",24
"delay","to",6
"delayed","and",5
"delayed","by",10
"delays","and",12
"delays","in",14
"delays","or",4
"delegation","of",7
"delete","the",14
"delete","this",7
"deli","and",3
"delicate","balance",5
"delicious","and",38
"delicious","but",12
"delicious","dinner",10
"delicious","food",22
"delicious","in",3
"delicious","new",4
"delicious","pizza",3
"delicious","recipe",5
"delicious","the",8
"delicious","this",6
"delight","in",13
"delight","it",6
"delight","of",4
"delight","to",13
"delighted","by",7
"delighted","to",35
"delighted","with",10
"delights","in",4
"deliver","a",33
"deliver","and",4
"deliver","his",3
"deliver","it",11
"deliver","more",6
"deliver","my",4
"deliver","on",11
"deliver","the",40
"deliver","their",6
"deliver","to",16
"deliver","your",6
"delivered","a",38
"delivered","in",20
"delivered","it",6
"delivered","that",5
"delivered","the",21
"delivered","to",46
"delivering","a",19
"delivering","the",20
"delivers","a",18
"delivers","the",11
"delivery","and",20
"delivery","for",6
"delivery","is",6
"delivery","of",35
"delivery","room",4
"delivery","system",5
"delivery","that",4
"delivery","to",11
"dell","and",3
"delve","into",22
"demand","a",21
"demand","an",3
"demand","and",31
"demand","but",4
"demand","for",131
"demand","has",10
"demand","in",11
"demand","it",7
"demand","that",26
"demand","the",16
"demand","to",15
"demanded","of",5
"demanded","the",5
"demanded","to",5
"demanding","an",3
"demanding","to",9
"demands","and",9
"demands","for",13
"demands","it",5
"demands","of",19
"demands","that",12
"demaryius","thomas",9
"demeanor","and",8
"demi","moore",9
"demise","of",18
"demo","is",6
"demo","of",13
"democracy","and",18
"democracy","but",4
"democracy","is",11
"democracy","it",3
"democracy","that",4
"democracy","we",4
"democrat","from",19
"democrat","or",3
"democratic","and",12
"democratic","national",18
"democratic","party",92
"democratic","primary",30
"democratically","elected",9
"democrats","and",42
"democrats","are",41
"democrats","as",6
"democrats","have",32
"democrats","in",26
"democrats","who",27
"democrats","will",13
"democrats","would",9
"demographic","that",3
"demolition","of",15
"demonstrate","how",11
"demonstrate","that",17
"demonstrated","to",4
"demonstrates","the",9
"demonstration","and",4
"demonstration","in",4
"demonstration","of",14
"demonstrations","of",5
"denied","a",10
"denied","access",10
"denied","by",4
"denied","it",6
"denied","that",22
"denied","the",41
"denied","their",4
"denied","this",4
"denied","to",10
"denies","all",5
"denim","is",3
"denise","and",4
"dennis","and",6
"dennis","kucinich",23
"dense","but",3
"densely","populated",4
"density","of",6
"dent","in",15
"dental","care",11
"dental","hygienist",3
"dental","practice",8
"denver","a",5
"denver","and",28
"denver","broncos",34
"denver","it",4
"denver","to",12
"denver","with",3
"deny","a",6
"deny","it",17
"deny","me",3
"deny","that",29
"deny","the",28
"deny","them",3
"denying","that",11
"denying","the",13
"departed","the",5
"department","and",76
"department","at",36
"department","but",10
"department","for",26
"department","had",10
"department","i",8
"department","in",33
"department","is",48
"department","manager",4
"department","of",646
"department","says",14
"department","store",25
"department","stores",9
"department","that",17
"department","they",7
"department","this",6
"department","to",35
"department","with",8
"departments","are",8
"departure","date",3
"departure","for",9
"departure","of",13
"depend","on",144
"depended","on",16
"dependence","on",19
"dependent","on",57
"depending","on",295
"depends","a",3
"depends","on",205
"depends","upon",16
"depends","where",6
"depicted","in",10
"depiction","of",19
"deployed","in",12
"deployment","of",11
"deposited","on",4
"depressed","about",5
"depressed","and",8
"depressed","or",4
"depressing","to",8
"depression","and",44
"depression","in",8
"depression","is",12
"depression","of",4
"depression","or",5
"depression","when",4
"deprived","of",10
"depth","and",30
"depth","at",10
"depth","in",6
"depth","of",52
"depth","on",6
"depth","that",6
"depths","of",37
"deputy","secretary",5
"deputy","sheriff",4
"derailed","by",10
"derby","day",26
"derby","is",11
"derby","with",3
"derek","and",7
"derek","fisher",11
"derived","from",34
"des","moines",32
"descendants","and",5
"descendants","of",12
"descended","from",15
"descended","into",7
"descended","upon",7
"descent","into",6
"descent","to",5
"deschutes","brewery",5
"describe","a",17
"describe","an",4
"describe","as",13
"describe","him",7
"describe","his",6
"describe","how",37
"describe","in",6
"describe","it",31
"describe","one",4
"describe","the",60
"describe","their",5
"describe","this",9
"describe","to",4
"describe","what",14
"describe","your",18
"described","a",4
"described","as",161
"described","it",21
"described","what",5
"describes","his",8
"describes","how",8
"describes","it",12
"describes","the",24
"describes","what",5
"describing","an",3
"describing","how",6
"describing","the",20
"describing","what",6
"description","and",11
"description","of",82
"descriptions","and",7
"descriptions","of",29
"desert","and",15
"desert","for",3
"desert","in",11
"desert","is",3
"desert","to",3
"deserve","a",48
"deserve","an",8
"deserve","and",3
"deserve","better",10
"deserve","credit",6
"deserve","it",99
"deserve","more",8
"deserve","our",9
"deserve","so",3
"deserve","the",43
"deserve","this",13
"deserve","to",97
"deserved","a",18
"deserved","and",3
"deserved","better",4
"deserved","to",21
"deserves","a",65
"deserves","it",17
"deserves","more",10
"deserves","some",4
"deserves","that",5
"deserves","the",18
"deserves","to",45
"deserving","of",16
"design","a",35
"design","an",6
"design","and",109
"design","are",4
"design","as",11
"design","but",21
"design","by",11
"design","center",3
"design","changes",4
"design","concept",5
"design","for",52
"design","from",9
"design","here",3
"design","i",24
"design","ideas",5
"design","if",7
"design","in",20
"design","is",48
"design","it",11
"design","may",3
"design","of",41
"design","on",11
"design","process",7
"design","projects",4
"design","review",4
"design","studio",9
"design","team",122
"design","that",17
"design","the",41
"design","theme",4
"design","this",6
"design","was",9
"design","will",10
"design","with",16
"design","work",17
"designated","area",4
"designated","driver",6
"designed","a",17
"designed","by",64
"designed","for",64
"designed","in",12
"designed","my",5
"designed","so",6
"designed","specifically",3
"designed","the",29
"designed","to",323
"designed","with",13
"designer","and",23
"designer","at",4
"designer","but",4
"designer","for",18
"designer","handbag",4
"designer","in",9
"designer","labels",3
"designer","of",8
"designer","to",7
"designer","who",11
"designer","with",3
"designers","and",23
"designers","are",6
"designers","for",5
"designers","get",3
"designers","in",3
"designers","like",3
"designers","of",5
"designers","to",6
"designing","a",13
"designing","and",8
"designing","the",10
"designing","your",3
"designs","and",31
"designs","are",7
"designs","by",9
"designs","can",3
"designs","for",17
"designs","from",6
"designs","have",3
"designs","in",11
"designs","is",9
"designs","on",11
"designs","or",3
"designs","that",7
"designs","to",11
"designs","were",6
"designs","will",6
"desire","a",6
"desire","and",24
"desire","for",49
"desire","of",7
"desire","or",7
"desire","that",5
"desire","to",218
"desired","result",4
"desired","to",7
"desires","and",10
"desires","of",11
"desires","to",10
"desk","all",4
"desk","and",27
"desk","but",5
"desk","for",12
"desk","i",20
"desk","in",10
"desk","it",11
"desk","so",6
"desk","the",7
"desk","to",7
"desk","was",4
"desk","we",3
"desk","which",3
"desks","in",3
"desktop","publishing",5
"despair","and",5
"despair","that",5
"desperate","for",38
"desperate","hope",3
"desperate","housewives",22
"desperate","measures",4
"desperate","need",23
"desperate","times",7
"desperate","to",34
"desperately","need",17
"desperately","needed",17
"desperately","to",9
"desperately","tried",3
"desperately","trying",13
"desperately","want",5
"desperation","and",4
"desperation","of",7
"desperation","to",3
"despise","the",5
"despite","a",64
"despite","all",38
"despite","an",8
"despite","being",40
"despite","claims",4
"despite","getting",3
"despite","having",19
"despite","his",38
"despite","how",5
"despite","it",9
"despite","living",5
"despite","my",36
"despite","no",5
"despite","our",7
"despite","that",15
"despite","the",353
"despite","their",26
"despite","what",11
"despite","your",5
"dessert","a",4
"dessert","and",18
"dessert","i",11
"dessert","table",11
"dessert","the",7
"desserts","and",19
"desserts","are",11
"desserts","to",5
"destination","and",12
"destination","for",27
"destination","in",8
"destination","is",6
"destination","it",5
"destination","that",6
"destination","the",10
"destination","to",6
"destined","for",17
"destined","to",27
"destiny","and",7
"destiny","of",7
"destiny","was",4
"destiny","you",5
"destinys","child",9
"destroy","a",9
"destroy","and",8
"destroy","it",13
"destroy","some",3
"destroy","the",37
"destroy","this",4
"destroyed","and",8
"destroyed","by",19
"destroyed","in",16
"destroyed","or",8
"destroyed","the",15
"destroying","the",13
"destroys","the",6
"destruction","and",10
"destruction","of",41
"destructive","behavior",3
"detail","about",14
"detail","and",16
"detail","he",4
"detail","in",13
"detail","or",4
"detail","to",9
"detail","we",5
"detailed","analysis",4
"details","a",6
"details","about",76
"details","and",51
"details","are",29
"details","as",5
"details","but",24
"details","can",8
"details","for",29
"details","from",7
"details","go",3
"details","have",4
"details","here",14
"details","in",34
"details","it",8
"details","of",154
"details","on",81
"details","or",12
"details","that",22
"details","the",13
"details","this",6
"details","to",47
"details","we",9
"details","were",17
"details","will",7
"details","with",8
"details","you",3
"detained","by",4
"detected","by",7
"detective","and",4
"detectives","with",3
"detention","of",5
"deterioration","of",6
"determination","and",18
"determination","of",9
"determination","to",18
"determine","how",29
"determine","if",43
"determine","the",68
"determine","what",30
"determine","where",10
"determine","whether",79
"determine","which",13
"determine","who",11
"determine","your",4
"determined","and",12
"determined","as",3
"determined","by",40
"determined","it",6
"determined","not",13
"determined","that",68
"determined","the",18
"determined","to",139
"determines","that",4
"determines","the",13
"determines","whether",3
"determining","the",11
"detrimental","effects",3
"detrimental","to",19
"detroit","and",37
"detroit","area",10
"detroit","lions",17
"detroit","mi",6
"detroit","that",7
"detroit","tigers",12
"detroit","to",9
"detroit","with",12
"devastated","by",11
"devastated","for",3
"devastated","when",3
"devastating","to",4
