"w1","prediction","rank"
"and","dodge",9
"and","does",78
"and","doesnt",94
"and","dog",24
"and","dogs",38
"and","doing",123
"and","dollar",4
"and","dollars",5
"and","dolls",5
"and","dolphins",7
"and","domestic",19
"and","don",24
"and","donald",12
"and","donate",18
"and","done",89
"and","dont",388
"and","donts",3
"and","donuts",5
"and","doom",6
"and","door",7
"and","doors",11
"and","dot",4
"and","double",21
"and","doubt",10
"and","doubts",6
"and","down",207
"and","download",19
"and","downloading",3
"and","downright",7
"and","downs",38
"and","downtown",19
"and","dozens",33
"and","dr",39
"and","dracula",4
"and","draft",13
"and","drafts",4
"and","drag",7
"and","dragged",13
"and","dragons",4
"and","drama",15
"and","dramatic",10
"and","drank",16
"and","draw",22
"and","drawing",12
"and","draws",10
"and","dream",23
"and","dreaming",4
"and","dreams",32
"and","dreamworks",3
"and","dressed",10
"and","dresses",9
"and","drew",25
"and","dried",23
"and","drink",88
"and","drinking",51
"and","drinks",56
"and","drive",86
"and","driven",7
"and","driver",4
"and","drives",5
"and","driving",45
"and","drooling",4
"and","drop",33
"and","dropped",25
"and","dropping",11
"and","drops",9
"and","drove",65
"and","drug",77
"and","drugs",21
"and","drums",11
"and","drunk",7
"and","drunken",3
"and","dry",51
"and","dryer",8
"and","drying",7
"and","duck",13
"and","duct",4
"and","due",8
"and","dull",9
"and","dumb",6
"and","dumber",6
"and","dump",7
"and","dumped",12
"and","dumplings",5
"and","during",52
"and","dust",9
"and","dusty",6
"and","duty",5
"and","dvds",8
"and","dwayne",6
"and","dwight",8
"and","dying",12
"and","dylan",12
"and","e",13
"and","each",109
"and","eager",13
"and","ear",5
"and","earlier",14
"and","early",112
"and","earn",23
"and","ears",12
"and","earth",21
"and","easier",9
"and","easiest",3
"and","easily",22
"and","east",49
"and","easter",11
"and","easy",117
"and","eat",140
"and","eating",77
"and","eats",7
"and","economic",99
"and","economical",4
"and","economy",5
"and","ed",17
"and","eddie",15
"and","edit",11
"and","editing",17
"and","editors",13
"and","educate",8
"and","educated",5
"and","education",70
"and","educational",28
"and","educators",5
"and","edward",10
"and","effect",14
"and","effective",46
"and","effectively",11
"and","efficiency",13
"and","efficient",18
"and","efficiently",8
"and","effort",34
"and","egg",24
"and","eggs",33
"and","eight",45
"and","either",25
"and","el",9
"and","elections",8
"and","electricity",13
"and","electronic",17
"and","elegant",9
"and","elementary",6
"and","elephants",5
"and","elijah",7
"and","eliminate",12
"and","elk",5
"and","elliott",8
"and","email",49
"and","emailed",7
"and","emails",21
"and","embarrassed",5
"and","embrace",13
"and","emerge",4
"and","emergency",24
"and","emerging",7
"and","emily",22
"and","emma",7
"and","emotion",11
"and","emotional",38
"and","emotionally",18
"and","emotions",21
"and","empathy",6
"and","employees",42
"and","employment",16
"and","empower",10
"and","empowering",4
"and","empty",19
"and","enable",5
"and","encourage",38
"and","encouraged",15
"and","encouragement",20
"and","encourages",11
"and","encouraging",21
"and","end",73
"and","ended",93
"and","ending",19
"and","endless",8
"and","ends",45
"and","energy",81
"and","engage",14
"and","engaged",10
"and","engagement",6
"and","engaging",28
"and","engineering",23
"and","engineers",13
"and","english",29
"and","enhance",7
"and","enjoy",288
"and","enjoyable",15
"and","enjoyed",59
"and","enjoying",50
"and","enough",17
"and","ensure",19
"and","enter",32
"and","entered",25
"and","enters",3
"and","entertain",6
"and","entertained",7
"and","entertaining",29
"and","entertainment",49
"and","enthusiasm",16
"and","enthusiastic",4
"and","enthusiastically",3
"and","entrepreneurship",6
"and","environment",16
"and","environmental",48
"and","equal",8
"and","equally",10
"and","er",3
"and","eric",27
"and","ernie",7
"and","error",18
"and","escape",4
"and","escaped",5
"and","escaping",3
"and","escort",3
"and","especially",68
"and","espn",11
"and","establish",14
"and","ethics",9
"and","ethiopian",3
"and","europe",32
"and","eva",6
"and","evaluate",7
"and","evaluation",8
"and","evan",9
"and","even",634
"and","evening",16
"and","event",9
"and","events",34
"and","eventually",105
"and","ever",31
"and","every",245
"and","everybody",52
"and","everyday",10
"and","everyone",202
"and","everyones",9
"and","everything",202
"and","evidence",13
"and","evil",21
"and","evolution",9
"and","evolve",4
"and","exactly",6
"and","excel",3
"and","excellent",10
"and","excess",5
"and","exchange",48
"and","excite",3
"and","excited",37
"and","excitement",18
"and","exciting",53
"and","exclusive",10
"and","excuse",4
"and","execute",8
"and","executed",12
"and","execution",4
"and","exercise",60
"and","exhale",3
"and","exhausted",9
"and","exhibitors",4
"and","expand",27
"and","expanded",17
"and","expect",37
"and","expectations",14
"and","expected",13
"and","expensive",13
"and","experience",54
"and","experienced",16
"and","experiences",21
"and","expert",8
"and","expertise",8
"and","explain",26
"and","explained",14
"and","explaining",5
"and","explanation",5
"and","explanations",3
"and","exploration",6
"and","explore",31
"and","exploring",6
"and","explosions",4
"and","expose",9
"and","express",10
"and","expressing",6
"and","expression",5
"and","extend",10
"and","extended",11
"and","extent",3
"and","external",10
"and","extra",22
"and","extreme",7
"and","extremely",14
"and","extremism",4
"and","eye",13
"and","eyes",10
"and","f",14
"and","fabric",6
"and","fabulous",17
"and","face",41
"and","facebook",67
"and","facial",4
"and","facilitate",4
"and","facing",14
"and","faculty",17
"and","fail",11
"and","failed",37
"and","failing",16
"and","failure",20
"and","failures",5
"and","fair",27
"and","fairly",11
"and","fairness",7
"and","faith",24
"and","faithful",10
"and","fake",9
"and","fall",78
"and","falling",32
"and","falls",16
"and","false",10
"and","fame",4
"and","familiar",5
"and","families",71
"and","family",292
"and","famous",16
"and","fan",12
"and","fans",52
"and","fantastic",11
"and","fantasy",16
"and","far",45
"and","farm",7
"and","farmers",13
"and","farming",5
"and","farms",5
"and","fascinated",4
"and","fascinating",11
"and","fashion",19
"and","fast",30
"and","faster",16
"and","fat",23
"and","father",31
"and","fathers",7
"and","favorite",7
"and","fb",12
"and","fear",37
"and","feared",6
"and","fearless",5
"and","fears",13
"and","feature",14
"and","features",20
"and","featuring",6
"and","feb",7
"and","fed",12
"and","federal",110
"and","fee",5
"and","feed",22
"and","feedback",13
"and","feeding",9
"and","feel",164
"and","feeling",56
"and","feelings",23
"and","feels",24
"and","fees",35
"and","feet",43
"and","fell",48
"and","fellow",53
"and","fellowship",8
"and","felt",64
"and","females",7
"and","feta",10
"and","fetal",5
"and","fever",9
"and","few",17
"and","fewer",27
"and","fiction",9
"and","field",60
"and","fifth",15
"and","fifty",6
"and","fight",31
"and","fighting",12
"and","fights",9
"and","figuratively",11
"and","figure",38
"and","figures",14
"and","file",13
"and","filed",12
"and","fill",40
"and","filled",35
"and","filling",11
"and","film",28
"and","final",57
"and","finally",193
"and","finals",10
"and","finance",16
"and","financial",57
"and","financially",3
"and","find",230
"and","finding",62
"and","finds",18
"and","fine",19
"and","finely",8
"and","fingers",9
"and","finish",53
"and","finished",91
"and","finishing",20
"and","fire",82
"and","fired",21
"and","fireworks",8
"and","firms",3
"and","first",69
"and","fish",25
"and","fishing",18
"and","fit",13
"and","fitness",24
"and","five",122
"and","fix",22
"and","fixed",6
"and","fixing",6
"and","flash",7
"and","flexibility",5
"and","flies",4
"and","flight",9
"and","flip",19
"and","flipped",16
"and","flipping",6
"and","float",6
"and","floating",5
"and","floor",9
"and","florida",25
"and","flow",9
"and","flowers",29
"and","flows",4
"and","flu",6
"and","fluffy",24
"and","fly",22
"and","flying",13
"and","focus",67
"and","focused",16
"and","fold",13
"and","folk",10
"and","folks",6
"and","follow",190
"and","followed",40
"and","followers",18
"and","following",26
"and","follows",13
"and","food",128
"and","foot",15
"and","football",18
"and","for",963
"and","force",26
"and","forced",44
"and","forcing",11
"and","ford",13
"and","foreign",43
"and","foremost",33
"and","forest",15
"and","forever",29
"and","forget",36
"and","forgive",5
"and","forgot",14
"and","fork",6
"and","form",19
"and","formed",10
"and","former",172
"and","formerly",3
"and","forms",4
"and","fort",12
"and","forth",148
"and","forthright",3
"and","fortune",8
"and","forward",17
"and","foster",8
"and","fought",10
"and","found",265
"and","foundation",4
"and","founder",24
"and","fountain",3
"and","four",143
"and","fourth",36
"and","fox",15
"and","frame",4
"and","fran",5
"and","france",23
"and","frank",23
"and","franklin",15
"and","frankly",26
"and","fred",9
"and","freddie",33
"and","free",135
"and","freedom",26
"and","freedoms",6
"and","french",40
"and","fresh",87
"and","friday",59
"and","fridays",6
"and","fried",21
"and","friend",41
"and","friendly",27
"and","friends",264
"and","friendship",11
"and","fries",25
"and","frightening",3
"and","from",204
"and","front",9
"and","frosted",5
"and","fruit",26
"and","fruitful",6
"and","fruity",4
"and","frustrated",9
"and","frustrating",7
"and","frustration",15
"and","fry",15
"and","fuel",11
"and","full",75
"and","fully",12
"and","fun",140
"and","function",10
"and","functional",8
"and","fund",7
"and","funding",18
"and","funk",8
"and","funny",50
"and","fur",8
"and","furious",22
"and","furniture",11
"and","further",36
"and","future",51
"and","fuzzy",12
"and","g",18
"and","gabe",5
"and","gabrielle",3
"and","gain",18
"and","gallery",5
"and","gals",11
"and","gambling",5
"and","game",44
"and","games",54
"and","garage",11
"and","garden",30
"and","garlic",57
"and","gary",24
"and","gas",88
"and","gates",5
"and","gather",8
"and","gathered",5
"and","gathering",10
"and","gave",152
"and","gavin",4
"and","gay",14
"and","gb",4
"and","gear",9
"and","gearing",3
"and","gems",5
"and","gen",4
"and","gender",16
"and","gene",6
"and","general",91
"and","generally",41
"and","generous",14
"and","gentle",12
"and","gentlemen",34
"and","genuine",10
"and","george",49
"and","georgia",20
"and","get",1116
"and","gets",47
"and","getting",238
"and","ghost",5
"and","ghosts",4
"and","giant",6
"and","gift",20
"and","gifts",19
"and","giggles",7
"and","gilbert",7
"and","ginger",16
"and","girl",22
"and","girls",92
"and","giroux",4
"and","give",273
"and","giveaways",6
"and","given",53
"and","gives",55
"and","giving",66
"and","glad",24
"and","glamour",7
"and","glass",15
"and","glasses",8
"and","glee",4
"and","glendale",3
"and","glitter",8
"and","global",15
"and","gloria",7
"and","glorious",5
"and","gloves",9
"and","glue",13
"and","gluten",4
"and","glutenfree",3
"and","gm",9
"and","gnashing",6
"and","go",458
"and","goal",8
"and","goals",18
"and","goat",7
"and","gobs",3
"and","god",63
"and","goes",54
"and","going",118
"and","gold",64
"and","golden",29
"and","golf",11
"and","gomorrah",4
"and","gone",42
"and","good",251
"and","goodbye",13
"and","goodies",5
"and","goods",5
"and","goodwill",5
"and","google",31
"and","gore",9
"and","gorgeous",20
"and","gossip",7
"and","got",375
"and","gotten",6
"and","gourmet",11
"and","government",65
"and","governor",8
"and","grab",54
"and","grabbed",23
"and","grabs",5
"and","grace",30
"and","gracious",7
"and","gradually",12
"and","graduate",12
"and","graduated",13
"and","graduating",5
"and","graduation",8
"and","graham",5
"and","grand",13
"and","granddaughter",5
"and","grandma",10
"and","grandmas",4
"and","grandmother",5
"and","grandmothers",9
"and","grandpa",15
"and","grant",15
"and","grapes",4
"and","grappling",4
"and","grass",5
"and","grateful",10
"and","gratitude",10
"and","gravity",6
"and","gravy",14
"and","gray",22
"and","greasy",5
"and","great",161
"and","greater",7
"and","greatest",9
"and","greed",5
"and","greek",10
"and","green",125
"and","greens",17
"and","greet",23
"and","greeted",6
"and","greg",20
"and","grew",24
"and","grey",13
"and","grief",7
"and","grill",28
"and","grilled",17
"and","grime",3
"and","grind",18
"and","grinding",8
"and","grits",4
"and","groom",17
"and","gross",9
"and","ground",17
"and","group",9
"and","grow",53
"and","growing",54
"and","grows",5
"and","growth",23
"and","guarantees",5
"and","guess",39
"and","guest",14
"and","guests",20
"and","guidance",13
"and","guide",8
"and","guitar",9
"and","gum",4
"and","gun",10
"and","gus",4
"and","gusto",3
"and","guys",12
"and","h",7
"and","had",675
"and","hadnt",15
"and","hair",30
"and","half",83
"and","hall",5
"and","ham",9
"and","hamas",7
"and","hand",41
"and","handbags",3
"and","handed",20
"and","handle",8
"and","handling",10
"and","hands",13
"and","handsome",5
"and","hang",54
"and","hanging",27
"and","hannah",10
"and","happier",3
"and","happily",17
"and","happiness",25
"and","happy",233
"and","hard",65
"and","harder",17
"and","hardly",5
"and","harmful",7
"and","harmony",9
"and","harry",20
"and","has",805
"and","hasnt",22
"and","hat",12
"and","hate",28
"and","hates",6
"and","hats",6
"and","have",1119
"and","havenots",4
"and","havent",40
"and","having",195
"and","hawaii",8
"and","hazelnut",3
"and","he",1742
"and","head",109
"and","headaches",8
"and","headed",81
"and","heading",29
"and","heads",11
"and","heal",9
"and","healing",18
"and","health",119
"and","healthcare",13
"and","healthier",5
"and","healthy",66
"and","hear",69
"and","heard",34
"and","hearing",17
"and","heart",41
"and","heartache",7
"and","heartfelt",6
"and","hearts",16
"and","hearty",8
"and","heat",31
"and","heated",15
"and","heather",11
"and","heavy",30
"and","hectic",5
"and","hector",3
"and","hed",12
"and","hedges",3
"and","heidi",7
"and","held",71
"and","helen",6
"and","hell",53
"and","hello",15
"and","help",228
"and","helped",76
"and","helpful",31
"and","helping",51
"and","helps",26
"and","henry",12
"and","her",885
"and","herbs",18
"and","here",147
"and","heres",49
"and","heritage",14
"and","hermione",3
"and","heroes",4
"and","heroin",9
"and","hes",252
"and","hey",20
"and","hid",7
"and","hidden",7
"and","hide",19
"and","hides",4
"and","hiding",9
"and","high",100
"and","higher",46
"and","highest",5
"and","highland",8
"and","highly",30
"and","hiking",11
"and","hilarious",17
"and","hilary",3
"and","him",34
"and","himself",7
"and","his",1841
"and","hispanic",11
"and","historic",7
"and","historical",10
"and","history",33
"and","hit",107
"and","hits",16
"and","hitting",24
"and","hockey",9
"and","hold",57
"and","holding",37
"and","holds",16
"and","holiday",12
"and","holy",12
"and","home",86
"and","homeless",9
"and","homemade",20
"and","homes",14
"and","honest",26
"and","honestly",30
"and","honesty",7
"and","honey",34
"and","honor",25
"and","hooks",5
"and","hop",4
"and","hope",175
"and","hoped",14
"and","hopefully",132
"and","hopelessness",4
"and","hopes",34
"and","hoping",40
"and","horrified",4
"and","horror",13
"and","horse",10
"and","hospitality",13
"and","hot",62
"and","hotel",19
"and","hotels",11
"and","hound",4
"and","hour",16
"and","hours",30
"and","house",41
"and","housing",20
"and","houston",12
"and","how",889
"and","howard",13
"and","hows",7
"and","hubby",10
"and","hudson",11
"and","hug",9
"and","huge",13
"and","hugs",15
"and","human",101
"and","humanitarian",4
"and","humanities",5
"and","humble",7
"and","humbled",9
"and","humid",14
"and","humidity",10
"and","humiliation",4
"and","humility",6
"and","humor",13
"and","hung",16
"and","hunger",11
"and","hungry",23
"and","hunting",10
"and","hurricane",7
"and","hurt",23
"and","hurting",7
"and","husband",15
"and","husbands",6
"and","hybrid",3
"and","hyde",4
"and","i",9099
"and","ian",10
"and","ice",72
"and","iced",9
"and","id",117
"and","ideally",5
"and","ideals",6
"and","ideas",47
"and","identify",9
"and","if",944
"and","ignore",19
"and","ignored",9
"and","ignoring",9
"and","ill",413
"and","illustrator",3
"and","im",1355
"and","image",11
"and","images",13
"and","imagination",8
"and","imaginative",3
"and","imagine",16
"and","imagined",6
"and","immediately",59
"and","impact",10
"and","implement",7
"and","implementation",11
"and","important",16
"and","impossible",5
"and","impressive",5
"and","improve",56
"and","improved",35
"and","improvement",9
"and","improving",23
"and","in",1472
"and","inappropriate",5
"and","incentive",4
"and","include",42
"and","included",17
"and","includes",44
"and","including",15
"and","inclusive",5
"and","incorporated",4
"and","increase",25
"and","increased",27
"and","increases",11
"and","increasing",21
"and","incredible",6
"and","incredibly",9
"and","indeed",38
"and","independent",26
"and","index",7
"and","india",15
"and","indian",11
"and","indiana",13
"and","indianapolis",8
"and","indicates",3
"and","indignation",3
"and","individual",26
"and","individuals",21
"and","indoor",8
"and","industrial",22
"and","industry",29
"and","inevitably",3
"and","inexpensive",18
"and","infants",3
"and","inflammation",4
"and","influence",23
"and","inform",5
"and","informal",3
"and","information",49
"and","informative",16
"and","informed",7
"and","infrastructure",24
"and","infringement",4
"and","ingame",3
"and","initially",4
"and","initiate",3
"and","injure",5
"and","injured",19
"and","inner",8
"and","innocent",10
"and","innovation",16
"and","innovative",17
"and","inperson",3
"and","insecurity",3
"and","insert",3
"and","inside",13
"and","insight",8
"and","insightful",7
"and","insights",4
"and","insisted",18
"and","insisting",4
"and","inspiration",23
"and","inspire",16
"and","inspired",25
"and","inspires",5
"and","inspiring",41
"and","install",12
"and","installation",3
"and","instantly",9
"and","instead",73
"and","instruction",7
"and","instructional",4
"and","instructions",4
"and","insulting",7
"and","insurance",21
"and","integrity",9
"and","intellectual",15
"and","intelligence",14
"and","intelligent",12
"and","intensity",12
"and","interact",9
"and","interest",26
"and","interested",10
"and","interesting",40
"and","interests",14
"and","interior",15
"and","international",61
"and","internet",26
"and","intervention",5
"and","interview",8
"and","interviewing",5
"and","interviews",22
"and","into",145
"and","intrigue",7
"and","intriguing",8
"and","introduce",15
"and","introduced",15
"and","invest",10
"and","investigations",8
"and","investment",13
"and","investors",23
"and","invite",10
"and","invites",7
"and","inviting",9
"and","ipad",19
"and","iphone",11
"and","iphones",6
"and","ipod",7
"and","iran",11
"and","iraq",9
"and","irish",8
"and","iron",13
"and","irritated",5
"and","is",1310
"and","isnt",35
"and","isolated",4
"and","isolation",4
"and","issues",10
"and","it",2755
"and","italian",19
"and","italy",16
"and","itd",4
"and","items",10
"and","itll",16
"and","its",1736
"and","ive",272
"and","ivory",5
"and","ivy",3
"and","j",9
"and","jack",39
"and","jackie",9
"and","jackson",12
"and","jacksonville",7
"and","jada",5
"and","jaden",4
"and","jake",17
"and","jalapeno",9
"and","james",54
"and","jamie",18
"and","jammed",5
"and","jan",12
"and","jane",13
"and","january",8
"and","japan",18
"and","japanese",18
"and","jason",37
"and","jazz",21
"and","jd",5
"and","jean",9
"and","jeans",16
"and","jeff",35
"and","jefferson",18
"and","jello",3
"and","jelly",13
"and","jen",7
"and","jenna",7
"and","jennifer",16
"and","jenny",7
"and","jeremy",14
"and","jerry",14
"and","jess",4
"and","jesse",6
"and","jessica",16
"and","jesus",20
"and","jet",7
"and","jets",5
"and","jewelry",18
"and","jewish",11
"and","jews",9
"and","jill",10
"and","jim",32
"and","jimmy",12
"and","jimmys",3
"and","job",32
"and","jobs",28
"and","joe",46
"and","joel",9
"and","joey",11
"and","johanna",5
"and","john",111
"and","johnny",10
"and","join",71
"and","joined",23
"and","joining",7
"and","joint",5
"and","jokes",5
"and","jon",14
"and","jonah",5
"and","jonathan",10
"and","jones",18
"and","jordan",27
"and","jose",10
"and","joseph",19
"and","josh",17
"and","joshua",14
"and","journalists",11
"and","joy",58
"and","joyce",5
"and","joyful",7
"and","judge",11
"and","judging",7
"and","judgmental",4
"and","juice",13
"and","juices",8
"and","juicy",11
"and","julia",11
"and","julie",8
"and","juliet",23
"and","july",20
"and","jump",22
"and","jumped",16
"and","jumping",15
"and","jumps",6
"and","june",26
"and","junk",7
"and","just",624
"and","justice",27
"and","justin",42
"and","k",20
"and","kale",6
"and","kansas",24
"and","karen",13
"and","kate",30
"and","kathleen",4
"and","kathy",12
"and","keep",279
"and","keeping",59
"and","keeps",32
"and","keith",12
"and","kelly",18
"and","ken",14
"and","kenny",8
"and","kentucky",7
"and","kept",61
"and","kevin",36
"and","key",12
"and","keyboard",5
"and","keys",3
"and","kick",25
"and","kicked",19
"and","kicking",16
"and","kicks",6
"and","kidney",8
"and","kids",72
"and","kill",43
"and","killed",100
"and","killing",26
"and","kills",7
"and","kim",17
"and","kind",46
"and","kinda",7
"and","kindness",5
"and","king",17
"and","kings",10
"and","kirk",5
"and","kiss",25
"and","kissed",13
"and","kittens",5
"and","knee",5
"and","knees",13
"and","knew",38
"and","knives",6
"and","knock",15
"and","knocked",21
"and","know",101
"and","knowing",47
"and","knowledge",28
"and","knowledgeable",11
"and","known",9
"and","knows",20
"and","kristin",7
"and","kyle",25
"and","la",29
"and","label",6
"and","labels",4
"and","labor",23
"and","lace",12
"and","lack",28
"and","lacking",9
"and","ladies",12
"and","lady",11
"and","laid",21
"and","lake",21
"and","lamb",10
"and","land",21
"and","landed",17
"and","landscape",8
"and","landscaping",10
"and","language",18
"and","lap",3
"and","laptop",3
"and","laptops",5
"and","large",59
"and","larry",16
"and","laser",3
"and","last",125
"and","lasting",10
"and","lastly",10
"and","late",18
"and","later",126
"and","latin",18
"and","laugh",44
"and","laughed",23
"and","laughing",36
"and","laughter",14
"and","launch",11
"and","launched",17
"and","laura",16
"and","lauren",9
"and","lavender",8
"and","law",26
"and","lawyer",7
"and","lawyers",11
"and","lay",28
"and","layers",4
"and","laying",10
"and","lazy",8
"and","lb",6
"and","le",6
"and","lead",41
"and","leader",9
"and","leaders",11
"and","leadership",27
"and","leading",19
"and","leads",17
"and","lean",15
"and","learn",132
"and","learned",33
"and","learning",70
"and","least",6
"and","leave",172
"and","leaves",44
"and","leaving",41
"and","lectures",4
"and","led",64
"and","lee",23
"and","lees",4
"and","left",149
"and","leg",8
"and","legal",45
"and","legend",5
"and","legislation",8
"and","legs",26
"and","lehigh",3
"and","lemon",52
"and","lemonade",6
"and","lentil",4
"and","leon",3
"and","les",6
"and","lesbian",29
"and","less",139
"and","let",518
"and","lets",100
"and","letter",3
"and","letters",12
"and","letting",40
"and","level",10
"and","liability",4
"and","liam",8
"and","liberal",11
"and","liberals",6
"and","liberties",3
"and","liberty",5
"and","library",14
"and","lick",7
"and","lie",10
"and","life",64
"and","lifeless",3
"and","lifestyle",9
"and","lift",11
"and","lifted",4
"and","lifting",10
"and","light",62
"and","lighting",13
"and","lightning",7
"and","like",157
"and","liked",17
"and","likes",15
"and","lily",4
"and","lime",22
"and","limitations",5
"and","lin",7
"and","linda",18
"and","line",11
"and","link",29
"and","linking",5
"and","links",7
"and","lips",6
"and","lisa",16
"and","list",8
"and","listen",99
"and","listened",22
"and","listening",53
"and","lists",9
"and","lit",8
"and","literally",22
"and","literary",8
"and","literature",7
"and","little",80
"and","live",129
"and","lived",37
"and","lives",26
"and","living",45
"and","liz",7
"and","loaded",7
"and","loads",9
"and","lobster",7
"and","local",148
"and","locally",11
"and","locals",6
"and","location",13
"and","locations",11
"and","lock",11
"and","locked",15
"and","logic",10
"and","london",14
"and","lonely",15
"and","long",84
"and","longer",23
"and","longing",8
"and","longtime",19
"and","look",201
"and","looked",91
"and","looking",116
"and","looks",56
"and","loose",12
"and","looting",5
"and","lord",8
"and","lose",31
"and","losers",15
"and","losing",21
"and","loss",27
"and","lost",93
"and","lot",3
"and","lots",173
"and","lou",6
"and","loud",22
"and","louis",12
"and","louise",9
"and","louisiana",14
"and","love",291
"and","loved",68
"and","lovely",23
"and","lovers",5
"and","loves",37
"and","loving",74
"and","low",49
"and","lower",44
"and","lowering",7
"and","lows",11
"and","loyal",7
"and","loyalty",5
"and","lucas",7
"and","luckily",10
"and","lucky",7
"and","lucy",9
"and","luke",14
"and","lunch",24
"and","lunches",3
"and","luxury",10
"and","lying",15
"and","ma",3
"and","machines",3
"and","mad",9
"and","made",330
"and","madison",14
"and","magazines",16
"and","magic",27
"and","magical",9
"and","magnetic",6
"and","mail",18
"and","mailed",7
"and","main",16
"and","mainly",4
"and","maintain",33
"and","maintained",14
"and","maintaining",16
"and","maintenance",26
"and","major",22
"and","make",690
"and","makes",108
"and","makeup",29
"and","making",213
"and","mama",4
"and","man",26
"and","managed",21
"and","management",34
"and","managers",8
"and","manages",7
"and","mango",6
"and","mannerisms",3
"and","manu",4
"and","many",307
"and","maple",14
"and","maps",6
"and","marc",7
"and","march",21
"and","marcus",14
"and","margaret",7
"and","margaritas",8
"and","maria",9
"and","marilyn",4
"and","mario",8
"and","mark",59
"and","market",18
"and","marketing",71
"and","markets",10
"and","marks",4
"and","marriage",12
"and","married",29
"and","marry",7
"and","martha",5
"and","martin",16
"and","marvel",7
"and","mary",34
"and","maryland",13
"and","mash",13
"and","mass",9
"and","massage",7
"and","massive",6
"and","master",21
"and","mastering",9
"and","masters",6
"and","mat",7
"and","match",23
"and","matching",16
"and","materials",18
"and","math",37
"and","matt",39
"and","matthew",6
"and","mature",12
"and","maui",4
"and","maureen",3
"and","max",16
"and","may",184
"and","maybe",255
"and","mayor",17
"and","mb",3
"and","mccain",6
"and","me",214
"and","meals",7
"and","mean",18
"and","meaning",11
"and","meaningful",8
"and","measure",5
"and","meat",10
"and","meatballs",5
"and","media",49
"and","medical",63
"and","medicare",15
"and","medicine",17
"and","meditation",10
"and","medium",6
"and","meet",80
"and","meeting",38
"and","meetings",9
"and","mega",6
"and","mel",5
"and","melissa",14
"and","mellow",5
"and","melodic",4
"and","melon",4
"and","melted",10
"and","melting",4
"and","members",32
"and","membership",5
"and","memories",17
"and","memory",11
"and","men",44
"and","mens",5
"and","mentally",14
"and","mentioned",12
"and","mentions",17
"and","mentoring",6
"and","mercy",10
"and","message",7
"and","messages",10
"and","messed",4
"and","met",33
"and","metal",23
"and","methods",12
"and","mexico",28
"and","michael",79
"and","michelle",14
"and","michigan",17
"and","mickey",8
"and","microsoft",11
"and","middle",24
"and","might",30
"and","mighty",6
"and","mike",69
"and","mild",11
"and","mile",11
"and","miles",24
"and","military",31
"and","milk",32
"and","miller",18
"and","million",99
"and","millions",16
"and","mind",29
"and","minds",11
"and","mindy",4
"and","mine",21
"and","minerals",10
"and","mingle",3
"and","mini",10
"and","ministry",3
"and","minnesota",13
"and","minor",9
"and","minority",11
"and","mint",20
"and","minutes",42
"and","misery",8
"and","misinformation",8
"and","miss",68
"and","missed",40
"and","misses",9
"and","missing",24
"and","missouri",27
"and","mistakes",4
"and","mix",85
"and","mixed",21
"and","mixing",8
"and","mo",5
"and","mobile",20
"and","model",8
"and","moderate",4
"and","modern",38
"and","molly",7
"and","mom",28
"and","moment",4
"and","moments",8
"and","moms",11
"and","monday",26
"and","money",83
"and","monitor",11
"and","monroe",10
"and","monsters",5
"and","montana",7
"and","months",27
"and","mood",5
"and","moods",3
"and","morality",8
"and","morals",5
"and","more",1201
"and","morning",7
"and","mortar",10
"and","mortgage",7
"and","most",369
"and","mostly",40
"and","mother",37
"and","mothers",17
"and","motivate",9
"and","motivating",4
"and","motivation",15
"and","motivational",4
"and","motor",6
"and","mountain",11
"and","mountains",7
"and","mouse",7
"and","mouth",10
"and","move",133
"and","moved",86
"and","movement",6
"and","moves",19
"and","movie",27
"and","movies",22
"and","moving",54
"and","mr",63
"and","mrs",29
"and","ms",9
"and","much",119
"and","muffins",4
"and","multiple",21
"and","mundane",3
"and","murder",21
"and","mushroom",6
"and","mushrooms",13
"and","music",104
"and","musical",20
"and","muslims",4
"and","must",50
"and","mustard",16
"and","my",1473
"and","myself",38
"and","mysterious",7
"and","mystery",8
"and","n",9
"and","nail",11
"and","nails",5
"and","naive",7
"and","naked",3
"and","name",16
"and","named",13
"and","names",6
"and","naming",4
"and","nancy",16
"and","nap",9
"and","narrative",4
"and","narrow",12
"and","nasty",15
"and","nate",12
"and","nathan",15
"and","national",67
"and","nationally",9
"and","native",16
"and","nato",16
"and","natural",66
"and","navy",10
"and","nazi",3
"and","nd",15
"and","near",13
"and","nearly",59
"and","necessary",11
"and","neck",24
"and","need",77
"and","needing",6
"and","needles",10
"and","needs",55
"and","negative",14
"and","neglect",12
"and","neglected",7
"and","neighbors",30
"and","neither",39
"and","neon",6
"and","nephew",10
"and","nephews",20
"and","nerve",8
"and","network",16
"and","networking",13
"and","neutral",4
"and","never",253
"and","new",423
"and","newer",3
"and","newly",8
"and","news",29
"and","newspaper",8
"and","newspapers",11
"and","next",60
"and","nfl",11
"and","nice",35
"and","nick",23
"and","nicole",10
"and","night",48
"and","nightly",4
"and","nights",14
"and","nike",4
"and","nikki",5
"and","nine",53
"and","no",681
"and","noah",11
"and","noble",27
"and","nobody",60
"and","noise",10
"and","nolan",7
"and","non",7
"and","none",54
"and","nonprofit",12
"and","nonprofits",9
"and","normal",8
"and","norman",5
"and","north",54
"and","northern",16
"and","nose",5
"and","not",1338
"and","noted",20
