"item","Frequency"
"t going",230
"t mind",230
"telling me",230
"the fifth",230
"the incident",230
"today the",230
"week to",230
"a ton",229
"be too",229
"coming in",229
"could see",229
"for 10",229
"had one",229
"in just",229
"is actually",229
"made up",229
"missed the",229
"save the",229
"say hi",229
"start with",229
"though he",229
"times in",229
"tweet me",229
"you live",229
"your blog",229
"a change",228
"a comment",228
"a drink",228
"a word",228
"all three",228
"an eye",228
"are there",228
"but only",228
"days to",228
"her a",228
"is having",228
"is working",228
"living room",228
"long day",228
"man s",228
"never know",228
"nothing like",228
"people on",228
"something you",228
"spokesman for",228
"that said",228
"the industry",228
"the land",228
"to drink",228
"to more",228
"told her",228
"us out",228
"was awesome",228
"well with",228
"with each",228
"a company",227
"a four",227
"be up",227
"blog post",227
"comes out",227
"during his",227
"everyone s",227
"familiar with",227
"for both",227
"get better",227
"good enough",227
"he gets",227
"his new",227
"i promise",227
"in each",227
"in three",227
"my work",227
"off in",227
"olive oil",227
"the image",227
"the information",227
"the moon",227
"the play",227
"the recent",227
"the website",227
"to 5",227
"to i",227
"who said",227
"you my",227
"a fantastic",226
"a joke",226
"a personal",226
"happy easter",226
"however i",226
"is open",226
"m thinking",226
"no reason",226
"paid for",226
"read a",226
"the afternoon",226
"the hard",226
"took me",226
"was amazing",226
"worth the",226
"a record",225
"being able",225
"doing this",225
"had just",225
"has always",225
"have gone",225
"her family",225
"in class",225
"in late",225
"job and",225
"live on",225
"now for",225
"of good",225
"open the",225
"s death",225
"school s",225
"the beer",225
"the oven",225
"the property",225
"was your",225
"way he",225
"your home",225
"a no",224
"and find",224
"are to",224
"are trying",224
"associated with",224
"back for",224
"center of",224
"dm me",224
"go in",224
"goal is",224
"in ohio",224
"is already",224
"justin bieber",224
"on both",224
"shut down",224
"take that",224
"the regular",224
"to thank",224
"until it",224
"us the",224
"wanna be",224
"000 to",223
"a phone",223
"about an",223
"created a",223
"day we",223
"for at",223
"gotta love",223
"is scheduled",223
"made with",223
"put up",223
"the pain",223
"these things",223
"thought about",223
"three days",223
"to date",223
"work is",223
"3 3",222
"3 million",222
"a twitter",222
"added to",222
"be to",222
"bring the",222
"country s",222
"feel that",222
"get one",222
"joined the",222
"man in",222
"more in",222
"my baby",222
"not get",222
"of town",222
"okay i",222
"points in",222
"several years",222
"state university",222
"that night",222
"to develop",222
"two months",222
"very happy",222
"we think",222
"2 000",221
"a 6",221
"a walk",221
"all it",221
"and everything",221
"and work",221
"are having",221
"day today",221
"for instance",221
"gave up",221
"is and",221
"one person",221
"s life",221
"the five",221
"the gop",221
"three times",221
"to explain",221
"to fall",221
"to lead",221
"to prove",221
"total of",221
"was never",221
"were to",221
"yea i",221
"1 and",220
"a career",220
"books and",220
"born in",220
"car and",220
"care for",220
"facebook page",220
"for these",220
"fourth quarter",220
"has come",220
"have taken",220
"is part",220
"it made",220
"million to",220
"proud to",220
"reading the",220
"see your",220
"she ll",220
"source of",220
"square foot",220
"the edge",220
"the inside",220
"the international",220
"the mother",220
"this saturday",220
"tonight and",220
"tries to",220
"work of",220
"you use",220
"and took",219
"bring it",219
"call for",219
"can u",219
"grow up",219
"had my",219
"happy mothers",219
"his way",219
"night s",219
"off on",219
"one can",219
"one or",219
"our way",219
"photo of",219
"share with",219
"team is",219
"that last",219
"the king",219
"the potential",219
"to carry",219
"to clean",219
"to promote",219
"a heart",218
"a senior",218
"and being",218
"dont know",218
"heard the",218
"minutes to",218
"over it",218
"play a",218
"s true",218
"show at",218
"show in",218
"so my",218
"so so",218
"take my",218
"the chicago",218
"the matter",218
"the official",218
"the organization",218
"to admit",218
"to life",218
"to worry",218
"way we",218
"week the",218
"well the",218
"were so",218
"who don",218
"will need",218
"with these",218
"a well",217
"about them",217
"also had",217
"are expected",217
"but his",217
"called for",217
"even better",217
"for several",217
"hear it",217
"help with",217
"in game",217
"know they",217
"made for",217
"made of",217
"of art",217
"problem with",217
"san antonio",217
"she didn",217
"so tired",217
"so well",217
"to being",217
"to remove",217
"too but",217
"what u",217
"2 hours",216
"a sweet",216
"caught up",216
"change in",216
"depends on",216
"expect to",216
"for good",216
"for someone",216
"has some",216
"home i",216
"i even",216
"if anyone",216
"love love",216
"never seen",216
"referring to",216
"send you",216
"so called",216
"so nice",216
"something else",216
"sorry to",216
"sure the",216
"t always",216
"t come",216
"the help",216
"the star",216
"the super",216
"there have",216
"thursday night",216
"why does",216
"you how",216
"10 p",215
"8 30",215
"an excellent",215
"and use",215
"before and",215
"committed to",215
"did that",215
"going out",215
"growing up",215
"has said",215
"her i",215
"her life",215
"home for",215
"i be",215
"in london",215
"just say",215
"long and",215
"of great",215
"portion of",215
"really don",215
"risk of",215
"that even",215
"the meeting",215
"the tv",215
"to accept",215
"to push",215
"to someone",215
"tomorrow i",215
"twitter is",215
"an interesting",214
"and about",214
"and support",214
"at t",214
"cut the",214
"have so",214
"he wasn",214
"in florida",214
"it works",214
"little girl",214
"mix of",214
"my old",214
"of four",214
"playing in",214
"s almost",214
"s name",214
"some point",214
"t sleep",214
"the photo",214
"the remaining",214
"thing you",214
"this would",214
"used for",214
"valentine s",214
"visit the",214
"well in",214
"went out",214
"what time",214
"who came",214
"why it",214
"with any",214
"be seen",213
"before a",213
"desire to",213
"each year",213
"else is",213
"episode of",213
"god i",213
"has also",213
"her she",213
"in europe",213
"is you",213
"love her",213
"make an",213
"moving to",213
"now they",213
"once in",213
"past few",213
"price of",213
"right and",213
"sitting on",213
"so how",213
"the 10",213
"the defense",213
"the grand",213
"the poor",213
"us that",213
"where do",213
"added a",212
"and here",212
"but after",212
"day but",212
"day when",212
"do my",212
"from now",212
"impossible to",212
"in dc",212
"in particular",212
"in such",212
"it d",212
"me my",212
"need of",212
"noted that",212
"of years",212
"old man",212
"other hand",212
"participate in",212
"photos of",212
"t wanna",212
"the 2010",212
"the 2011",212
"the cake",212
"the computer",212
"the web",212
"this evening",212
"those things",212
"to death",212
"waking up",212
"were just",212
"will the",212
"3 2",211
"a case",211
"a red",211
"an idea",211
"anything else",211
"are two",211
"based in",211
"from it",211
"house of",211
"i lost",211
"i watched",211
"interview with",211
"it must",211
"more often",211
"most likely",211
"my room",211
"one with",211
"she and",211
"some things",211
"taken to",211
"that at",211
"the many",211
"the pool",211
"what that",211
"30 years",210
"4 p",210
"a complete",210
"and me",210
"be out",210
"cannot be",210
"day that",210
"few hours",210
"going for",210
"have two",210
"in advance",210
"issue of",210
"it still",210
"keep in",210
"late night",210
"leave a",210
"led the",210
"met with",210
"on stage",210
"since then",210
"street and",210
"the avengers",210
"the campaign",210
"the judge",210
"the ncaa",210
"to like",210
"to step",210
"two more",210
"was always",210
"well you",210
"with another",210
"wonder what",210
"you better",210
"1 0",209
"5 p",209
"a link",209
"a low",209
"about 5",209
"and play",209
"are about",209
"be fun",209
"because there",209
"but just",209
"go away",209
"go see",209
"in college",209
"is taking",209
"mean i",209
"of having",209
"on youtube",209
"provide a",209
"right in",209
"run the",209
"so in",209
"square feet",209
"takes a",209
"the beautiful",209
"the stars",209
"things like",209
"time they",209
"to 4",209
"to consider",209
"you when",209
"a boy",208
"a positive",208
"a top",208
"are u",208
"be your",208
"became the",208
"beer and",208
"better to",208
"book is",208
"come true",208
"congratulations to",208
"enjoy it",208
"enjoying the",208
"first to",208
"having the",208
"his son",208
"hope all",208
"hope your",208
"if my",208
"in court",208
"in seattle",208
"love him",208
"of year",208
"one point",208
"show is",208
"the 2",208
"the hardest",208
"the social",208
"thought you",208
"tickets to",208
"to include",208
"to prepare",208
"women in",208
"you from",208
"2 5",207
"9 30",207
"and from",207
"and where",207
"available to",207
"enjoyed the",207
"first two",207
"gave the",207
"good times",207
"heart and",207
"his home",207
"just found",207
"ll do",207
"need the",207
"not one",207
"people can",207
"place and",207
"recent years",207
"s is",207
"the lack",207
"the quality",207
"those in",207
"to complete",207
"to increase",207
"to myself",207
"to twitter",207
"when are",207
"which we",207
"yet but",207
"you not",207
"a light",206
"author of",206
"best thing",206
"can never",206
"games in",206
"have their",206
"his team",206
"later this",206
"me lol",206
"mother and",206
"my body",206
"of about",206
"of every",206
"of high",206
"on him",206
"over here",206
"school of",206
"sound of",206
"still the",206
"students and",206
"than 100",206
"the ice",206
"until they",206
"why would",206
"woman who",206
"you about",206
"5 000",205
"a glass",205
"bottle of",205
"calls for",205
"email me",205
"family members",205
"far more",205
"for and",205
"from there",205
"i spent",205
"in me",205
"it sounds",205
"make that",205
"my father",205
"need it",205
"out by",205
"probably the",205
"running back",205
"same here",205
"set in",205
"share of",205
"the cold",205
"the coming",205
"the human",205
"the sea",205
"we may",205
"will find",205
"will i",205
"working in",205
"a significant",204
"and look",204
"believe i",204
"cause of",204
"does this",204
"friend and",204
"in china",204
"is done",204
"is much",204
"it because",204
"ll make",204
"means that",204
"monday night",204
"more important",204
"not good",204
"of last",204
"question is",204
"show on",204
"since he",204
"sound like",204
"team to",204
"the associated",204
"the broncos",204
"this spring",204
"to cook",204
"was his",204
"with people",204
"you what",204
"9 11",203
"a meeting",203
"a project",203
"a regular",203
"after an",203
"as his",203
"be nice",203
"chairman of",203
"days in",203
"get rid",203
"handful of",203
"have found",203
"maybe you",203
"medical center",203
"more likely",203
"n y",203
"s largest",203
"s probably",203
"the move",203
"the spirit",203
"they might",203
"to perform",203
"too and",203
"was actually",203
"when someone",203
"you give",203
"a line",202
"a report",202
"a smile",202
"a wide",202
"and again",202
"awkward moment",202
"be no",202
"came back",202
"d rather",202
"done and",202
"friend of",202
"i give",202
"in here",202
"know a",202
"major league",202
"music is",202
"s i",202
"she d",202
"some other",202
"the color",202
"time since",202
"to address",202
"was trying",202
"world war",202
"you gotta",202
"you hear",202
"about being",201
"and sometimes",201
"and very",201
"better and",201
"come see",201
"done in",201
"edge of",201
"finally got",201
"for having",201
"girl i",201
"good stuff",201
"i figured",201
"importance of",201
"in 2",201
"learn how",201
"least a",201
"many other",201
"night with",201
"now have",201
"of business",201
"oil and",201
"only in",201
"s amazing",201
"the annual",201
"the magic",201
"the others",201
"the voice",201
"this but",201
"those that",201
"up as",201
"was thinking",201
"we wanted",201
"will play",201
"with new",201
"year it",201
"you believe",201
"you wanna",201
"1 percent",200
"3 percent",200
"6 p",200
"a fine",200
"a news",200
"a win",200
"all we",200
"and making",200
"and told",200
"are only",200
"be going",200
"but can",200
"by their",200
"does a",200
"especially when",200
"go get",200
"he won",200
"i added",200
"in about",200
"in full",200
"in los",200
"information on",200
"jobs and",200
"knew it",200
"later in",200
"me now",200
"new and",200
"not always",200
"of food",200
"or what",200
"planned to",200
"rt you",200
"so now",200
"stop the",200
"the outside",200
"today but",200
"told you",200
"visit to",200
"what an",200
"who also",200
"will probably",200
"a handful",199
"a healthy",199
"and women",199
"are from",199
"ask me",199
"asking for",199
"attorney general",199
"be ready",199
"capable of",199
"day you",199
"for breakfast",199
"get home",199
"had it",199
"it over",199
"least i",199
"of both",199
"or less",199
"remember when",199
"s when",199
"tell them",199
"that these",199
"the knicks",199
"the plane",199
"the tigers",199
"the train",199
"the win",199
"these people",199
"these two",199
"things and",199
"think so",199
"this place",199
"this story",199
"tomorrow is",199
"up so",199
"very nice",199
"week for",199
"will keep",199
"will start",199
"won a",199
"you dont",199
"you read",199
"a cool",198
"already have",198
"an end",198
"bay area",198
"be available",198
"book and",198
"come by",198
"day after",198
"father s",198
"first year",198
"in downtown",198
"me like",198
"one direction",198
"saw it",198
"seen in",198
"the bathroom",198
"the mall",198
"the message",198
"the possibility",198
"the snow",198
"up his",198
"very cool",198
"was supposed",198
"why they",198
"yeah it",198
"a decision",197
"a police",197
"a student",197
"all know",197
"an issue",197
"at about",197
"bad for",197
"but never",197
"course of",197
"everyone in",197
"for children",197
"for tonight",197
"grateful for",197
"hopes to",197
"of 10",197
"only have",197
"played a",197
"s ok",197
"s where",197
"same as",197
"the role",197
"the trip",197
"to replace",197
"were able",197
"who want",197
"you said",197
"4 1",196
"a deep",196
"a serious",196
"a solid",196
"add to",196
"all and",196
"am the",196
"and 3",196
"are coming",196
"cool i",196
"day it",196
"down with",196
"ever since",196
"good but",196
"head coach",196
"hear about",196
"make some",196
"man was",196
"never have",196
"no need",196
"not quite",196
"or any",196
"past the",196
"s at",196
"second round",196
"she doesn",196
"than one",196
"the background",196
"the central",196
"the financial",196
"the hot",196
"the los",196
"the mail",196
"the opposite",196
"the rams",196
"the value",196
"them at",196
"them up",196
"to achieve",196
"you enjoy",196
"your best",196
"another one",195
"around a",195
"at what",195
"beginning to",195
"called a",195
"credit card",195
"everyone has",195
"first i",195
"forgot to",195
"hours and",195
"into his",195
"is set",195
"listened to",195
"more followers",195
"my ass",195
"nature of",195
"pleaded guilty",195
"search for",195
"the dead",195
"the living",195
"was fun",195
"way back",195
"when is",195
"where did",195
"will follow",195
"you enjoyed",195
"you put",195
"your work",195
"24 hours",194
"a blog",194
"a player",194
"a post",194
"and didn",194
"and help",194
"are working",194
"face of",194
"happens to",194
"has taken",194
"in 2004",194
"in more",194
"include a",194
"it happen",194
"live with",194
"luck to",194
"morning to",194
"planning to",194
"realized that",194
"said if",194
"so sad",194
"take place",194
"take your",194
"the parking",194
"the type",194
"the winter",194
"them they",194
"w the",194
"way through",194
"working for",194
"you if",194
"a community",193
"appeared to",193
"are great",193
"but one",193
"charge of",193
"concerned about",193
"either way",193
"finished with",193
"gets a",193
"is definitely",193
"just how",193
"more days",193
"my back",193
"not having",193
"of education",193
"of music",193
"our house",193
"out as",193
"out it",193
"plain dealer",193
"s funny",193
"say this",193
"share the",193
"that most",193
"the investigation",193
"the short",193
"the usual",193
"them that",193
"this isn",193
"three weeks",193
"together in",193
"twitter and",193
"understand that",193
"winning the",193
"would go",193
"a lil",192
"a super",192
"and ready",192
"are already",192
"bank of",192
"begin to",192
"by one",192
"day on",192
"for christmas",192
"from being",192
"general manager",192
"got an",192
"got in",192
"home run",192
"into your",192
"is currently",192
"just go",192
"m ready",192
"of getting",192
"off for",192
"orange county",192
"s department",192
"s worth",192
"searching for",192
"several times",192
"since we",192
"the importance",192
"them from",192
"there with",192
"they won",192
"this movie",192
"to kick",192
"walk in",192
"was looking",192
"well known",192
"will try",192
"a visit",191
"again this",191
"and thank",191
"and well",191
"as usual",191
"big deal",191
"cuyahoga county",191
"decided that",191
"details of",191
"feel good",191
"have something",191
"have them",191
"he knew",191
"here on",191
"him with",191
"i almost",191
"i usually",191
"impact on",191
"mom s",191
"on board",191
"out but",191
"picking up",191
"s birthday",191
"that too",191
"the all",191
"the mid",191
"to maintain",191
"wait till",191
"we made",191
"well done",191
"young people",191
"your body",191
"000 people",190
"9 a",190
"a cold",190
"a five",190
"about 3",190
"and add",190
"built in",190
"but will",190
"civil rights",190
"even as",190
"follow my",190
"good things",190
"have enough",190
"he added",190
"head and",190
"in 3",190
"obsessed with",190
"opened the",190
"over my",190
"over there",190
"right on",190
"set aside",190
"so sorry",190
"starts at",190
"that came",190
"the missouri",190
"the political",190
"the victim",190
"to act",190
"to two",190
"tomorrow at",190
"u get",190
"world to",190
"would ve",190
"4 5",189
"a non",189
"and follow",189
"area of",189
"beautiful and",189
"could use",189
"everything in",189
"fear of",189
"for u",189
"god for",189
"going into",189
"got home",189
"here it",189
"i call",189
"liked the",189
"m saturday",189
"money on",189
"my next",189
"not i",189
"people like",189
"see us",189
"that on",189
"the camera",189
"the fbi",189
"the glass",189
"was charged",189
"was doing",189
"while it",189
"why he",189
"yesterday i",189
"you today",189
"a spokesman",188
"clean up",188
"creating a",188
"following you",188
"from what",188
"go ahead",188
"hate it",188
"i picked",188
"in i",188
"next season",188
"or do",188
"r i",188
"rate of",188
"rt we",188
"s family",188
"show and",188
"so why",188
"tell him",188
"that her",188
"that song",188
"the committee",188
"the oregon",188
"the shout",188
"the western",188
"which one",188
"yet another",188
"you is",188
"a nap",187
"a safe",187
"and lots",187
"anything that",187
"down from",187
"even with",187
"goal of",187
"great for",187
"i start",187
"it lol",187
"let go",187
"makes sense",187
"meeting you",187
"new to",187
"no other",187
"of something",187
"off at",187
"open for",187
"place the",187
"right there",187
"see her",187
"sometimes it",187
"sunday night",187
"the look",187
"their children",187
"times i",187
"two hours",187
"w a",187
"worth of",187
"you ask",187
"2 the",186
"3 and",186
"3 of",186
"5 and",186
"6 percent",186
"a tiny",186
"against a",186
"and former",186
"are good",186
"been an",186
"for life",186
"free and",186
"given to",186
"got back",186
"got that",186
"has more",186
"have just",186
"her first",186
"i didnt",186
"in denver",186
"it more",186
"new album",186
"school year",186
"sounds good",186
"take me",186
"the actual",186
"the article",186
"the driver",186
"the fight",186
"the hunger",186
"the rock",186
"the tree",186
"think there",186
"to score",186
"us all",186
"way and",186
"we live",186
"worse than",186
"your time",186
"3 000",185
"again for",185
"an average",185
"an easy",185
"and asked",185
"but all",185
"by her",185
"de mayo",185
"early to",185
"have become",185
"he never",185
"he still",185
"i e",185
"idea that",185
"im a",185
"is true",185
"long way",185
"m about",185
"man is",185
"my boyfriend",185
"night to",185
"on fb",185
"over at",185
"please please",185
"someone s",185
"son of",185
"than two",185
"that with",185
"the fans",185
"the feeling",185
"the latter",185
"the vote",185
"to many",185
"to participate",185
"week is",185
"win over",185
"works for",185
"10 year",184
"are many",184
"awesome i",184
"be part",184
"click on",184
"could you",184
"far away",184
"for 4",184
"for sale",184
"goes on",184
"great and",184
"had never",184
"have this",184
"his face",184
"is playing",184
"months and",184
"no 2",184
"of whom",184
"on at",184
"on june",184
"only two",184
"person to",184
"police and",184
"run for",184
"section of",184
"south of",184
"still on",184
"surrounded by",184
"the change",184
"the press",184
"today with",184
"towards the",184
"trust me",184
"weeks of",184
"why am",184
"you made",184
"10 percent",183
"and could",183
"available in",183
"eyes and",183
"first thing",183
"fuck you",183
"he loves",183
"is worth",183
"it through",183
"just me",183
"lost in",183
"miss it",183
"most recent",183
"my computer",183
"my opinion",183
"not gonna",183
"receive a",183
"same sex",183
"saturday and",183
"seen a",183
"should do",183
"the couch",183
"the form",183
"the shit",183
"things about",183
"top 10",183
"was out",183
"worked out",183
"you out",183
"3 i",182
"6 million",182
"a 20",182
"all who",182
"and four",182
"and set",182
"catching up",182
"caused by",182
"country and",182
"did he",182
"enter the",182
"for so",182
"for tomorrow",182
"good work",182
"i follow",182
"is because",182
"last summer",182
"let him",182
"many more",182
"of such",182
"on fire",182
"opening day",182
"s work",182
"sick of",182
"the college",182
"the energy",182
"the supreme",182
"tickets for",182
"to handle",182
"to produce",182
"to report",182
"ton of",182
"up of",182
"upon the",182
"we like",182
"year that",182
"you who",182
"2 years",181
"a u",181
"an effort",181
"and having",181
"at noon",181
"commitment to",181
"damn i",181
"decide to",181
"forget the",181
"had already",181
"honor of",181
"knew i",181
"know of",181
"look out",181
"maybe a",181
"me 3",181
"office and",181
"over time",181
"people don",181
"people from",181
"person i",181
"played in",181
"saw that",181
"she got",181
"shortly after",181
"than they",181
"that what",181
"the base",181
"the holiday",181
"the true",181
"weekend and",181
"were you",181
"you tell",181
"your child",181
"a busy",180
"a card",180
"a surprise",180
"an additional",180
"and u",180
"game with",180
"had in",180
"he needs",180
"im going",180
"kids to",180
"know but",180
"of 2",180
"on any",180
"or anything",180
"police officer",180
"some sort",180
"speaking of",180
"that kind",180
"the ducks",180
"the games",180
"the owner",180
"the part",180
"these guys",180
"they think",180
"to anyone",180
"to describe",180
"to god",180
"to remain",180
"we look",180
"whole thing",180
"will work",180
"wine and",180
"you always",180
"you keep",180
"you only",180
"a relationship",179
"afraid to",179
"all good",179
"anyone know",179
"be careful",179
"contact with",179
"future of",179
"game i",179
"gay marriage",179
"has gone",179
"husband and",179
"i first",179
"in today",179
"is often",179
"it seemed",179
"me an",179
"meet up",179
"my hands",179
"put together",179
"quarter of",179
"school is",179
"something new",179
"started the",179
"that includes",179
"there has",179
"to expand",179
"tune in",179
"until he",179
"was named",179
"while they",179
"women and",179
"worked with",179
"a 7",178
"a republican",178
"a room",178
"also is",178
"and check",178
"anyone have",178
"around to",178
"away the",178
"bed and",178
"blog and",178
"can come",178
"cinco de",178
"do all",178
"everything else",178
"great way",178
"he saw",178
"in baltimore",178
"know and",178
"last weekend",178
"late to",178
"new england",178
"one way",178
"owned by",178
"past two",178
"point i",178
"re having",178
"remove the",178
"right away",178
"served as",178
"take you",178
"the recipe",178
"this little",178
"tuesday night",178
"word of",178
"you we",178
"11 30",177
"2 p",177
"a close",177
"a fair",177
"about 20",177
"and am",177
"around in",177
"because that",177
"buy the",177
"course the",177
"ever had",177
"from its",177
"glass of",177
"guess it",177
"hate the",177
"hate you",177
"he might",177
"hear from",177
"ll just",177
"obama administration",177
"of women",177
"peanut butter",177
"read this",177
"right back",177
"s see",177
"seem like",177
"spent a",177
"the 6",177
"the democratic",177
"the design",177
"the half",177
"the ocean",177
"this thing",177
"to draw",177
"want me",177
"what else",177
"who lives",177
"working out",177
"year he",177
"7 million",176
"after they",176
"also i",176
"and 10",176
"and running",176
"are and",176
"becoming a",176
"big fan",176
"do but",176
"focusing on",176
"getting my",176
"great i",176
"i now",176
"in them",176
"learned that",176
"lets go",176
"m here",176
"my book",176
"s cool",176
"saturday at",176
"seen it",176
"the exact",176
"the extra",176
"the plate",176
"time this",176
"to announce",176
"u guys",176
"up their",176
"what this",176
"where a",176
"you or",176
"bad i",175
"but im",175
"city hall",175
"different from",175
"dining room",175
"every other",175
"for anyone",175
"he came",175
"help but",175
"into their",175
"is likely",175
"is quite",175
"ll find",175
"ll try",175
"me want",175
"much about",175
"myself i",175
"never heard",175
"of thousands",175
"of weeks",175
"old school",175
"on these",175
"pray for",175
"said no",175
"see u",175
"should go",175
"sometimes you",175
"stop in",175
"t happen",175
"t use",175
"that point",175
"the cover",175
"the ultimate",175
"the yankees",175
"to re",175
"who could",175
"yes yes",175
"a bottle",174
"a kind",174
"a successful",174
"all a",174
"and water",174
"are out",174
"dedicated to",174
"for in",174
"get through",174
"heard that",174
"in boston",174
"is available",174
"just watched",174
"name and",174
"no no",174
"other words",174
"our family",174
"out all",174
"s do",174
"she told",174
"sit down",174
"than in",174
"than to",174
"the numbers",174
"to study",174
"to these",174
"was getting",174
"white and",174
"with those",174
"would it",174
"3 5",173
"a bigger",173
"all to",173
"bring a",173
"center and",173
"doing what",173
"elementary school",173
"first one",173
"follow and",173
"for no",173
"for other",173
"game at",173
"game on",173
"go down",173
"half a",173
"help them",173
"here but",173
"his work",173
"i woke",173
"it then",173
"just before",173
"keep you",173
"know your",173
"never get",173
"now if",173
"off i",173
"one but",173
"opposed to",173
"police officers",173
"re right",173
"set for",173
"tells me",173
"the a",173
"the bridge",173
"the chicken",173
"the pan",173
"the portland",173
"the proposed",173
"the tax",173
"thing in",173
"up that",173
"with just",173
"words of",173
"year is",173
"4 million",172
"a follow",172
"a season",172
"at once",172
"bought the",172
"check the",172
"cleveland ohio",172
"company that",172
"cut out",172
"get their",172
"gotta get",172
"has changed",172
"have also",172
"hope they",172
"i ask",172
"i enjoyed",172
"idea what",172
"in 10",172
"in favor",172
"in four",172
"in response",172
"include the",172
"included in",172
"knows what",172
"loss to",172
"made this",172
"one week",172
"out your",172
"possible to",172
"rely on",172
"role of",172
"rt it",172
"safe and",172
"school board",172
"should get",172
"tea party",172
"the 5",172
"the characters",172
"the experience",172
"the few",172
"the lower",172
"the mood",172
"to drop",172
"to gain",172
"wanna see",172
"what up",172
"women who",172
"wonder how",172
"year with",172
"your mom",172
"4 percent",171
"a date",171
"after it",171
"and back",171
"children to",171
"done it",171
"everything you",171
"go follow",171
"go i",171
"guess what",171
"had two",171
"him but",171
"him out",171
"i hadn",171
"i p",171
"in you",171
"letter to",171
"like what",171
"made to",171
"my brain",171
"necessary to",171
"of making",171
"or that",171
"public schools",171
"reduce the",171
"school i",171
"secretary of",171
"see in",171
"t had",171
"the 2nd",171
"the army",171
"the bed",171
"the border",171
"the commission",171
"the sixth",171
"the universe",171
"then again",171
"they look",171
"this fall",171
"this friday",171
"this recipe",171
"was for",171
"whether you",171
"will likely",171
"with three",171
"your thoughts",171
"10 30",170
"a gun",170
"a must",170
"about him",170
"and hope",170
"are both",170
"art and",170
"book i",170
"but even",170
"but how",170
"can not",170
"checking out",170
"doing that",170
"doing well",170
"free agent",170
"get away",170
"give him",170
"have always",170
"higher than",170
"hope u",170
"is free",170
"it says",170
"keep me",170
"learn more",170
"mean to",170
"of days",170
"on those",170
"really do",170
"reason why",170
"result in",170
"s own",170
"scheduled for",170
"some kind",170
"south africa",170
"this shit",170
"well for",170
"when there",170
"with someone",170
"a bill",169
"a goal",169
"a mother",169
"all are",169
"an event",169
"and state",169
"are like",169
"around for",169
"back with",169
"be getting",169
"check in",169
"customer service",169
"every night",169
"from home",169
"his second",169
"i been",169
"i enjoy",169
"lol rt",169
"my children",169
"on time",169
"percent from",169
"person in",169
"re getting",169
"showed up",169
"soon to",169
"speak to",169
"states and",169
"the british",169
"they come",169
"time she",169
"to jump",169
"to release",169
"two other",169
"u got",169
"week we",169
"you again",169
"4 3",168
"8 percent",168
"a box",168
"a separate",168
"about 30",168
"again in",168
"and think",168
"because my",168
"best in",168
"clear that",168
"hard and",168
"house is",168
"i totally",168
"in charge",168
"in real",168
"intended to",168
"just now",168
"learn about",168
"lost a",168
"money in",168
"my home",168
"myself and",168
"nothing more",168
"of american",168
"place where",168
"rt this",168
"s home",168
"she just",168
"sign of",168
"social security",168
"sorts of",168
"south carolina",168
"the french",168
"the risk",168
"the timbers",168
"the wine",168
"this song",168
"ugh i",168
"very excited",168
"way out",168
"worked for",168
"yes you",168
"you more",168
"your email",168
"2 2",167
"a class",167
"as their",167
"best part",167
"by our",167
"days after",167
"get any",167
"get over",167
"giving up",167
"hair and",167
"happy and",167
"have lost",167
"i ran",167
"is full",167
"just said",167
"know he",167
"knowledge of",167
"light and",167
"louis county",167
"maybe we",167
"month and",167
"my hand",167
"night for",167
"only for",167
"setting up",167
"so great",167
"the california",167
"the father",167
"the measure",167
"the shooting",167
"their home",167
"this as",167
"times a",167
"to earn",167
"to really",167
"to seek",167
"was as",167
"watching a",167
"way in",167
"week that",167
"why can",167
"4 30",166
"a terrible",166
"an e",166
"are for",166
"asked the",166
"at st",166
"available at",166
"best friends",166
"big time",166
"children in",166
"did they",166
"favor of",166
"figured out",166
"hour and",166
"if any",166
"in miami",166
"in so",166
"in texas",166
"is wrong",166
"it went",166
"learn from",166
"m back",166
"m sunday",166
"many things",166
"my followers",166
"new one",166
"news conference",166
"on new",166
"prime minister",166
"re gonna",166
"really a",166
"refuse to",166
"respect for",166
"s never",166
"season the",166
"short term",166
"signs of",166
"six years",166
"so close",166
"so cool",166
"so funny",166
"still has",166
"still not",166
"the bible",166
"the roof",166
"the storm",166
"those days",166
"to survive",166
"tour of",166
"two games",166
"went into",166
"whether to",166
"will tell",166
"winner of",166
"a political",165
"and may",165
"anything but",165
"are here",165
"been trying",165
"but have",165
"happy for",165
"hell yeah",165
"hold a",165
"its the",165
"just did",165
"liked it",165
"make sense",165
"miss my",165
"no time",165
"per share",165
"period of",165
"plan on",165
"runs in",165
"s called",165
"she wanted",165
"someone is",165
"the staff",165
"the the",165
"thing for",165
"to realize",165
"today that",165
"too far",165
"was given",165
"weeks and",165
"went through",165
"whatever you",165
"who made",165
"year after",165
"years but",165
"2 days",164
"a feeling",164
"a higher",164
"act like",164
"and forth",164
"and leave",164
"area and",164
"as this",164
"finished the",164
"he called",164
"hear you",164
"home of",164
"in five",164
"into our",164
"m done",164
"money is",164
"new music",164
"north of",164
"of 3",164
"of luck",164
"p s",164
"pointed out",164
"see some",164
"tell her",164
"the call",164
"the jury",164
"the sale",164
"there would",164
"there you",164
"to no",164
"ve made",164
"we make",164
"you already",164
"your hair",164
"3 p",163
"a 30",163
"a brief",163
"afraid of",163
"alot of",163
"anniversary of",163
"average of",163
"but has",163
"county and",163
"cover the",163
