"w1","w2","w3","rank"
"new","york","june",3
"new","york","knicks",25
"new","york","los",10
"new","york","love",6
"new","york","may",4
"new","york","mets",23
"new","york","new",41
"new","york","next",5
"new","york","now",7
"new","york","post",15
"new","york","state",30
"new","york","stock",32
"new","york","time",7
"new","york","times",130
"new","york","will",8
"news","bad","news",14
"news","last","week",3
"next","best","thing",15
"next","big","thing",10
"next","chapter","life",7
"next","couple","days",24
"next","couple","months",9
"next","couple","weeks",28
"next","couple","years",8
"next","day","go",3
"next","day","will",4
"next","days","will",7
"next","door","neighbor",8
"next","four","weeks",5
"next","four","years",9
"next","month","will",11
"next","nine","months",4
"next","school","year",15
"next","season","will",7
"next","several","days",3
"next","six","months",16
"next","ten","years",4
"next","thing","know",17
"next","three","days",9
"next","three","months",10
"next","three","seasons",4
"next","three","weeks",7
"next","three","years",14
"next","time","around",4
"next","time","get",9
"next","time","play",3
"next","time","see",19
"next","time","think",6
"next","time","will",55
"next","two","days",15
"next","two","weeks",32
"next","two","years",40
"next","wednesday","may",4
"next","week","also",4
"next","week","going",14
"next","week","half",3
"next","week","little",3
"next","week","see",9
"next","week","two",7
"next","week","week",5
"next","week","will",48
"next","weeks","going",3
"next","year","get",7
"next","year","going",9
"next","year","help",4
"next","year","just",5
"next","year","one",8
"next","year","though",5
"next","year","want",3
"next","year","will",47
"next","year","year",5
"night","also","great",3
"night","early","morning",5
"night","full","moon",4
"night","got","back",3
"night","now","know",3
"nine","inch","nails",9
"nine","years","later",8
"nobel","peace","prize",16
"none","us","will",4
"north","american","tour",6
"north","carolina","state",14
"note","long","remember",3
"nothing","can","change",4
"nothing","can","done",4
"nothing","can","say",6
"nothing","can","stop",5
"notre","dame","football",4
"now","able","get",4
"now","almost","years",5
"now","back","work",9
"now","can","find",9
"now","can","get",12
"now","can","go",4
"now","can","see",14
"now","cant","even",5
"now","cant","wait",15
"now","ever","think",3
"now","feel","good",4
"now","feel","like",26
"now","first","time",9
"now","get","back",10
"now","getting","back",4
"now","go","back",6
"now","good","time",13
"now","great","time",4
"now","hurry","get",3
"now","just","need",44
"now","just","wait",4
"now","just","want",8
"now","know","can",5
"now","know","going",4
"now","know","guys",3
"now","looking","forward",7
"now","looks","like",20
"now","make","sure",6
"now","maybe","will",5
"now","must","go",3
"now","one","really",3
"now","right","now",9
"now","sounds","like",4
"now","starting","get",3
"now","time","get",18
"now","will","able",3
"now","will","always",4
"now","will","excuse",3
"now","will","just",7
"now","will","see",5
"now","will","take",9
"now","will","try",3
"now","years","old",8
"nuclear","power","plant",11
"occupy","wall","street",44
"oh","cant","wait",11
"oh","god","just",6
"oh","god","oh",3
"oh","happy","day",6
"oh","oh","oh",16
"oh","well","will",11
"oil","gas","companies",6
"oil","natural","gas",9
"oklahoma","city","thunder",7
"old","enough","get",4
"old","enough","remember",7
"old","enough","vote",4
"old","fashioned","way",3
"old","friend","new",3
"olive","oil","salt",10
"one","another","just",3
"one","another","will",6
"one","beautiful","places",3
"one","best","ever",8
"one","best","friends",19
"one","best","parts",8
"one","best","places",7
"one","best","shows",7
"one","best","things",7
"one","big","difference",3
"one","big","one",6
"one","biggest","problems",5
"one","buy","one",3
"one","can","ever",3
"one","can","find",11
"one","can","get",7
"one","can","hope",9
"one","can","make",10
"one","can","see",18
"one","can","take",7
"one","cant","wait",5
"one","closest","friends",5
"one","day","become",3
"one","day","can",13
"one","day","get",7
"one","day","good",3
"one","day","just",11
"one","day","know",4
"one","day","like",4
"one","day","one",7
"one","day","said",8
"one","day","soon",10
"one","day","time",25
"one","day","week",12
"one","day","will",74
"one","day","year",6
"one","early","morning",3
"one","else","can",8
"one","else","will",8
"one","ernest","cline",3
"one","ever","said",6
"one","every","three",4
"one","family","member",3
"one","favorite","days",4
"one","favorite","places",16
"one","favorite","quotes",6
"one","favorite","spots",6
"one","favorite","things",25
"one","feels","way",3
"one","fell","swoop",7
"one","first","people",5
"one","foot","front",9
"one","generation","another",3
"one","get","one",14
"one","go","home",3
"one","good","guys",4
"one","good","thing",11
"one","got","away",7
"one","high","school",4
"one","hundred","years",6
"one","important","things",5
"one","just","like",6
"one","knows","much",5
"one","last","night",5
"one","last","time",19
"one","last","week",6
"one","last","year",10
"one","less","thing",6
"one","looks","like",11
"one","main","reasons",9
"one","make","sure",6
"one","many","things",5
"one","maybe","two",3
"one","might","say",4
"one","nation","god",5
"one","one","day",3
"one","one","one",9
"one","person","can",17
"one","person","one",8
"one","person","world",8
"one","piece","advice",3
"one","place","can",4
"one","point","another",7
"one","really","knows",6
"one","really","wants",3
"one","right","away",4
"one","right","now",13
"one","side","side",4
"one","size","fits",5
"one","step","closer",26
"one","step","forward",3
"one","step","time",11
"one","thing","always",7
"one","thing","another",12
"one","thing","can",17
"one","thing","clear",10
"one","thing","common",14
"one","thing","consider",5
"one","thing","just",5
"one","thing","keep",3
"one","thing","know",19
"one","thing","learned",13
"one","thing","never",5
"one","thing","sure",13
"one","thing","though",8
"one","thing","want",7
"one","thing","will",12
"one","things","will",4
"one","time","got",3
"one","tree","hill",7
"one","two","three",17
"one","two","years",4
"one","us","will",5
"one","wants","read",4
"one","way","another",26
"one","way","get",5
"one","week","today",4
"one","will","ever",7
"one","will","know",5
"one","worst","days",9
"one","worst","ever",4
"one","year","ago",26
"one","year","will",4
"open","monday","friday",4
"open","source","software",6
"opening","day","game",3
"opening","day","starter",5
"opportunity","make","difference",5
"oprah","winfrey","show",9
"original","star","wars",3
"osama","bin","laden",47
"osama","bin","ladens",10
"others","will","find",3
"pabst","blue","ribbon",6
"pacific","standard","time",5
"paid","good","money",5
"paid","much","attention",5
"palm","beach","florida",4
"parking","lot","will",4
"part","early","morning",3
"part","high","school",4
"part","life","since",4
"part","new","york",4
"part","time","hours",3
"party","friday","night",5
"party","last","week",3
"party","starts","pm",3
"passed","away","peacefully",4
"passed","away","years",5
"past","couple","days",17
"past","couple","weeks",16
"past","couple","years",12
"past","five","months",3
"past","five","years",36
"past","four","months",3
"past","four","years",24
"past","present","future",10
"past","several","months",6
"past","six","years",7
"past","ten","years",4
"past","three","days",4
"past","three","weeks",5
"past","two","weeks",21
"past","two","years",65
"pay","close","attention",7
"pay","income","taxes",6
"pay","lip","service",3
"paying","fair","share",3
"payroll","tax","cut",14
"peanut","butter","chocolate",5
"peanut","butter","jelly",20
"peanut","butter","sandwich",6
"people","arent","able",3
"people","arent","going",4
"people","around","world",13
"people","ask","can",3
"people","back","work",6
"people","can","get",10
"people","can","live",4
"people","can","see",6
"people","can","take",6
"people","even","know",11
"people","ever","met",6
"people","every","day",5
"people","every","year",3
"people","feel","like",6
"people","get","excited",3
"people","get","ready",4
"people","get","upset",5
"people","go","crazy",3
"people","going","vote",3
"people","just","need",7
"people","know","can",4
"people","know","just",3
"people","know","like",3
"people","know","well",4
"people","like","us",5
"people","live","work",4
"people","might","want",4
"people","much","love",3
"people","pay","attention",5
"people","pay","can",3
"people","paying","attention",4
"people","read","book",4
"people","really","know",6
"people","say","going",3
"people","take","care",6
"people","take","time",6
"people","think","like",6
"people","think","say",3
"people","told","good",4
"people","used","know",3
"people","walking","around",4
"people","want","change",5
"people","want","go",6
"people","want","hear",4
"people","will","able",7
"people","will","get",3
"people","will","give",5
"people","will","hate",3
"people","will","look",6
"people","will","say",6
"people","will","see",3
"people","will","show",3
"people","will","tell",5
"people","will","think",11
"per","se","just",4
"perfect","every","way",4
"perfect","time","get",4
"perhaps","one","day",6
"person","ever","met",8
"philip","seymour","hoffman",5
"phone","last","week",3
"pick","just","one",7
"pick","phone","call",4
"pico","de","gallo",4
"picture","looks","like",4
"pitchers","catchers","report",5
"place","people","watching",3
"place","right","now",15
"place","right","time",10
"place","want","go",3
"place","wrong","time",9
"plan","go","back",6
"play","cards","right",3
"play","critical","role",3
"play","high","school",4
"play","video","games",14
"played","first","game",5
"played","huge","role",5
"player","one","ernest",3
"playing","hard","get",5
"playing","video","games",9
"please","feel","free",41
"please","keep","mind",4
"please","let","us",39
"please","please","please",107
"please","please","tell",4
"please","send","us",5
"please","tell","us",6
"pm","eastern","time",6
"pm","local","time",3
"pm","new","york",3
"pm","tuesday","may",5
"point","just","want",4
"point","last","year",3
"points","first","half",9
"police","officer","accused",3
"poor","little","guy",3
"post","last","week",6
"posted","social","media",3
"pot","gold","end",4
"power","life","death",3
"power","point","presentation",3
"pregnant","first","child",6
"president","barack","obama",159
"president","bill","clinton",19
"president","hosni","mubarak",8
"president","joe","biden",18
"president","lyndon","b",4
"president","united","states",25
"press","conference","pm",3
"press","freedom","day",3
"press","release","issued",5
"pretty","darn","good",12
"pretty","good","deal",5
"pretty","good","idea",5
"pretty","good","job",9
"pretty","good","right",9
"pretty","good","shot",3
"pretty","good","today",4
"pretty","good","year",6
"pretty","much","anything",11
"pretty","much","ever",3
"pretty","much","every",15
"pretty","much","everyone",7
"pretty","much","everything",11
"pretty","much","got",3
"pretty","much","just",11
"pretty","much","last",3
"pretty","much","sums",10
"pretty","much","thing",6
"pretty","much","time",6
"pretty","well","far",3
"prince","william","kate",6
"private","health","insurance",5
"pro","football","hall",7
"probably","best","thing",6
"probably","first","time",4
"probably","good","idea",10
"probably","good","thing",10
"probably","one","best",9
"proceeds","will","go",10
"producer","price","index",5
"program","last","week",3
"promise","will","never",3
"proven","track","record",4
"proving","people","wrong",4
"public","private","sector",3
"public","school","system",6
"public","service","announcement",6
"pulitzer","prize","winner",5
"push","push","push",3
"put","arms","around",7
"put","back","together",15
"put","food","table",6
"put","great","show",5
"put","heads","together",4
"put","much","pressure",4
"put","much","stock",3
"put","pieces","together",4
"put","positive","spin",3
"putting","finishing","touches",14
"question","really","know",3
"quid","pro","quo",4
"quite","time","now",11
"rainy","day","fund",10
"raise","debt","ceiling",10
"ralph","waldo","emerson",44
"ran","red","light",3
"rate","blood","pressure",3
"rather","way","around",3
"raw","food","diet",4
"reach","full","potential",5
"read","comments","section",3
"read","fine","print",3
"read","full","story",4
"read","long","time",5
"ready","get","back",12
"ready","go","home",25
"ready","head","back",4
"ready","player","one",3
"ready","take","world",6
"real","estate","agent",13
"real","estate","agents",6
"real","estate","investor",7
"real","estate","market",13
"real","housewives","beverly",5
"real","people","real",4
"really","anything","say",3
"really","bad","feeling",3
"really","cant","stand",4
"really","feel","like",22
"really","felt","like",10
"really","good","friends",6
"really","good","idea",3
"really","good","job",11
"really","good","news",3
"really","good","stuff",5
"really","great","day",5
"really","great","guy",4
"really","hard","find",6
"really","hard","just",3
"really","hard","really",4
"really","hard","time",8
"really","help","make",3
"really","hope","get",5
"really","just","want",9
"really","know","going",4
"really","long","time",9
"really","look","like",10
"really","looking","forward",70
"really","need","find",7
"really","need","get",32
"really","need","go",8
"really","need","help",4
"really","need","know",4
"really","pay","attention",3
"really","really","good",20
"really","really","great",5
"really","really","hard",5
"really","really","like",10
"really","really","long",3
"really","really","really",34
"really","really","well",6
"really","sure","will",4
"really","take","time",4
"really","want","get",13
"really","want","go",26
"really","want","know",11
"really","want","make",7
"really","want","say",5
"really","want","see",25
"really","want","take",7
"really","want","watch",5
"really","wanted","go",9
"reason","feel","like",5
"receive","gift","certificate",3
"received","phone","call",7
"record","right","now",3
"record","store","day",17
"red","blue","green",3
"red","hot","chili",25
"red","light","cameras",3
"red","riding","hood",10
"red","seedless","grapes",4
"red","solo","cup",8
"red","velvet","cake",7
"red","white","blue",34
"refreshments","will","served",7
"released","last","week",13
"remember","first","time",7
"remember","last","time",20
"remember","last","year",4
"republican","presidential","candidate",19
"requires","great","deal",3
"respect","one","another",4
"restaurant","san","francisco",6
"return","new","york",3
"rev","al","sharpton",9
"rev","jesse","jackson",3
"right","across","street",15
"right","around","corner",40
"right","around","time",7
"right","away","never",3
"right","man","job",4
"right","next","door",13
"right","now","also",3
"right","now","bad",6
"right","now","best",5
"right","now","can",20
"right","now","feel",9
"right","now","get",16
"right","now","getting",10
"right","now","give",5
"right","now","going",12
"right","now","good",11
"right","now","hopefully",5
"right","now","just",47
"right","now","keep",6
"right","now","know",16
"right","now","knows",4
"right","now","little",4
"right","now","looking",7
"right","now","maybe",5
"right","now","means",5
"right","now","need",19
"right","now","new",4
"right","now","one",7
"right","now","people",4
"right","now","playing",4
"right","now","probably",4
"right","now","really",10
"right","now","right",5
"right","now","said",23
"right","now","say",4
"right","now","see",6
"right","now","seems",5
"right","now","sitting",5
"right","now","sweet",3
"right","now","think",12
"right","now","though",4
"right","now","using",3
"right","now","want",13
"right","now","will",31
"right","now","youve",4
"right","people","right",3
"right","place","right",10
"right","remain","silent",7
"right","right","now",10
"right","say","anything",3
"right","time","right",4
"right","will","probably",3
"ring","new","year",8
"rising","gas","prices",10
"risk","heart","disease",4
"risk","high","blood",5
"roast","beef","sandwich",4
"roasted","red","peppers",7
"robert","downey","jr",27
"robert","e","lee",6
"rock","n","roll",70
"rock","roll","hall",25
"rocky","horror","picture",7
"roll","hall","fame",26
"roman","catholic","church",21
"room","first","time",3
"room","living","room",5
"root","beer","float",6
"rory","mcilroy","shot",3
"round","draft","pick",7
"royal","albert","hall",6
"ruby","red","grapefruit",3
"rugby","world","cup",4
"running","around","house",6
"running","first","half",3
"s","early","s",36
"s","late","s",4
"s","s","s",8
"sad","sad","day",3
"sad","see","go",14
"said","can","go",4
"said","can","use",4
"said","cant","remember",4
"said","going","get",5
"said","important","thing",5
"said","just","seem",4
"said","last","years",5
"said","looks","like",6
"said","need","find",3
"said","never","seen",8
"said","oh","god",3
"said","one","thing",7
"said","really","liked",4
"said","really","trying",3
"said","really","wanted",5
"said","something","like",8
"said","sounds","like",5
"said","time","time",3
"said","two","people",4
"said","will","always",9
"said","will","say",14
"said","will","still",4
"said","will","take",10
"said","will","work",5
"saint","patricks","day",5
"salt","black","pepper",5
"salt","freshly","ground",9
"salt","lake","city",35
"samuel","l","jackson",20
"san","antonio","spurs",7
"san","antonio","texas",12
"san","diego","california",8
"san","diego","chargers",14
"san","diego","county",35
"san","diego","moving",3
"san","diego","san",6
"san","diego","will",8
"san","fernando","valley",7
"san","francisco","chronicle",20
"san","francisco","ers",16
"san","francisco","next",3
"sang","happy","birthday",4
"saturday","night","live",23
"saturday","sunday","monday",4
"save","money","will",4
"say","cant","wait",5
"say","enough","enough",4
"say","every","year",5
"say","just","like",3
"say","one","thing",11
"say","right","now",9
"say","something","like",21
"say","will","always",3
"say","will","either",3
"say","will","just",5
"say","will","never",3
"say","will","still",4
"say","will","tell",3
"say","yes","dress",7
"school","bus","driver",4
"school","full","time",4
"school","high","school",9
"school","last","year",5
"school","next","day",7
"school","next","year",6
"school","one","day",4
"school","public","health",7
"school","year","going",3
"scream","ice","cream",6
"seann","william","scott",4
"season","upon","us",9
"season","will","miss",3
"seattle","san","francisco",6
"second","time","around",11
"second","time","three",8
"second","time","today",6
"second","time","two",5
"second","week","row",3
"secret","service","agents",9
"secretary","state","hillary",17
"see","another","day",13
"see","anything","else",5
"see","can","find",21
"see","can","get",19
"see","can","help",9
"see","every","day",9
"see","everyone","else",8
"see","eye","eye",3
"see","family","friends",8
"see","far","go",4
"see","harry","potter",3
"see","little","bit",5
"see","lot","people",3
"see","make","sure",5
"see","many","people",13
"see","new","year",3
"see","next","friday",3
"see","next","weeks",4
"see","old","friends",7
"see","red","sox",5
"see","see","much",3
"see","want","see",6
"see","website","details",3
"seem","like","man",3
"seemed","like","good",11
"seems","like","always",9
"seems","like","every",6
"seems","like","going",4
"seems","like","good",16
"seems","like","little",4
"seems","like","long",8
"seems","like","lot",13
"seems","like","pretty",5
"seems","like","simple",3
"seems","like","things",3
"seen","anything","like",10
"seen","anything","quite",3
"seen","better","days",6
"seen","long","time",12
"selftitled","debut","album",3
"sell","sell","sell",3
"send","children","school",3
"separation","church","state",12
"services","will","take",3
"set","aside","small",4
"set","last","night",6
"seven","days","week",15
"seven","years","ago",28
"several","days","ago",4
"several","thousand","dollars",7
"several","times","day",10
"several","times","week",9
"several","weeks","ago",7
"several","years","ago",50
"several","years","later",6
"several","years","now",4
"sgt","robert","bales",4
"sheeps","milk","cheese",3
"short","amount","time",10
"short","attention","span",8
"short","long","term",3
"short","period","time",11
"shot","cold","blood",4
"shot","last","week",5
"show","new","york",4
"show","will","air",5
"showers","bring","may",3
"side","right","side",4
"since","can","remember",4
"since","day","one",8
"since","first","year",4
"since","freshman","year",5
"since","high","school",8
"since","last","summer",7
"since","last","time",13
"since","last","week",7
"since","last","year",17
"since","little","kid",5
"since","th","grade",10
"since","years","old",10
"singing","national","anthem",9
"single","person","one",3
"sit","back","relax",4
"sit","back","watch",7
"sites","like","facebook",5
"six","months","now",5
"sleep","last","night",25
"slow","steady","stream",3
"small","business","owner",6
"small","business","owners",10
"small","business","people",5
"smells","like","teen",4
"smiling","ear","ear",4
"social","media","content",5
"social","media","marketing",20
"social","media","platforms",4
"social","media","site",10
"social","media","sites",17
"social","networking","site",7
"social","networking","sites",19
"social","safety","net",3
"social","security","administration",9
"social","security","number",11
"social","security","numbers",6
"social","security","will",3
"social","studies","teacher",7
"sold","last","year",4
"somebody","used","know",25
"someone","can","trust",4
"someone","else","can",8
"someone","else","know",4
"someone","elses","house",3
"someone","elses","life",6
"something","along","lines",15
"something","always","wanted",3
"something","completely","different",10
"something","else","entirely",7
"something","every","day",5
"something","go","wrong",3
"something","goes","wrong",5
"something","just","right",3
"something","like","better",3
"something","like","happen",7
"something","like","just",3
"something","look","forward",11
"something","really","cool",4
"something","similar","happened",3
"something","tell","us",3
"something","totally","different",4
"something","will","always",3
"sometime","next","year",3
"sometimes","feel","like",30
"sometimes","just","get",3
"sometimes","seems","like",5
"sometimes","think","people",3
"somewhere","along","line",3
"song","never","heard",4
"sooner","rather","later",13
"sound","like","broken",3
"sound","like","much",4
"sound","like","something",7
"sounds","bit","like",6
"sounds","good","right",9
"sounds","just","like",4
"sounds","like","awful",3
"sounds","like","fun",29
"sounds","like","good",42
"sounds","like","great",43
"sounds","like","lot",11
"sounds","like","one",8
"sounds","like","perfect",11
"sounds","like","someone",5
"sounds","pretty","good",8
"south","bend","indiana",3
"space","shuttle","discovery",3
"special","interest","groups",4
"special","mothers","day",4
"special","place","heart",11
"special","prosecutor","angela",5
"spend","five","minutes",3
"spend","hours","week",4
"spend","less","time",4
"spend","little","time",6
"spend","lot","money",5
"spend","lot","time",27
"spend","lots","time",3
"spend","much","time",40
"spend","quality","time",12
"spend","rest","life",8
"spend","time","family",17
"spend","time","money",5
"spend","time","outside",5
"spend","time","together",10
"spend","two","hours",4
"spending","lot","time",10
"spending","much","time",7
"spending","time","family",11
"spent","better","part",5
"spent","last","week",6
"spent","little","time",8
"spent","lot","time",31
"spent","many","nights",3
"spent","much","money",4
"spent","much","time",23
"spent","past","two",5
"spent","past","year",4
"spent","two","hours",5
"spring","break","week",7
"spring","training","games",3
"st","century","will",3
"st","francis","assisi",8
"st","francis","de",3
"st","louis","cardinals",15
"st","louis","mo",13
"st","louis","rams",16
"st","patricks","day",105
"st","pattys","day",36
"st","paul","mn",3
"st","peters","square",3
"staff","sgt","robert",4
"stand","test","time",4
"stand","two","feet",3
"start","last","week",4
"start","new","life",3
"start","new","year",17
"start","next","week",5
"started","last","night",5
"starting","another","one",3
"starting","feel","like",11
"starting","look","like",6
"starts","around","pm",3
"state","income","tax",12
"state","new","jersey",8
"state","new","york",7
"state","north","carolina",3
"state","sales","tax",9
"state","supreme","court",22
"status","quo","will",3
"stay","ahead","curve",3
"stay","tuned","next",12
"step","along","way",4
"step","back","look",4
"step","back","take",5
"step","outside","comfort",5
"step","right","direction",15
"still","apply","today",3
"still","cant","believe",39
"still","cant","get",18
"still","cant","imagine",3
"still","get","can",3
"still","good","deal",4
"still","high","school",7
"still","long","way",11
"still","looks","like",7
"still","need","get",11
"still","one","best",3
"still","pretty","good",4
"still","relatively","new",4
"still","seem","like",3
"still","think","pretty",4
"still","trying","figure",24
"still","trying","get",14
"still","trying","understand",4
"still","want","work",3
"stone","brewing","co",5
"stop","acting","like",13
"stop","say","hello",15
"stop","trying","make",5
"stop","wasting","time",4
"stopped","dead","tracks",4
"story","happy","ending",3
"story","new","york",3
"stranger","things","happened",5
"street","market","street",3
"street","san","francisco",13
"streetcar","named","desire",7
"streets","new","york",4
"stress","fracture","foot",4
"strongest","people","know",3
"stuck","like","glue",4
"students","high","school",5
"stuffed","french","toast",3
"summer","will","go",3
"sunday","great","day",3
"sunday","night","football",9
"sunny","spring","day",4
"super","bowl","mvp",4
"super","bowl","weekend",3
"super","bowl","xlvi",12
"support","samesex","marriage",12
"supports","samesex","marriage",4
"supreme","court","justice",16
"supreme","court","justices",7
"sure","check","back",16
"sure","everyone","knows",3
"sure","felt","like",4
"sure","just","let",3
"sure","many","people",3
"sure","stay","tuned",5
"sure","will","change",4
"sure","will","find",10
"sure","will","get",18
"sure","will","make",5
"sure","will","take",4
"surprised","see","many",3
"swiss","army","knife",6
"take","advantage","great",5
"take","advantage","opportunity",4
"take","another","look",5
"take","away","will",3
"take","baby","steps",5
"take","back","seat",9
"take","better","care",5
"take","big","step",3
"take","care","business",16
"take","care","children",6
"take","care","family",10
"take","care","kids",10
"take","care","people",4
"take","close","look",5
"take","closer","look",12
"take","deep","breath",25
"take","full","advantage",10
"take","hours","get",5
"take","little","time",8
"take","long","time",9
"take","look","around",10
"take","look","back",6
"take","mind","things",4
"take","next","step",10
"take","place","next",3
"take","place","thursday",4
"take","series","lead",4
"take","step","back",15
"take","time","get",9
"take","time","listen",5
"take","time","look",5
"take","time","make",6
"take","time","think",3
"take","two","steps",4
"takes","long","time",10
"takes","longer","get",3
"takes","much","time",6
"takes","time","build",3
"taking","care","one",3
"taking","long","time",5
"tale","two","cities",3
"talk","like","pirate",3
"talk","right","now",5
"talked","last","night",4
"talking","one","another",4
"talking","right","now",9
"tampa","bay","area",5
"taste","much","better",6
"tax","cuts","rich",4
"tbsp","olive","oil",11
"teach","kids","can",4
"team","will","win",3
"tears","running","face",3
"tell","already","know",3
"tell","live","life",3
"tell","many","times",7
"tell","us","can",3
"tell","us","get",3
"tell","us","something",4
"tell","us","story",6
"tell","us","want",4
"temporary","restraining","order",8
"ten","years","ago",25
"ten","years","now",3
"texas","hold","em",4
"th","anniversary","last",4
"th","anniversary","year",6
"th","birthday","party",8
"th","early","th",5
"th","grade","class",7
"th","pm","est",6
"th","street","th",3
"th","wedding","anniversary",8
"thank","family","friends",4
"thank","god","bless",5
"thank","thank","thank",22
"thanks","everyone","sent",3
"thanks","playing","along",4
"thanks","small","part",3
"thee","o","lord",3
"theyve","got","great",4
"theyve","never","seen",3
"thing","bad","thing",9
"thing","can","say",5
"thing","can","tell",4
"thing","comes","mind",4
"thing","ever","done",12
"thing","ever","happened",9
"thing","ever","heard",5
"thing","ever","seen",15
"thing","free","lunch",4
"thing","last","year",5
"thing","make","sure",6
"thing","right","now",10
"thing","will","say",7
"thing","will","see",4
"things","arent","going",5
"things","can","control",3
"things","can","get",5
"things","can","happen",7
"things","can","help",4
"things","cant","control",3
"things","done","since",4
"things","ever","done",6
"things","every","day",7
"things","get","done",5
"things","getting","better",5
"things","go","way",6
"things","go","well",10
"things","go","wrong",9
"things","going","pretty",4
"things","going","start",3
"things","going","well",18
"things","just","cant",7
"things","like","happen",4
"things","like","time",3
"things","look","forward",7
"things","make","feel",4
"things","moving","along",5
"things","must","end",5
"things","need","get",4
"things","right","way",4
"things","take","granted",5
"things","take","time",5
"things","will","better",5
"things","will","get",11
"things","will","go",8
"things","will","happen",9
"things","will","work",4
"think","always","going",3
"think","anyone","can",5
"think","anyone","else",5
"think","bad","idea",4
"think","best","thing",5
"think","better","way",9
"think","big","deal",3
"think","can","agree",6
"think","can","get",20
"think","can","go",11
"think","can","make",9
"think","can","save",3
"think","can","stop",3
"think","can","think",5
"think","ever","seen",10
"think","every","day",5
"think","fair","say",7
"think","first","time",5
"think","get","one",3
"think","going","get",8
"think","going","happen",8
"think","good","enough",4
"think","good","idea",9
"think","good","thing",10
"think","great","idea",5
"think","great","job",6
"think","important","thing",4
"think","just","like",6
"think","like","man",39
"think","lot","people",12
"think","many","people",6
"think","might","need",6
"think","might","see",4
"think","need","take",5
"think","next","year",6
"think","outside","box",11
"think","people","going",3
"think","pretty","good",12
"think","pretty","much",4
"think","really","good",4
"think","safe","say",10
"think","social","media",3
"think","sounds","like",5
"think","time","make",3
"think","will","eat",3
"think","will","get",19
"think","will","make",18
"think","will","need",7
"think","will","take",15
"third","year","row",7
"thomas","tank","engine",5
"though","can","see",5
"though","feel","like",5
"thought","going","die",7
"thought","going","happen",3
"thought","going","like",3
"thought","good","idea",9
"thought","pretty","well",3
"thousand","miles","away",3
"thousands","years","ago",3
"three","days","ago",3
"three","days","row",4
"three","days","week",8
"three","different","people",3
"three","four","times",7
"three","hours","later",9
"three","little","pigs",5
"three","mile","island",4
"three","months","ago",14
"three","months","last",8
"three","months","now",3
"three","times","last",4
"three","times","row",3
"three","times","week",12
"three","weeks","now",3
"three","years","ago",94
"three","years","old",6
"throughout","united","states",6
"thunder","lightning","storm",3
"tickets","available","online",4
"tickets","still","available",9
"till","next","time",4
"till","next","year",7
"time","call","quits",4
"time","every","day",8
"time","family","friends",11
"time","feels","like",3
"time","felt","like",7
"time","friends","family",4
"time","get","chance",4
"time","get","know",9
"time","get","new",4
"time","get","serious",4
"time","get","work",6
"time","go","back",12
"time","go","home",15
"time","go","now",4
"time","go","work",3
"time","got","back",8
"time","head","back",3
"time","high","school",5
"time","last","time",5
"time","last","year",42
"time","left","house",3
"time","like","present",6
"time","long","ago",3
"time","long","time",12
"time","looks","like",3
"time","loved","ones",7
"time","make","change",4
"time","make","new",3
"time","many","months",3
"time","maybe","will",3
"time","near","future",4
"time","never","get",3
"time","next","year",11
"time","one","day",4
"time","one","last",3
"time","put","together",3
"time","right","now",11
"time","say","goodbye",5
"time","since","last",5
"time","start","working",4
"time","take","care",5
"time","three","days",4
"time","two","weeks",4
"time","two","years",8
"time","valentines","day",4
"time","warner","cable",12
"time","will","also",5
"time","will","find",4
"time","will","get",7
"time","will","go",4
"time","will","help",3
"time","will","look",3
"time","will","make",6
"time","will","much",4
"time","will","need",3
"time","will","see",4
"time","will","take",7
"time","will","tell",34
"time","years","ago",6
"times","per","week",3
"times","trying","get",4
"times","usa","today",3
"tips","help","keep",4
"tired","people","calling",3
"today","cant","believe",5
"today","feel","like",10
"today","felt","like",4
"today","first","day",21
"today","first","time",16
"today","last","day",35
"today","looks","like",9
"today","maybe","will",4
"today","th","birthday",10
"today","will","go",7
"today","will","likely",3
"together","can","make",5
"told","many","people",4
"told","us","just",4
"toll","free","number",3
"tom","petty","heartbreakers",3
"tommy","lee","jones",6
"tomorrow","morning","will",10
"tomorrow","will","day",4
"tonight","first","night",4
"tonight","first","time",8
"tonight","looking","forward",10
"tonight","think","will",3
"took","breath","away",16
"took","first","place",5
"took","high","road",3
"took","little","bit",3
"took","little","break",3
"took","long","time",15
"took","oath","office",3
"took","one","look",12
"took","step","back",4
"took","sweet","time",3
"took","time","get",4
"top","ten","things",4
"tornado","watch","pm",6
"tour","de","france",14
"town","hall","meeting",26
"toys","r","us",13
"track","field","championships",13
"training","going","well",3
"transformers","dark","moon",3
"traumatic","brain","injury",9
"trayvon","martin","case",9
"trip","las","vegas",6
"trip","last","year",4
"trip","los","angeles",4
"try","different","things",5
"try","find","ways",3
"try","get","back",9
"try","make","something",4
"try","make","things",3
"try","make","way",3
"try","new","things",14
"try","one","time",6
"try","something","different",8
"try","something","else",3
"try","something","new",18
"trying","figure","exactly",4
"trying","figure","get",5
"trying","figure","going",6
"trying","figure","way",4
"trying","find","one",4
"trying","find","way",8
"trying","get","back",16
"trying","get","better",5
"trying","get","hang",3
"trying","get","rid",6
"trying","get","together",4
"trying","get","touch",4
"trying","keep","us",4
"trying","lose","weight",5
